species,year,val
Ixobrychus minutus,1982,3.18949627876282
Ixos mcclellandii,1982,6.46530485153198
Ketupa flavipes,1982,6.33398532867432
Lalage melaschistos,1982,5.75589656829834
Lanius borealis,1982,2.60417246818543
Lanius collurioides,1982,6.735511302948
Lanius isabellinus,1982,3.23035264015198
Lanius schach,1982,5.62235307693481
Lanius sphenocercus,1982,3.22554278373718
Lanius tephronotus,1982,3.17433857917786
Larus crassirostris,1982,6.01015567779541
Larvivora brunnea,1982,3.77470350265503
Larvivora cyane,1982,2.56030297279358
Leptopoecile elegans,1982,2.33599090576172
Leptoptilos javanicus,1982,6.32139539718628
Limnodromus semipalmatus,1982,2.46426010131836
Limosa limosa,1982,2.5826518535614
Linaria cannabina,1982,3.27504301071167
Locustella davidi,1982,2.56870627403259
Locustella mandelli,1982,6.29923439025879
Lonchura striata,1982,6.57655715942383
Lophotriorchis kienerii,1982,7.49868488311768
Lophura leucomelanos,1982,4.68306636810303
Lophura nycthemera,1982,6.69046497344971
Loxia curvirostra,1982,2.58553576469421
Macropygia unchall,1982,6.11566400527954
Mareca falcata,1982,2.23303174972534
Megaceryle lugubris,1982,5.88640975952148
Melanitta fusca,1982,2.53205919265747
Melanitta stejnegeri,1982,1.20414006710053
Melanochlora sultanea,1982,6.61242437362671
Mergus serrator,1982,2.64819049835205
Merops philippinus,1982,6.63302755355835
Mixornis gularis,1982,6.22789907455444
Monticola gularis,1982,2.90814185142517
Monticola rufiventris,1982,5.88986825942993
Monticola solitarius,1982,4.83379507064819
Motacilla citreola,1982,2.66241312026978
Moupinia poecilotis,1982,3.58380818367004
Muscicapa dauurica,1982,2.73389196395874
Muscicapa ferruginea,1982,5.21482467651367
Muscicapa muttui,1982,6.24432611465454
Mycerobas affinis,1982,3.24221873283386
Mycerobas carnipes,1982,2.67746782302856
Myiomela leucura,1982,5.81686544418335
Myophonus caeruleus,1982,5.1989107131958
Netta rufina,1982,3.43178820610046
Niltava davidi,1982,6.16450500488281
Niltava grandis,1982,5.93983888626099
Niltava macgrigoriae,1982,6.34440135955811
Niltava sundara,1982,4.91141986846924
Ninox japonica,1982,4.96463251113892
Nipponia nippon,1982,5.36584758758545
Nisaetus nipalensis,1982,6.06497192382813
Numenius madagascariensis,1982,2.52115535736084
Nycticorax nycticorax,1982,5.73337459564209
Oenanthe deserti,1982,2.82173633575439
Oenanthe oenanthe,1982,3.27902150154114
Onychoprion anaethetus,1982,7.2509970664978
Oriolus oriolus,1982,3.07695055007935
Otus lettia,1982,6.43716096878052
Otus semitorques,1982,4.14027261734009
Otus spilocephalus,1982,6.18907833099365
Oxyura leucocephala,1982,3.69305396080017
Panurus biarmicus,1982,3.22848606109619
Paradoxornis guttaticollis,1982,6.23922061920166
Paradoxornis heudei,1982,5.21226167678833
Parayuhina diademata,1982,5.34134864807129
Pardaliparus venustulus,1982,5.48477554321289
Parus monticolus,1982,5.26040935516357
Passer cinnamomeus,1982,5.28406143188477
Passer domesticus,1982,2.4561243057251
Passer hispaniolensis,1982,3.39028000831604
Pelecanus crispus,1982,2.30208802223206
Pellorneum tickelli,1982,6.74700593948364
Perdix hodgsoniae,1982,1.6077938079834
Pericrocotus cantonensis,1982,6.17659568786621
Pericrocotus divaricatus,1982,2.98052978515625
Pericrocotus ethologus,1982,4.60184574127197
Pericrocotus solaris,1982,6.53828144073486
Periparus rubidiventris,1982,2.29542398452759
Pernis ptilorhynchus,1982,3.13501906394959
Phasianus colchicus,1982,4.2703914642334
Phoenicurus erythronotus,1982,3.39323401451111
Phoenicurus frontalis,1982,3.24324703216553
Phoenicurus leucocephalus,1982,3.9964907169342
Phoenicurus ochruros,1982,2.92704367637634
Phoenicurus schisticeps,1982,2.82370042800903
Phylloscopus affinis,1982,3.37177395820618
Phylloscopus burkii,1982,2.73993182182312
Phylloscopus cantator,1982,5.96737432479858
Phylloscopus castaniceps,1982,6.07825946807861
Phylloscopus claudiae,1982,4.57396411895752
Phylloscopus coronatus,1982,3.87033224105835
Phylloscopus emeiensis,1982,5.17136669158936
Phylloscopus intermedius,1982,5.58554315567017
Phylloscopus magnirostris,1982,3.69156837463379
Phylloscopus ogilviegranti,1982,6.49474048614502
Phylloscopus omeiensis,1982,4.63649034500122
Phylloscopus pulcher,1982,4.05291366577148
Phylloscopus ricketti,1982,5.8942723274231
Phylloscopus soror,1982,5.47965335845947
Phylloscopus subaffinis,1982,4.939621925354
Phylloscopus tenellipes,1982,3.44746685028076
Phylloscopus tephrocephalus,1982,5.0666389465332
Phylloscopus yunnanensis,1982,4.13300085067749
Picumnus innominatus,1982,5.89970684051514
Picus chlorolophus,1982,6.65458202362061
Pitta nympha,1982,6.39001274108887
Platalea minor,1982,4.63425016403198
Pnoepyga immaculata,1982,3.48388957977295
Podiceps auritus,1982,2.33092999458313
Podiceps grisegena,1982,2.71888041496277
Podiceps nigricollis,1982,3.14734172821045
Podoces biddulphi,1982,5.01994037628174
Pomatorhinus schisticeps,1982,6.30477905273438
Pomatorhinus superciliaris,1982,5.94465398788452
Prinia atrogularis,1982,5.48093128204346
Prinia flaviventris,1982,6.81634616851807
Prinia inornata,1982,6.50699949264526
Prunella collaris,1982,2.35092854499817
Prunella himalayana,1982,2.06499481201172
Prunella immaculata,1982,2.65517520904541
Prunella montanella,1982,1.25794613361359
Prunella strophiata,1982,3.25366377830505
Psarisomus dalhousiae,1982,6.34813022613525
Pseudopodoces humilis,1982,1.46709942817688
Psilopogon faber,1982,6.89444065093994
Psilopogon virens,1982,6.17500257492065
Pterorhinus berthemyi,1982,6.05029058456421
Pterorhinus lanceolatus,1982,5.57418155670166
Pterorhinus pectoralis,1982,6.1893630027771
Pterorhinus sannio,1982,6.19302988052368
Pteruthius rufiventer,1982,5.47558927536011
Pteruthius xanthochlorus,1982,4.6497859954834
Ptyonoprogne rupestris,1982,3.48081493377686
Pycnonotus aurigaster,1982,6.48454856872559
Pycnonotus jocosus,1982,6.61396408081055
Pycnonotus sinensis,1982,5.86250114440918
Pycnonotus xanthorrhous,1982,5.79244375228882
Pyrrhula erythaca,1982,4.32435178756714
Pyrrhula nipalensis,1982,5.770188331604
Rallina eurizonoides,1982,7.08914089202881
Rallus aquaticus,1982,2.7129647731781
Recurvirostra avosetta,1982,2.63752412796021
Regulus regulus,1982,3.88663625717163
Remiz consobrinus,1982,3.13778591156006
Remiz coronatus,1982,2.88822531700134
Rhodospiza obsoleta,1982,3.46189856529236
Rubigula flaviventris,1982,6.74700689315796
Sasia ochracea,1982,6.81766510009766
Saxicola ferreus,1982,5.73512649536133
Sitta cinnamoventris,1982,6.32611036300659
Sitta formosa,1982,6.0419807434082
Sitta villosa,1982,3.68248414993286
Sittiparus varius,1982,3.72575116157532
Spilopelia chinensis,1982,5.79311084747315
Spilopelia senegalensis,1982,3.21762490272522
Spilornis cheela,1982,6.42071962356567
Spinus spinus,1982,2.15615725517273
Spizixos semitorques,1982,6.06810712814331
Spodiopsar cineraceus,1982,3.30047202110291
Spodiopsar sericeus,1982,6.42801094055176
Stachyris humei,1982,5.43195343017578
Staphida torqueola,1982,6.39933395385742
Streptopelia decaocto,1982,4.03413486480713
Sturnia sinensis,1982,6.8450608253479
Sturnus vulgaris,1982,3.50330805778503
Suthora fulvifrons,1982,4.35170793533325
Syrmaticus humiae,1982,6.28942489624023
Syrmaticus reevesii,1982,5.62915706634522
Syrrhaptes paradoxus,1982,3.31967163085938
Tarsiger chrysaeus,1982,3.84864926338196
Tarsiger indicus,1982,4.40369653701782
Temnurus temnurus,1982,8.00359153747559
Tephrodornis virgatus,1982,6.94173812866211
Thalasseus bergii,1982,7.60185861587524
Timalia pileata,1982,6.87105417251587
Tragopan caboti,1982,6.68946266174316
Tragopan temminckii,1982,5.22813558578491
Treron curvirostra,1982,6.73934698104858
Treron sieboldii,1982,6.5222282409668
Treron sphenurus,1982,5.68781518936157
Turdus boulboul,1982,6.40757560729981
Turdus cardis,1982,5.81422996520996
Turdus feae,1982,4.03674745559692
Turdus mandarinus,1982,5.76295280456543
Turdus pilaris,1982,1.86279594898224
Turdus rubrocanus,1982,3.50415349006653
Turdus ruficollis,1982,3.06318974494934
Turdus viscivorus,1982,3.43908739089966
Turnix suscitator,1982,6.53816890716553
Tyto longimembris,1982,6.52963781356812
Urile pelagicus,1982,4.8720850944519
Urosphena squameiceps,1982,3.22145342826843
Vanellus cinereus,1982,3.24607300758362
Vanellus indicus,1982,6.46200513839722
Vanellus vanellus,1982,3.01349472999573
Yuhina nigrimenta,1982,5.83295583724976
Zoothera dixoni,1982,4.85900354385376
Zoothera mollissima,1982,2.77085518836975
Zoothera monticola,1982,5.26851272583008
Zosterops erythropleurus,1982,3.46224713325501
Abroscopus albogularis,1983,6.45293617248535
Accipiter gularis,1983,2.86377048492432
Accipiter soloensis,1983,5.78583383560181
Accipiter trivirgatus,1983,7.22961139678955
Accipiter virgatus,1983,5.88062953948975
Acridotheres cristatellus,1983,6.17919635772705
Acridotheres tristis,1983,5.41642904281616
Acrocephalus agricola,1983,3.90419459342957
Acrocephalus bistrigiceps,1983,3.84930515289307
Acrocephalus concinens,1983,5.47923851013184
Acrocephalus orientalis,1983,3.94359445571899
Acrocephalus tangorum,1983,3.19908547401428
Aegithalos bonvaloti,1983,3.99134635925293
Aegithalos caudatus,1983,2.77652955055237
Aegithalos concinnus,1983,6.08532762527466
Aegithalos fuliginosus,1983,4.53802728652954
Aerodramus brevirostris,1983,5.51487970352173
Aethopyga christinae,1983,8.09784412384033
Aethopyga gouldiae,1983,4.82899856567383
Agropsar sturninus,1983,3.37581539154053
Aix galericulata,1983,3.09816098213196
Alauda gulgula,1983,4.37392616271973
Alaudala cheleensis,1983,3.37750720977783
Alcedo hercules,1983,7.00324869155884
Alcippe morrisonia,1983,6.19579362869263
Amaurornis phoenicurus,1983,6.09541082382202
Anastomus oscitans,1983,6.13848400115967
Anser anser,1983,2.89542937278748
Anser fabalis,1983,2.11243081092834
Anser indicus,1983,2.25397443771362
Anthus godlewskii,1983,2.49787640571594
Anthus gustavi,1983,2.81583380699158
Anthus richardi,1983,4.2423529624939
Anthus roseatus,1983,2.88652515411377
Anthus trivialis,1983,2.83352184295654
Aquila fasciata,1983,6.92410707473755
Aquila heliaca,1983,2.53767323493958
Ardea intermedia,1983,6.34246587753296
Ardea purpurea,1983,5.57288980484009
Ardenna pacifica,1983,7.48812246322632
Artamus fuscus,1983,7.16377210617065
Asio flammeus,1983,2.43911600112915
Athene noctua,1983,3.03864169120789
Aviceda jerdoni,1983,7.2637186050415
Aviceda leuphotes,1983,6.09014511108398
Aythya fuligula,1983,2.42414522171021
Aythya nyroca,1983,3.20769000053406
Bombycilla japonica,1983,1.53336477279663
Branta canadensis,1983,4.18243789672852
Bubo nipalensis,1983,4.92369413375855
Bucanetes mongolicus,1983,3.48180770874023
Butastur indicus,1983,3.22502946853638
Cacomantis merulinus,1983,6.87531566619873
Calandrella brachydactyla,1983,3.7001633644104
Calliope obscura,1983,4.17298412322998
Caprimulgus macrurus,1983,7.30974864959717
Carpodacus roborowskii,1983,0.829014897346497
Carpodacus vinaceus,1983,5.36652565002441
Cecropis daurica,1983,4.40243196487427
Centropus bengalensis,1983,6.75361728668213
Cephalopyrus flammiceps,1983,4.88997077941895
Certhia familiaris,1983,3.19908142089844
Certhia himalayana,1983,4.41716241836548
Certhia tianquanensis,1983,4.07330179214478
Ceryle rudis,1983,6.50204229354858
Cettia brunnifrons,1983,4.31210899353027
Cettia castaneocoronata,1983,5.08245086669922
Chalcophaps indica,1983,7.17020702362061
Charadrius atrifrons,1983,1.92992055416107
Charadrius dealbatus,1983,7.64594507217407
Charadrius placidus,1983,3.86559414863586
Charadrius veredus,1983,2.52739882469177
Chlidonias leucopterus,1983,3.10499167442322
Chlidonias niger,1983,3.12051367759705
Chloris ambigua,1983,5.49272060394287
Chloris sinica,1983,4.64385080337524
Chrysolophus pictus,1983,5.18317556381226
Ciconia boyciana,1983,3.0778341293335
Ciconia nigra,1983,3.59992933273315
Circaetus gallicus,1983,3.8312349319458
Circus macrourus,1983,2.93514180183411
Circus spilonotus,1983,2.54276776313782
Cisticola exilis,1983,6.67064762115479
Cisticola juncidis,1983,6.09768438339233
Clamator coromandus,1983,6.23810625076294
Clanga clanga,1983,2.64847660064697
Columba oenas,1983,2.85455989837647
Copsychus saularis,1983,6.16580247879028
Coracias garrulus,1983,2.84001088142395
Coturnicops exquisitus,1983,2.2007098197937
Crex crex,1983,2.8153612613678
Crossoptilon mantchuricum,1983,4.14217901229858
Curruca curruca,1983,3.30746626853943
Cyanistes cyanus,1983,2.43426322937012
Cyanoderma pyrrhops,1983,4.88034677505493
Cygnus cygnus,1983,2.68161582946777
Cygnus olor,1983,2.64775705337524
Cyornis glaucicomans,1983,5.91213464736939
Cyornis hainanus,1983,7.41073513031006
Cyornis rubeculoides,1983,6.21345138549805
Delichon dasypus,1983,3.7746057510376
Dendrocitta formosae,1983,6.37302684783936
Dendrocopos hyperythrus,1983,4.11422681808472
Dendrocygna javanica,1983,6.60179805755615
Dicaeum cruentatum,1983,6.79217720031738
Dicaeum ignipectus,1983,5.99453163146973
Dicaeum minullum,1983,5.77130222320557
Dicrurus annectens,1983,7.01915836334229
Dicrurus hottentottus,1983,5.82260322570801
Dicrurus remifer,1983,6.4554328918457
Egretta eulophotes,1983,4.68082904815674
Egretta garzetta,1983,5.26095819473267
Elachura formosa,1983,6.06004095077515
Elanus caeruleus,1983,7.12329816818237
Emberiza buchanani,1983,2.5877857208252
Emberiza citrinella,1983,2.55453610420227
Emberiza elegans,1983,4.32929277420044
Emberiza godlewskii,1983,3.20722198486328
Emberiza hortulana,1983,3.20410943031311
Emberiza leucocephalos,1983,2.14009666442871
Emberiza pallasi,1983,1.56664085388184
Emberiza pusilla,1983,2.834721326828
Emberiza rustica,1983,1.0027859210968
Emberiza siemsseni,1983,4.56181478500366
Emberiza yessoensis,1983,2.81446242332459
Enicurus leschenaulti,1983,5.82273244857788
Enicurus maculatus,1983,6.44277572631836
Enicurus schistaceus,1983,6.39760637283325
Erpornis zantholeuca,1983,6.5706262588501
Erythrogenys hypoleucos,1983,7.09161329269409
Eudynamys scolopaceus,1983,6.17083072662354
Eumyias thalassinus,1983,5.66901397705078
Falco cherrug,1983,2.74645066261292
Falco severus,1983,6.51737880706787
Ficedula albicilla,1983,1.64002895355225
Ficedula elisae,1983,4.07506132125855
Ficedula erithacus,1983,3.86711263656616
Ficedula hyperythra,1983,6.09399604797363
Ficedula mugimaki,1983,2.77518773078918
Ficedula strophiata,1983,5.33397245407105
Ficedula superciliaris,1983,3.32232284545898
Ficedula tricolor,1983,4.99694538116455
Fringilla coelebs,1983,1.2105724811554
Fringilla montifringilla,1983,1.53449702262878
Galerida cristata,1983,3.7892472743988
Gallicrex cinerea,1983,5.58083295822144
Garrulax maesi,1983,6.38065242767334
Garrulax monileger,1983,6.88749265670776
Gavia arctica,1983,2.94083881378174
Gelochelidon nilotica,1983,4.19148969650269
Geokichla citrina,1983,6.51559400558472
Glaucidium cuculoides,1983,6.28171539306641
Gorsachius melanolophus,1983,7.45664930343628
Gracupica nigricollis,1983,6.58710765838623
Grandala coelicolor,1983,1.97351467609406
Grus japonensis,1983,2.76253390312195
Grus monacha,1983,2.10364413261414
Grus nigricollis,1983,1.18507516384125
Gypaetus barbatus,1983,2.23632216453552
Gyps himalayensis,1983,2.30422854423523
Halcyon coromanda,1983,4.47547912597656
Halcyon pileata,1983,5.56086921691895
Halcyon smyrnensis,1983,7.4691972732544
Haliaeetus leucoryphus,1983,5.528395652771
Harpactes wardi,1983,4.24199485778809
Helopsaltes certhiola,1983,3.28419017791748
Helopsaltes pryeri,1983,3.83063364028931
Hemiprocne coronata,1983,6.25572824478149
Hemitesia pallidipes,1983,6.28006267547607
Hemixos castanonotus,1983,6.89656496047974
Heterophasia desgodinsi,1983,5.99014806747437
Heteroxenicus stellatus,1983,4.68049097061157
Hieraaetus pennatus,1983,1.96808969974518
Hierococcyx nisicolor,1983,6.35376262664795
Hirundapus caudacutus,1983,3.01372599601746
Hirundo rustica,1983,3.73241877555847
Histrionicus histrionicus,1983,2.71804666519165
Hydrocoloeus minutus,1983,4.71712017059326
Hydrophasianus chirurgus,1983,6.36682653427124
Hydroprogne caspia,1983,5.66122484207153
Hypothymis azurea,1983,6.42778778076172
Hypsipetes leucocephalus,1983,5.87635135650635
Ianthocincla lunulata,1983,4.68854141235352
Ibidorhyncha struthersii,1983,2.66449594497681
Ictinaetus malaiensis,1983,6.56525945663452
Iduna caligata,1983,2.84100365638733
Indicator xanthonotus,1983,5.0959415435791
Ixobrychus cinnamomeus,1983,5.95694065093994
Ixobrychus eurhythmus,1983,4.58108615875244
Ixobrychus minutus,1983,3.28233575820923
Ixos mcclellandii,1983,6.50112295150757
Ketupa flavipes,1983,6.37120628356934
Lalage melaschistos,1983,5.77377510070801
Lanius borealis,1983,2.62408924102783
Lanius collurioides,1983,6.76276636123657
Lanius isabellinus,1983,3.16072344779968
Lanius schach,1983,5.63719272613525
Lanius sphenocercus,1983,3.12246179580689
Lanius tephronotus,1983,3.08805418014526
Larus crassirostris,1983,6.05995225906372
Larvivora brunnea,1983,3.74182558059692
Larvivora cyane,1983,2.44338607788086
Leptopoecile elegans,1983,2.21786689758301
Leptoptilos javanicus,1983,6.34972524642944
Limnodromus semipalmatus,1983,2.33862614631653
Limosa limosa,1983,2.5416898727417
Linaria cannabina,1983,3.31625771522522
Locustella davidi,1983,2.444091796875
Locustella mandelli,1983,6.3336615562439
Lonchura striata,1983,6.61658191680908
Lophotriorchis kienerii,1983,7.48172473907471
Lophura leucomelanos,1983,4.67348432540894
Lophura nycthemera,1983,6.71086883544922
Loxia curvirostra,1983,2.49442553520203
Macropygia unchall,1983,6.14755535125732
Mareca falcata,1983,2.09860372543335
Megaceryle lugubris,1983,5.91136693954468
Melanitta fusca,1983,2.38670229911804
Melanitta stejnegeri,1983,1.22344267368317
Melanochlora sultanea,1983,6.63019704818726
Mergus serrator,1983,2.4801561832428
Merops philippinus,1983,6.65282106399536
Mixornis gularis,1983,6.25459098815918
Monticola gularis,1983,2.79610872268677
Monticola rufiventris,1983,5.92377471923828
Monticola solitarius,1983,4.81927585601807
Motacilla citreola,1983,2.5948543548584
Moupinia poecilotis,1983,3.55753064155579
Muscicapa dauurica,1983,2.61724805831909
Muscicapa ferruginea,1983,5.22038793563843
Muscicapa muttui,1983,6.29380035400391
Mycerobas affinis,1983,3.18015646934509
Mycerobas carnipes,1983,2.6034688949585
Myiomela leucura,1983,5.84638261795044
Myophonus caeruleus,1983,5.21550846099854
Netta rufina,1983,3.47366237640381
Niltava davidi,1983,6.19674301147461
Niltava grandis,1983,5.95239067077637
Niltava macgrigoriae,1983,6.37496423721314
Niltava sundara,1983,4.92526197433472
Ninox japonica,1983,4.94289112091065
Nipponia nippon,1983,5.40291976928711
Nisaetus nipalensis,1983,6.08847045898438
Numenius madagascariensis,1983,2.34641909599304
Nycticorax nycticorax,1983,5.74680805206299
Oenanthe deserti,1983,2.76598262786865
Oenanthe oenanthe,1983,3.25619983673096
Onychoprion anaethetus,1983,7.31248950958252
Oriolus oriolus,1983,3.12306785583496
Otus lettia,1983,6.47605228424072
Otus semitorques,1983,4.0759711265564
Otus spilocephalus,1983,6.21225023269653
Oxyura leucocephala,1983,3.8373339176178
Panurus biarmicus,1983,3.1802966594696
Paradoxornis guttaticollis,1983,6.27216577529907
Paradoxornis heudei,1983,5.19399976730347
Parayuhina diademata,1983,5.35670185089111
Pardaliparus venustulus,1983,5.50461721420288
Parus monticolus,1983,5.26379585266113
Passer cinnamomeus,1983,5.28840112686157
Passer domesticus,1983,2.44118309020996
Passer hispaniolensis,1983,3.49026203155518
Pelecanus crispus,1983,2.23465800285339
Pellorneum tickelli,1983,6.77571630477905
Perdix hodgsoniae,1983,1.48756265640259
Pericrocotus cantonensis,1983,6.21059513092041
Pericrocotus divaricatus,1983,2.78308272361755
Pericrocotus ethologus,1983,4.59372329711914
Pericrocotus solaris,1983,6.57059144973755
Periparus rubidiventris,1983,2.1838436126709
Pernis ptilorhynchus,1983,3.0421895980835
Phasianus colchicus,1983,4.23695421218872
Phoenicurus erythronotus,1983,3.48493599891663
Phoenicurus frontalis,1983,3.16795611381531
Phoenicurus leucocephalus,1983,3.95257139205933
Phoenicurus ochruros,1983,2.87125754356384
Phoenicurus schisticeps,1983,2.73815727233887
Phylloscopus affinis,1983,3.30625796318054
Phylloscopus burkii,1983,2.69804930686951
Phylloscopus cantator,1983,5.97351312637329
Phylloscopus castaniceps,1983,6.11570358276367
Phylloscopus claudiae,1983,4.54644775390625
Phylloscopus coronatus,1983,3.8231565952301
Phylloscopus emeiensis,1983,5.17343664169312
Phylloscopus intermedius,1983,5.59867668151856
Phylloscopus magnirostris,1983,3.634605884552
Phylloscopus ogilviegranti,1983,6.51787185668945
Phylloscopus omeiensis,1983,4.62709808349609
Phylloscopus pulcher,1983,4.02036285400391
Phylloscopus ricketti,1983,5.92396688461304
Phylloscopus soror,1983,5.4965763092041
Phylloscopus subaffinis,1983,4.92950201034546
Phylloscopus tenellipes,1983,3.31644821166992
Phylloscopus tephrocephalus,1983,5.07524156570435
Phylloscopus yunnanensis,1983,4.08358860015869
Picumnus innominatus,1983,5.92923593521118
Picus chlorolophus,1983,6.67178678512573
Pitta nympha,1983,6.43409252166748
Platalea minor,1983,4.60983371734619
Pnoepyga immaculata,1983,3.43905711174011
Podiceps auritus,1983,2.38027596473694
Podiceps grisegena,1983,2.59971451759338
Podiceps nigricollis,1983,3.09125304222107
Podoces biddulphi,1983,5.08396768569946
Pomatorhinus schisticeps,1983,6.28015041351318
Pomatorhinus superciliaris,1983,5.94927787780762
Prinia atrogularis,1983,5.45458698272705
Prinia flaviventris,1983,6.85143327713013
Prinia inornata,1983,6.5466628074646
Prunella collaris,1983,2.27603888511658
Prunella himalayana,1983,2.15364050865173
Prunella immaculata,1983,2.5679202079773
Prunella montanella,1983,1.29196321964264
Prunella strophiata,1983,3.16966104507446
Psarisomus dalhousiae,1983,6.36895036697388
Pseudopodoces humilis,1983,1.35333621501923
Psilopogon faber,1983,6.95192718505859
Psilopogon virens,1983,6.20736694335938
Pterorhinus berthemyi,1983,6.09110641479492
Pterorhinus lanceolatus,1983,5.59641361236572
Pterorhinus pectoralis,1983,6.22596263885498
Pterorhinus sannio,1983,6.23349332809448
Pteruthius rufiventer,1983,5.46539068222046
Pteruthius xanthochlorus,1983,4.64498567581177
Ptyonoprogne rupestris,1983,3.441969871521
Pycnonotus aurigaster,1983,6.52052211761475
Pycnonotus jocosus,1983,6.63254404067993
Pycnonotus sinensis,1983,5.88589954376221
Pycnonotus xanthorrhous,1983,5.8253288269043
Pyrrhula erythaca,1983,4.30154848098755
Pyrrhula nipalensis,1983,5.79072189331055
Rallina eurizonoides,1983,7.11065530776978
Rallus aquaticus,1983,2.6705219745636
Recurvirostra avosetta,1983,2.5778956413269
Regulus regulus,1983,3.84431076049805
Remiz consobrinus,1983,3.02136278152466
Remiz coronatus,1983,2.88895654678345
Rhodospiza obsoleta,1983,3.40307068824768
Rubigula flaviventris,1983,6.77456951141357
Sasia ochracea,1983,6.84245729446411
Saxicola ferreus,1983,5.76388835906982
Sitta cinnamoventris,1983,6.3495135307312
Sitta formosa,1983,6.05705738067627
Sitta villosa,1983,3.61206936836243
Sittiparus varius,1983,3.67101359367371
Spilopelia chinensis,1983,5.81577062606812
Spilopelia senegalensis,1983,3.34444808959961
Spilornis cheela,1983,6.44994831085205
Spinus spinus,1983,2.01912474632263
Spizixos semitorques,1983,6.09728479385376
Spodiopsar cineraceus,1983,3.20764875411987
Spodiopsar sericeus,1983,6.46942567825317
Stachyris humei,1983,5.40328645706177
Staphida torqueola,1983,6.43917846679688
Streptopelia decaocto,1983,4.01209735870361
Sturnia sinensis,1983,6.88180446624756
Sturnus vulgaris,1983,3.59484934806824
Suthora fulvifrons,1983,4.3325777053833
Syrmaticus humiae,1983,6.32081890106201
Syrmaticus reevesii,1983,5.65637445449829
Syrrhaptes paradoxus,1983,3.25111556053162
Tarsiger chrysaeus,1983,3.83733057975769
Tarsiger indicus,1983,4.39550590515137
Temnurus temnurus,1983,7.97757339477539
Tephrodornis virgatus,1983,6.97383213043213
Thalasseus bergii,1983,7.6161675453186
Timalia pileata,1983,6.89673519134522
Tragopan caboti,1983,6.72251224517822
Tragopan temminckii,1983,5.25474309921265
Treron curvirostra,1983,6.75832176208496
Treron sieboldii,1983,6.56441116333008
Treron sphenurus,1983,5.70937919616699
Turdus boulboul,1983,6.43836116790772
Turdus cardis,1983,5.8583459854126
Turdus feae,1983,4.02721977233887
Turdus mandarinus,1983,5.78812551498413
Turdus pilaris,1983,1.80353844165802
Turdus rubrocanus,1983,3.44277667999268
Turdus ruficollis,1983,3.14276218414307
Turdus viscivorus,1983,3.50524067878723
Turnix suscitator,1983,6.54745483398438
Tyto longimembris,1983,6.56761264801025
Urile pelagicus,1983,4.91372108459473
Urosphena squameiceps,1983,3.09452247619629
Vanellus cinereus,1983,3.1061704158783
Vanellus indicus,1983,6.49410438537598
Vanellus vanellus,1983,2.9491457939148
Yuhina nigrimenta,1983,5.86545038223267
Zoothera dixoni,1983,4.86459827423096
Zoothera mollissima,1983,2.74134063720703
Zoothera monticola,1983,5.24974012374878
Zosterops erythropleurus,1983,3.33630084991455
Abroscopus albogularis,1984,6.32408094406128
Accipiter gularis,1984,2.60479950904846
Accipiter soloensis,1984,5.60663747787476
Accipiter trivirgatus,1984,7.19060039520264
Accipiter virgatus,1984,5.81552791595459
Acridotheres cristatellus,1984,6.05425643920898
Acridotheres tristis,1984,5.30504465103149
Acrocephalus agricola,1984,3.57945871353149
Acrocephalus bistrigiceps,1984,3.60485196113586
Acrocephalus concinens,1984,5.27343225479126
Acrocephalus orientalis,1984,3.70000982284546
Acrocephalus tangorum,1984,2.94976663589478
Aegithalos bonvaloti,1984,4.08607387542725
Aegithalos caudatus,1984,2.4789125919342
Aegithalos concinnus,1984,5.95706987380981
Aegithalos fuliginosus,1984,4.45945882797241
Aerodramus brevirostris,1984,5.47096824645996
Aethopyga christinae,1984,7.98609113693237
Aethopyga gouldiae,1984,4.81865358352661
Agropsar sturninus,1984,3.1316282749176
Aix galericulata,1984,2.87672710418701
Alauda gulgula,1984,4.37095975875855
Alaudala cheleensis,1984,3.17047142982483
Alcedo hercules,1984,6.96890926361084
Alcippe morrisonia,1984,6.07285213470459
Amaurornis phoenicurus,1984,5.97769594192505
Anastomus oscitans,1984,6.11212205886841
Anser anser,1984,2.50752639770508
Anser fabalis,1984,1.88063549995422
Anser indicus,1984,2.23617196083069
Anthus godlewskii,1984,2.17658519744873
Anthus gustavi,1984,2.68773174285889
Anthus richardi,1984,3.99736022949219
Anthus roseatus,1984,2.93692445755005
Anthus trivialis,1984,2.2328040599823
Aquila fasciata,1984,6.75703287124634
Aquila heliaca,1984,2.00071740150452
Ardea intermedia,1984,6.21477842330933
Ardea purpurea,1984,5.38331890106201
Ardenna pacifica,1984,7.32980394363403
Artamus fuscus,1984,7.08453464508057
Asio flammeus,1984,2.03017520904541
Athene noctua,1984,2.90909481048584
Aviceda jerdoni,1984,7.27119445800781
Aviceda leuphotes,1984,5.99887895584106
Aythya fuligula,1984,2.12324738502502
Aythya nyroca,1984,2.68419647216797
Bombycilla japonica,1984,1.3249968290329
Branta canadensis,1984,3.87057685852051
Bubo nipalensis,1984,4.99692440032959
Bucanetes mongolicus,1984,3.10728049278259
Butastur indicus,1984,2.98537111282349
Cacomantis merulinus,1984,6.80379581451416
Calandrella brachydactyla,1984,3.18018889427185
Calliope obscura,1984,4.095871925354
Caprimulgus macrurus,1984,7.29563808441162
Carpodacus roborowskii,1984,1.12092399597168
