unit_id,year,n_checklist,n_loc
450100,2014,11,7
450100,2016,5,4
450100,2004,3,3
450100,2017,7,5
520600,2023,5,5
610900,2015,4,4
450100,2006,2,2
610100,2012,22,14
610100,2018,236,57
450100,2005,1,1
610100,2019,193,58
450600,2020,16,4
450100,2007,2,2
450100,2012,2,2
450100,2009,2,1
610100,2015,31,20
610900,2011,2,2
610900,2016,1,1
610900,2023,2,2
150600,2013,5,5
451200,2020,9,6
451200,2012,1,1
450700,2023,7,4
450100,2003,1,1
451200,2021,1,1
451200,2011,1,1
610100,2010,18,13
522600,2016,1,1
522600,2010,2,1
450700,2002,2,1
451300,2023,10,8
450200,2003,1,1
469007,2017,8,6
469007,2023,30,9
469007,2020,3,2
469007,2022,23,8
469007,2018,9,3
469007,2021,2,1
469007,2004,2,2
469007,2019,3,2
611000,2020,8,6
611000,2018,3,3
611000,2014,1,1
450200,2020,9,8
469026,2021,17,8
469007,2016,2,1
422800,2018,5,4
469026,2018,35,15
520600,2022,24,5
520600,2014,3,3
520600,2017,11,6
469027,2019,51,18
469027,2021,152,25
469027,2023,229,47
450700,2015,2,2
469026,2023,22,6
469027,2020,46,5
469027,2022,175,10
469027,2018,70,17
469027,2017,45,13
469027,2015,6,3
450700,2018,3,2
610400,2017,2,2
610100,2020,27,19
610400,2016,2,2
610400,2004,1,1
150800,2019,3,3
610400,2021,2,2
610100,2023,78,49
5e+05,2005,1,1
150800,2015,3,2
610400,2014,1,1
610200,2021,1,1
469027,2014,24,5
450700,2021,3,3
450700,2022,2,1
450700,2019,8,4
469027,2010,20,6
450700,2014,1,1
522600,2015,6,2
469027,2016,21,3
469026,2022,34,8
469026,2016,13,3
469026,2013,6,2
469026,2017,8,3
469026,2019,8,4
469026,2020,8,2
469026,2014,3,2
469026,2015,6,4
150800,2021,2,2
150800,2012,1,1
150800,2010,3,2
150800,2018,2,1
450500,2022,40,14
469027,2012,14,3
469027,2009,12,2
469027,2013,20,1
469027,2011,1,1
469027,2007,8,1
469027,2006,2,1
469027,2002,1,1
610100,2016,24,16
450500,2023,82,24
450500,2019,75,38
610100,2022,10,9
610100,2009,18,9
611000,2022,3,3
611000,2016,1,1
610100,2004,6,4
150600,2016,11,4
150600,2015,14,4
150600,2019,18,15
422800,2015,4,4
460200,2023,128,56
460200,2010,9,5
611000,2007,1,1
450500,2017,9,6
450500,2015,6,6
522600,2011,1,1
450500,2013,2,2
450500,2020,54,15
450500,2018,25,5
450500,2014,18,5
450500,2021,43,13
450500,2016,6,4
469007,2003,1,1
469025,2023,7,2
469025,2018,1,1
469025,2022,8,2
469026,2012,3,2
469026,2004,6,1
469026,2003,3,1
469026,2009,1,1
469026,2005,1,1
469026,2010,1,1
469026,2007,1,1
469026,2006,3,1
469026,2008,1,1
469026,2002,1,1
469025,2017,8,3
469007,2007,1,1
460200,2009,3,2
450200,2019,4,3
610900,2014,2,1
422800,2023,5,5
460400,2023,92,39
422800,2021,9,9
522600,2007,1,1
611000,2015,1,1
611000,2021,1,1
422800,2022,9,7
460200,2006,8,3
460200,2019,21,19
460400,2019,3,3
460400,2017,3,3
460400,2021,99,50
460400,2022,74,30
460400,2020,3,3
610100,2003,3,2
431200,2015,7,7
610800,2018,4,4
433100,2023,8,5
469025,2005,7,1
469025,2006,2,1
469025,2014,2,1
469025,2009,2,1
469025,2012,3,1
469025,2007,4,2
469025,2003,1,1
469025,2008,1,1
469025,2013,1,1
610500,2014,5,5
460200,2018,19,18
460200,2021,11,9
460200,2022,56,41
450200,2022,7,7
450200,2015,4,4
450200,2018,6,3
460200,2020,16,12
450200,2023,20,13
450200,2021,3,2
450200,2017,1,1
450200,2016,2,1
610500,2016,4,3
610500,2013,1,1
610500,2012,10,9
610500,2023,14,12
610200,2023,1,1
610500,2017,11,9
610500,2018,2,2
469029,2018,2,2
469029,2017,1,1
469029,2006,2,2
610800,2006,5,5
422800,2020,2,1
469025,2015,2,2
610600,2023,3,2
150200,2021,5,3
451300,2022,21,20
610900,2022,1,1
469025,2019,2,2
433100,2009,2,2
433100,2022,3,3
460200,2016,12,10
460200,2017,25,9
422800,2013,1,1
422800,2014,1,1
469001,2022,2,2
469001,2021,8,7
469001,2015,1,1
469001,2013,2,1
460200,2012,3,3
460200,2007,2,2
460200,2014,2,2
469001,2018,3,1
469024,2022,7,2
469024,2021,5,4
469030,2019,2,1
469030,2018,2,2
433100,2011,1,1
450800,2019,6,4
469030,2017,5,1
460400,2018,2,2
469030,2023,8,7
460400,2015,1,1
610500,2020,2,2
433100,2015,2,2
469024,2023,1,1
433100,2021,2,2
433100,2018,1,1
433100,2019,2,2
433100,2013,1,1
469001,2008,1,1
451300,2021,28,19
451300,2020,6,6
469001,2023,3,2
469030,2021,3,2
469029,2008,1,1
469029,2023,2,1
469029,2009,1,1
469029,2013,1,1
451300,2018,2,2
451300,2019,7,4
433100,2020,1,1
460400,2007,1,1
460400,2009,1,1
440800,2021,19,10
469029,2010,1,1
469001,2006,1,1
440800,2017,37,31
469001,2019,3,1
440800,2019,33,24
440800,2020,54,27
469029,2019,2,2
450900,2015,1,1
431200,2011,1,1
450900,2016,5,5
440800,2022,17,12
469029,2022,1,1
469029,2021,1,1
431200,2020,3,3
440800,2014,3,3
469030,2022,1,1
440800,2016,52,28
150600,2018,9,5
150600,2017,6,6
469030,2020,1,1
450300,2012,16,10
450900,2023,9,7
450800,2011,3,1
450800,2012,1,1
430800,2010,45,11
460200,2008,1,1
450800,2022,2,2
430800,2013,2,2
430800,2009,10,4
150600,2006,1,1
150200,2023,14,6
440800,2018,21,12
440800,2023,26,22
150200,2019,2,2
150200,2018,5,2
150200,2017,3,3
150200,2016,1,1
469028,2019,11,9
469028,2018,1,1
469028,2020,1,1
469028,2023,9,5
469028,2010,6,6
450800,2020,1,1
469028,2021,3,1
469028,2003,1,1
450300,2022,44,30
610800,2020,1,1
610800,2007,2,1
610800,2013,2,2
610800,2012,3,1
431200,2021,21,5
469023,2015,1,1
469028,2015,1,1
433100,2017,1,1
469023,2021,33,13
469023,2022,6,2
431200,2016,27,2
469022,2006,2,1
469028,2022,6,3
431200,2018,22,1
431200,2019,10,2
431200,2017,15,2
429021,2021,22,5
469023,2023,3,3
429021,2023,151,69
450300,2011,18,10
429021,2013,3,2
450300,2015,44,31
450300,2018,85,40
450300,2005,4,3
429021,2022,27,7
450800,2023,1,1
610500,2019,7,4
610500,2015,2,1
610500,2009,1,1
610500,2002,1,1
450300,2023,55,34
610500,2004,4,4
440800,2015,11,11
610500,2011,1,1
440800,2012,1,1
469023,2018,3,2
450300,2017,31,18
429021,2018,13,9
469030,2007,1,1
450300,2019,33,25
450300,2010,33,17
429021,2017,7,4
450300,2007,11,9
460100,2022,160,45
460100,2023,130,57
450300,2014,40,22
469002,2023,2,2
460100,2018,31,20
460100,2021,71,24
460100,2015,5,5
450900,2019,1,1
460100,2012,2,2
450300,2020,16,8
450300,2016,14,10
450300,2004,10,5
450300,2013,13,7
451300,2017,5,3
469006,2019,10,9
469006,2015,1,1
469006,2021,16,8
469006,2022,12,8
469006,2016,2,2
460100,2020,22,12
460100,2017,13,13
460100,2019,21,15
469006,2023,15,9
469006,2007,1,1
460100,2013,1,1
450300,2003,10,7
450900,2017,5,4
429021,2020,10,1
429021,2019,6,4
140800,2023,7,3
140800,2021,12,8
140800,2018,1,1
422800,2019,15,7
469006,2020,1,1
450900,2018,4,3
450300,2008,17,16
450300,2002,13,5
422800,2017,7,6
422800,2007,2,2
460100,2016,6,3
460100,2014,1,1
422800,2011,3,3
422800,2002,1,1
422800,2016,1,1
422800,2008,1,1
140800,2007,1,1
450300,2006,1,1
469006,2018,2,2
469021,2022,2,2
450300,2021,13,5
430800,2016,2,2
430800,2019,24,17
430800,2020,5,5
440900,2021,4,4
440900,2019,9,9
430800,2015,5,5
430800,2021,9,6
430800,2011,4,2
430800,2022,3,2
430800,2017,11,9
430800,2014,6,5
440800,2009,1,1
430800,2012,2,2
430800,2023,6,5
141000,2018,1,1
450300,2009,2,2
469002,2020,1,1
140800,2020,6,5
430800,2018,1,1
420500,2020,11,3
430700,2013,8,4
450400,2017,7,5
450400,2019,4,2
450400,2020,3,3
450400,2018,1,1
430700,2012,12,6
469002,2013,2,2
469002,2012,1,1
460100,2003,1,1
420500,2021,13,7
420500,2022,32,11
450900,2021,1,1
430700,2016,10,5
430700,2010,7,1
440900,2017,2,2
469005,2023,1,1
611000,2013,2,1
420500,2023,40,29
469005,2022,9,7
140800,2019,4,2
420300,2021,3,3
450400,2012,3,1
420300,2022,7,6
451100,2022,2,2
469005,2021,6,4
469005,2018,2,2
420500,2017,41,34
430700,2020,2,2
420300,2023,3,3
430700,2019,6,2
430700,2022,10,6
469005,2017,1,1
420500,2015,9,7
469005,2019,2,2
440900,2023,17,13
440900,2022,8,6
141100,2022,3,3
440900,2020,8,7
440900,2012,1,1
469005,2004,1,1
141000,2021,4,4
420500,2019,24,12
420500,2013,7,5
420500,2018,16,15
150100,2022,2,2
150100,2006,3,3
420500,2007,8,3
150600,2022,2,2
420500,2002,10,5
420500,2010,3,3
420500,2016,8,8
431100,2016,9,4
430500,2016,5,2
420500,2011,5,5
420300,2020,1,1
420500,2014,3,3
431100,2002,15,2
420500,2005,2,2
450400,2022,6,2
431300,2022,1,1
420500,2008,2,1
140900,2023,9,7
411200,2023,8,4
411200,2013,3,2
150200,2015,2,1
140800,2012,2,2
140800,2010,1,1
150100,2019,2,2
411200,2020,2,2
140800,2014,2,1
140800,2008,1,1
411200,2014,4,2
411200,2011,2,2
451100,2019,1,1
420500,2012,4,4
411200,2018,2,1
411200,2015,3,3
411200,2012,2,1
411200,2019,3,3
411200,2008,2,2
440900,2015,1,1
451100,2020,2,2
440900,2016,4,4
150200,2007,1,1
140800,2011,1,1
430500,2023,1,1
431100,2015,1,1
420600,2023,1,1
141000,2023,9,8
420500,2009,3,2
150100,2023,6,6
431100,2014,2,2
450400,2023,4,3
441700,2016,21,15
141000,2014,1,1
410300,2016,6,5
150100,2016,1,1
441700,2014,3,3
440900,2018,1,1
441700,2015,6,5
431100,2017,1,1
150100,2007,3,3
141000,2017,3,3
141100,2017,14,3
141100,2018,10,4
141100,2013,15,3
141100,2014,10,3
141100,2021,11,4
141100,2005,1,1
431100,2019,1,1
451100,2023,4,4
411300,2019,8,7
140100,2022,26,12
140100,2020,27,11
411300,2023,4,3
150100,2021,2,2
431100,2023,7,5
411300,2022,6,6
421000,2019,12,7
421000,2023,23,16
421000,2017,10,8
421000,2013,3,3
150100,2018,6,4
445300,2020,4,4
150100,2015,7,3
150100,2008,1,1
430700,2021,3,2
451100,2017,1,1
410300,2023,19,12
150100,2020,4,2
441700,2021,13,7
441700,2018,4,2
441700,2020,7,3
150100,2011,1,1
410300,2021,52,15
430700,2023,6,3
150900,2023,3,3
441200,2021,20,11
460300,2023,1,1
441200,2020,12,9
441200,2023,18,7
140100,2014,4,2
430700,2018,1,1
150100,2017,1,1
441700,2019,5,4
421000,2016,3,3
421000,2018,11,8
431100,2021,7,3
431100,2022,1,1
451100,2018,16,2
410300,2022,31,15
150100,2014,1,1
441200,2007,5,2
140700,2021,7,6
141000,2020,1,1
430900,2019,10,10
140700,2020,2,2
441200,2018,14,5
430900,2021,4,2
430900,2015,1,1
441200,2017,6,5
441200,2014,10,4
441200,2013,2,1
441200,2016,8,6
441200,2010,1,1
441200,2022,19,6
441200,2015,3,3
140900,2021,7,3
140900,2022,6,5
441700,2011,2,2
152500,2014,4,2
152500,2015,11,9
140500,2023,7,4
140500,2016,4,3
140500,2021,13,8
140500,2020,32,11
420800,2023,29,20
441700,2004,1,1
152500,2018,45,22
152500,2019,16,15
152500,2009,4,1
140400,2019,156,58
140400,2023,52,26
140400,2021,17,8
141100,2020,2,2
140700,2019,13,7
140500,2019,15,8
410300,2011,4,4
420600,2022,1,1
140400,2022,5,5
430400,2023,52,35
141100,2012,15,3
140900,2013,3,3
420800,2016,64,26
420800,2018,4,3
150900,2022,3,3
141100,2015,5,4
141100,2016,10,2
141100,2011,2,1
141100,2019,9,2
141100,2023,2,1
441800,2016,10,6
410300,2017,11,5
441800,2023,17,16
431300,2019,1,1
420800,2011,2,2
420600,2019,1,1
420800,2020,5,5
421000,2002,2,2
140700,2015,4,4
140700,2016,3,3
140700,2008,1,1
140700,2013,1,1
140700,2014,3,3
140700,2012,1,1
421000,2012,1,1
420800,2021,6,6
150900,2016,3,3
420800,2012,3,2
410300,2019,29,22
420600,2020,1,1
420600,2021,1,1
410300,2018,10,9
445300,2023,2,1
440700,2015,2,2
140100,2023,38,16
140100,2021,46,14
421000,2015,1,1
421000,2003,1,1
140100,2012,1,1
410300,2010,6,4
410300,2009,5,3
410300,2008,7,4
410300,2012,4,2
410300,2014,8,7
410300,2013,2,2
410300,2007,3,3
419001,2023,2,2
150900,2015,2,2
140600,2022,2,2
421000,2020,1,1
410300,2020,5,5
430900,2018,2,2
460300,2009,1,1
460300,2019,1,1
411300,2020,1,1
460300,2020,1,1
140400,2020,1,1
440700,2017,10,7
440700,2020,19,17
430900,2020,5,2
440700,2011,1,1
140100,2018,21,15
430900,2022,3,1
441200,2019,28,7
440600,2019,134,53
430900,2011,1,1
410300,2015,2,1
441200,2002,3,3
430300,2018,9,9
410400,2019,8,5
430300,2019,8,8
140100,2016,1,1
410300,2004,1,1
440700,2023,43,31
410400,2016,4,2
410400,2017,3,1
410400,2021,4,3
410400,2022,9,6
410400,2018,15,12
140600,2023,3,3
150900,2017,3,3
140100,2017,2,2
140100,2019,5,4
140100,2015,9,9
430400,2018,4,2
460300,2018,1,1
430300,2007,1,1
441800,2019,9,3
440700,2019,26,22
440700,2010,1,1
430400,2019,4,3
430400,2017,5,5
440700,2018,9,7
430600,2023,41,16
429005,2019,1,1
429005,2023,1,1
430400,2022,36,12
440700,2021,10,8
431000,2023,11,7
430400,2007,1,1
441800,2018,7,2
140900,2015,16,16
430300,2015,3,3
430400,2013,1,1
150900,2018,8,8
140900,2018,4,4
140700,2023,1,1
440600,2023,58,41
440600,2022,31,16
440600,2021,108,36
410400,2023,6,6
440600,2017,38,15
430400,2021,4,1
430400,2020,1,1
140600,2015,3,3
441800,2021,6,4
430100,2022,56,29
431000,2017,2,2
430600,2017,14,13
430600,2020,29,19
430600,2022,29,17
430600,2018,19,6
430600,2019,23,10
440600,2020,37,23
440700,2016,2,2
430400,2009,1,1
140500,2018,5,5
410400,2020,4,2
440700,2022,7,7
430100,2017,14,10
140500,2017,2,2
430600,2012,14,5
431000,2015,19,7
431000,2022,2,1
431000,2014,2,2
431000,2018,3,1
431000,2016,4,4
431000,2019,1,1
430100,2021,31,19
430100,2019,63,23
430100,2023,102,35
429005,2002,1,1
430100,2018,28,11
440600,2014,2,2
440200,2019,44,26
430300,2022,1,1
421000,2008,1,1
430300,2017,2,2
440200,2016,21,10
440200,2023,80,58
440200,2022,14,9
440200,2021,36,22
440200,2020,33,12
440200,2015,19,5
440200,2010,3,2
440200,2018,29,16
430100,2014,1,1
430400,2015,4,4
430100,2007,3,3
430100,2009,9,3
430100,2015,3,2
430100,2020,16,7
430100,2012,3,3
430100,2005,1,1
430100,2013,3,3
410100,2002,1,1
410100,2016,4,4
410100,2003,1,1
410100,2017,3,2
410100,2023,30,28
410100,2015,3,3
410100,2019,43,29
410100,2010,1,1
410100,2009,3,2
410100,2011,9,8
430600,2008,7,2
410100,2021,38,26
430100,2010,3,3
440200,2002,7,3
440600,2015,2,1
440600,2016,9,3
430600,2014,1,1
430600,2015,3,2
430600,2021,24,12
430600,2009,11,3
430600,2006,1,1
430600,2010,21,4
430600,2003,1,1
430600,2004,3,1
420800,2013,7,6
440200,2013,22,22
429004,2023,6,5
440600,2018,22,10
430100,2011,1,1
430200,2023,6,6
440200,2017,20,10
440200,2014,7,5
440200,2009,14,4
440200,2008,5,2
410100,2018,4,4
430400,2014,1,1
140600,2020,1,1
440600,2011,1,1
150900,2010,1,1
441800,2020,2,1
440400,2021,62,48
440400,2020,49,36
440400,2023,199,86
140900,2020,5,5
150900,2020,2,2
140200,2023,18,12
140200,2014,2,1
140200,2007,3,2
140200,2017,2,2
140200,2016,9,8
140200,2020,4,3
140200,2018,7,7
140200,2021,4,4
140200,2002,1,1
140200,2019,1,1
140200,2015,13,13
140200,2022,2,2
430200,2016,1,1
440400,2022,50,28
420800,2014,1,1
429006,2023,2,2
429006,2015,7,3
440100,2020,465,181
430200,2022,1,1
440100,2019,508,170
442000,2022,42,18
140600,2016,1,1
440100,2023,699,246
440400,2018,56,24
440100,2016,135,53
440100,2022,377,137
440100,2018,383,114
440100,2021,415,135
440100,2017,129,65
440400,2019,69,31
140600,2007,1,1
429006,2021,1,1
441800,2017,1,1
440100,2002,4,3
440100,2007,6,5
440100,2015,56,24
440100,2004,1,1
440100,2014,97,41
440100,2006,9,5
440100,2010,14,11
140700,2018,4,4
442000,2023,74,34
440100,2012,15,9
440100,2013,73,21
440100,2009,6,5
442000,2021,25,17
440100,2008,6,3
140600,2021,1,1
442000,2020,43,17
150900,2021,1,1
442000,2018,38,11
440100,2003,1,1
429004,2017,1,1
440400,2002,5,5
410100,2022,98,71
440100,2011,1,1
140200,2012,1,1
442000,2017,6,5
442000,2015,2,2
421300,2023,1,1
410800,2018,1,1
442000,2019,34,13
429006,2016,1,1
410800,2014,1,1
411000,2023,9,9
429004,2008,2,1
140300,2015,1,1
420800,2022,1,1
411700,2018,1,1
429004,2020,4,3
429004,2021,8,3
140500,2022,1,1
411000,2017,1,1
411000,2019,1,1
430200,2014,3,3
420900,2019,15,14
430200,2015,18,6
440400,2003,6,6
440400,2017,13,12
429004,2002,1,1
410100,2020,34,18
440400,2010,12,7
140300,2023,1,1
140300,2021,2,2
429004,2022,2,2
440400,2016,7,6
410100,2006,1,1
440400,2015,1,1
410100,2012,4,3
440400,2014,4,3
410100,2013,3,2
410100,2014,5,2
441900,2020,31,20
441900,2018,29,20
440400,2007,1,1
440400,2006,1,1
440400,2009,10,1
440400,2013,3,2
440400,2008,5,1
440400,2012,2,1
150900,2012,1,1
140900,2019,3,3
441900,2023,66,44
140900,2016,2,1
140900,2009,1,1
441900,2022,11,8
410100,2004,1,1
410100,2007,1,1
140300,2018,2,2
430200,2017,1,1
420900,2018,3,3
420900,2023,8,7
441900,2019,73,32
410500,2020,3,3
421200,2020,3,2
410500,2023,5,4
421200,2023,8,8
410700,2017,2,2
410700,2016,3,2
130100,2017,6,5
130100,2014,4,4
441900,2017,16,9
130100,2023,359,62
440300,2014,48,26
440300,2015,55,25
421000,2022,2,2
440300,2023,890,269
441900,2015,7,4
441900,2021,15,8
441900,2014,7,5
420900,2016,1,1
420900,2011,2,2
441900,2016,5,3
130100,2020,10,9
130100,2022,128,24
440300,2022,318,142
440300,2017,130,65
440300,2019,324,123
441900,2005,1,1
441900,2006,1,1
441900,2007,1,1
440300,2016,85,36
440300,2012,8,7
430100,2002,11,2
440300,2018,181,78
440300,2006,6,5
421200,2019,5,4
440300,2009,30,13
420100,2016,48,21
441300,2010,3,3
420100,2022,430,157
420100,2021,380,156
360300,2023,5,5
420100,2023,403,162
420100,2020,88,40
420100,2018,86,41
420100,2013,20,13
420100,2019,83,57
420100,2011,9,4
420100,2012,12,10
411000,2016,1,1
440300,2021,320,127
440300,2020,194,99
411000,2010,1,1
420100,2017,64,32
441300,2020,30,19
440300,2005,10,5
421200,2003,1,1
441300,2016,4,1
441300,2017,7,6
421200,2007,3,1
410700,2023,3,3
441300,2011,2,2
441900,2012,3,1
441900,2010,1,1
441300,2023,52,31
440300,2010,9,7
410700,2018,3,3
130400,2018,6,2
411500,2019,168,51
421300,2021,1,1
411700,2019,5,3
421200,2018,2,2
420900,2022,3,3
411100,2019,1,1
421300,2018,4,2
411500,2012,34,15
411500,2021,90,32
130100,2021,74,22
440300,2011,5,4
440300,2013,8,4
360800,2015,6,3
420100,2002,8,5
441300,2018,13,10
130700,2019,96,32
441300,2019,17,12
440300,2002,2,2
440300,2007,8,6
130700,2017,23,15
441900,2011,3,1
130100,2015,3,3
360300,2015,5,3
360800,2017,5,4
411100,2023,1,1
411500,2023,146,25
411500,2018,212,86
360700,2015,5,2
360700,2014,4,2
411500,2020,12,6
360800,2018,1,1
411500,2022,13,8
150900,2019,1,1
810000,2019,3,1
420900,2021,3,3
441300,2022,18,12
411100,2022,1,1
411500,2017,93,15
441300,2021,15,14
810000,2023,1,1
360800,2014,8,4
440200,2003,2,2
410500,2014,4,4
410500,2016,1,1
420900,2005,1,1
810000,2013,1,1
152500,2023,30,22
360800,2023,18,9
152500,2020,64,60
420100,2014,10,8
360800,2022,13,6
420100,2015,21,8
410200,2012,1,1
410700,2015,1,1
411500,2014,29,8
411500,2015,15,7
411500,2016,75,13
420100,2006,8,4
411500,2013,6,2
410200,2019,1,1
130100,2019,4,4
411500,2008,4,1
411500,2011,12,3
411500,2010,8,2
411500,2005,1,1
411700,2022,1,1
411500,2009,2,1
410700,2020,16,4
410200,2021,2,2
411700,2021,1,1
360900,2015,10,7
360900,2022,1,1
420100,2008,2,2
410600,2015,2,1
420100,2003,1,1
410200,2017,3,3
130400,2022,1,1
420100,2010,5,4
410500,2021,8,5
410500,2022,4,3
130400,2023,5,4
410500,2015,3,2
360700,2022,3,3
152500,2021,10,8
441300,2014,2,2
360700,2019,3,2
130400,2020,2,2
360700,2020,4,4
360700,2009,13,2
360700,2016,3,2
360700,2017,7,2
360700,2023,86,53
360700,2018,10,9
360700,2011,1,1
360700,2003,1,1
360700,2013,4,2
360700,2010,4,3
360700,2021,2,2
130400,2016,2,2
410700,2019,4,2
410700,2011,1,1
130400,2017,2,1
130700,2022,38,11
441600,2013,1,1
410700,2021,2,2
130700,2023,208,67
130400,2019,1,1
421100,2019,12,11
360400,2013,14,12
360700,2007,3,1
130500,2021,1,1
421100,2022,8,8
420700,2019,4,4
420700,2023,3,3
421100,2023,11,10
360500,2023,3,2
420700,2021,2,2
421100,2018,11,10
360500,2022,12,9
441600,2015,2,2
441300,2015,3,2
421100,2021,14,12
360400,2018,107,58
421100,2011,3,1
130600,2023,3,3
130600,2021,2,2
360400,2009,4,2
420700,2008,1,1
441600,2023,2,2
441600,2016,1,1
441600,2019,1,1
441600,2018,1,1
130600,2019,9,6
130700,2012,3,3
130700,2018,51,21
420200,2021,2,2
410200,2020,1,1
152500,2016,39,10
410700,2022,2,1
130700,2021,35,11
371700,2020,8,3
371700,2021,2,2
411600,2018,4,2
411600,2019,1,1
411600,2016,1,1
152500,2022,7,7
152500,2017,3,3
420200,2019,8,8
360900,2018,2,2
360500,2019,3,3
360500,2015,1,1
421100,2016,7,5
360900,2014,3,2
130700,2016,8,5
360400,2023,235,105
420200,2023,4,4
441500,2021,20,17
420200,2020,1,1
130700,2020,99,19
441500,2023,23,19
410900,2018,1,1
371700,2016,1,1
360900,2021,4,3
411600,2012,1,1
371700,2023,3,3
360400,2021,36,23
441600,2020,2,1
411400,2023,1,1
360900,2023,1,1
130600,2020,8,7
441500,2012,1,1
130700,2013,7,4
130600,2018,8,5
421100,2010,2,2
371500,2018,1,1
441500,2016,2,2
441500,2020,14,8
360400,2019,244,84
110000,2018,2684,470
110000,2019,2786,597
110000,2022,5005,745
130600,2022,1,1
110000,2023,5876,844
110000,2021,4292,632
110000,2020,3453,555
110000,2005,48,31
110000,2002,87,47
110000,2014,526,141
110000,2017,1397,330
110000,2015,591,150
110000,2008,98,53
110000,2003,21,14
110000,2012,354,123
110000,2009,187,74
110000,2013,364,117
110000,2006,54,30
441500,2019,10,5
341500,2023,42,24
130600,2013,1,1
341500,2020,13,9
110000,2016,776,185
110000,2010,237,80
371700,2018,1,1
131100,2017,34,16
441500,2018,1,1
441500,2006,1,1
441500,2013,1,1
130600,2016,2,2
441500,2022,1,1
131100,2019,5,4
131100,2020,5,4
131100,2018,18,7
110000,2007,107,50
131100,2016,8,5
131100,2015,4,4
341500,2019,6,6
441400,2023,5,5
131100,2013,9,4
131100,2023,6,4
360400,2015,23,21
131100,2014,5,2
131100,2012,1,1
411400,2017,1,1
152500,2013,1,1
360100,2022,103,40
360100,2018,99,79
360400,2022,66,33
360100,2021,59,35
360100,2012,8,6
360400,2020,35,15
421100,2013,2,1
441400,2018,4,4
360400,2016,25,18
360400,2017,36,13
360100,2023,100,57
341500,2013,2,2
341500,2015,1,1
341500,2014,1,1
360400,2011,5,5
360100,2020,48,27
441500,2017,1,1
360100,2019,154,75
445200,2021,19,15
360100,2015,32,21
360100,2016,26,20
130700,2008,1,1
130700,2011,1,1
130700,2014,1,1
130700,2015,3,1
130700,2006,1,1
130700,2007,1,1
110000,2011,205,93
360100,2014,4,3
441400,2015,2,2
360100,2017,26,21
360100,2009,4,3
445200,2020,20,7
445200,2017,3,2
360100,2008,9,3
445200,2018,6,3
445200,2019,15,10
445200,2016,1,1
360100,2002,1,1
360100,2013,5,4
445200,2023,9,5
445200,2014,2,2
152500,2012,4,4
360400,2008,5,2
360400,2014,12,3
421100,2020,1,1
130700,2009,1,1
360100,2010,3,3
360400,2012,8,6
361000,2023,60,25
360400,2002,2,2
360400,2010,5,4
110000,2004,73,40
130600,2017,2,1
441400,2017,1,1
130800,2010,6,4
360400,2006,5,1
360400,2007,1,1
441400,2021,1,1
340800,2022,13,9
152500,2003,5,3
340800,2023,43,35
130800,2018,79,17
360100,2004,2,2
441400,2019,1,1
445200,2015,1,1
340800,2017,4,2
130800,2023,56,25
445200,2022,3,3
341500,2017,1,1
341500,2022,21,15
341500,2021,10,7
130800,2017,48,9
130800,2022,5,5
340800,2019,2,2
341200,2022,4,3
350800,2019,7,5
370900,2014,2,2
371400,2015,1,1
370100,2023,60,22
350800,2020,4,3
131000,2019,2,2
440500,2021,10,8
131000,2021,5,3
440500,2023,110,49
361100,2018,231,84
361100,2019,208,71
361000,2019,7,7
340800,2020,10,7
361100,2023,281,90
361000,2021,72,47
361000,2020,7,2
361000,2017,4,3
361000,2014,3,3
370800,2019,8,8
361000,2015,2,2
361100,2022,82,26
361000,2018,2,2
361000,2022,2,2
361100,2012,31,11
361100,2017,130,60
361100,2020,45,27
131000,2007,1,1
441400,2022,1,1
361100,2010,17,10
361100,2016,68,28
361100,2014,42,11
361100,2013,30,9
361100,2015,44,20
361100,2021,85,28
361100,2009,13,4
361100,2011,6,3
361100,2006,4,4
361100,2004,4,3
361100,2005,6,3
361100,2003,1,1
130800,2021,63,12
371400,2023,1,1
340800,2014,2,1
445100,2023,9,9
445200,2012,1,1
445100,2022,20,12
131000,2015,1,1
341600,2023,1,1
340800,2021,8,6
320300,2020,55,32
445100,2019,9,6
150400,2020,9,9
320300,2023,9,9
370800,2018,9,3
370800,2014,2,2
370800,2021,6,5
370800,2015,1,1
370800,2020,4,4
340400,2022,6,6
340400,2021,2,2
370800,2013,1,1
340800,2018,5,5
440500,2014,12,4
341300,2019,1,1
150400,2013,3,3
150400,2008,1,1
150400,2015,6,4
150400,2009,2,1
150400,2011,1,1
150400,2012,2,2
440500,2022,79,14
350800,2015,2,2
445100,2021,2,2
445100,2018,7,7
440500,2015,11,6
150400,2023,12,9
361000,2016,1,1
350400,2022,26,11
150400,2017,4,3
150400,2019,21,20
440500,2018,4,3
131000,2023,14,7
440500,2016,4,3
131000,2018,5,4
445100,2015,4,3
445100,2014,1,1
360600,2023,7,6
440500,2013,4,2
440500,2019,3,1
445100,2013,2,2
150400,2016,16,4
131000,2012,1,1
340600,2022,8,7
130900,2017,2,2
440500,2020,3,2
131000,2022,13,7
340600,2023,2,2
341300,2014,1,1
340600,2021,4,3
130900,2011,2,1
130900,2012,2,2
370100,2017,15,11
150700,2015,50,20
150700,2014,20,5
150700,2017,131,104
150700,2019,102,52
150700,2016,43,11
370800,2016,3,2
120000,2018,121,47
150400,2021,5,4
370800,2023,2,2
