unit_id,share,n_species,province,unit_nm,prov_cn,area_km2,cum_cl,frac_pa,rank_in_prov,n_unit_prov
341000,0.142177796098611,250,Anhui,黄山市,安徽省,9678.21504963372,370,0.0083459604159754,1,16
340100,0.142000983206101,250,Anhui,合肥市,安徽省,11424.8699078157,810,0,2,16
341800,0.109843194048281,250,Anhui,宣城市,安徽省,12312.9973041164,115,0.641886485513623,3,16
340800,0.109020391331957,250,Anhui,安庆市,安徽省,13507.8819587747,87,0.0093789038364533,4,16
341500,0.098005175753742,250,Anhui,六安市,安徽省,15452.9922234627,97,0.0185211016240609,5,16
341700,0.0859674035163174,250,Anhui,池州市,安徽省,8367.73957609658,81,0.0613997889371475,6,16
341100,0.0506278553470866,250,Anhui,滁州市,安徽省,13517.5183021295,28,0,7,16
340200,0.0461643819500795,250,Anhui,芜湖市,安徽省,6002.04692904943,27,0.208031065497431,8,16
340700,0.0319504842077386,250,Anhui,铜陵市,安徽省,2999.55565066103,23,0,9,16
340400,0.0314831437107379,250,Anhui,淮南市,安徽省,5531.05773304895,18,0,10,16
341200,0.0314243162976332,250,Anhui,阜阳市,安徽省,10118.2488337443,4,0,11,16
341300,0.027849165816658,250,Anhui,宿州市,安徽省,9940.7560030007,6,0,12,16
340500,0.0273360064450299,250,Anhui,马鞍山市,安徽省,4065.07582665571,14,0,13,16
340300,0.0263871846451799,250,Anhui,蚌埠市,安徽省,5953.14864760344,9,0,14,16
341600,0.0204796150477818,250,Anhui,亳州市,安徽省,8523.63889298652,1,0,15,16
340600,0.0192829025770655,250,Anhui,淮北市,安徽省,2742.30286100156,14,0,16,16
110000,1,148,Beijing,北京市,北京市,16404.5090447496,29221,0.0170286380775761,1,1
5e+05,1,278,Chongqing,重庆市,重庆市,82370.371444999,937,0.0301614003710721,1,1
350400,0.220869910468873,274,Fujian,三明市,福建省,22963.8671747943,964,0.0288952662988255,1,9
350700,0.180128863713805,274,Fujian,南平市,福建省,26288.1494478954,252,0.0218115448792911,2,9
350100,0.145923888566801,274,Fujian,福州市,福建省,11696.6465475745,790,0.0165627611369743,3,9
350800,0.0950189952715973,274,Fujian,龙岩市,福建省,19025.9422330044,46,0.0267369468637193,4,9
350500,0.0929751839757686,274,Fujian,泉州市,福建省,11193.676293579,151,0.0130068135268514,5,9
350600,0.0927325058119555,274,Fujian,漳州市,福建省,12620.588087617,75,0.0321094405194651,6,9
350900,0.0762851053394743,274,Fujian,宁德市,福建省,13048.9275353208,82,0.00284239170015054,7,9
350200,0.0618705679242062,274,Fujian,厦门市,福建省,1579.89599192421,924,0.00169370779973429,8,9
350300,0.0341949789275187,274,Fujian,莆田市,福建省,3910.03060159389,30,5.09425205387728e-05,9,9
621200,0.210725487086922,242,Gansu,陇南市,甘肃省,27845.2763013406,48,0.114489696789606,1,14
623000,0.161061178595344,242,Gansu,甘南藏族自治州,甘肃省,36695.6129603865,536,0.260356084373571,2,14
620900,0.130415043217834,242,Gansu,酒泉市,甘肃省,167655.493643141,87,0.187852867398212,3,14
620500,0.0896370907932477,242,Gansu,天水市,甘肃省,14276.7859822009,28,0.00228560124369327,4,14
620100,0.0879814126112408,242,Gansu,兰州市,甘肃省,12960.7945161158,374,0.0442357235182246,5,14
621000,0.0516219321103059,242,Gansu,庆阳市,甘肃省,27123.7651622184,3,3.1536930386899e-05,6,14
620700,0.050166092047629,242,Gansu,张掖市,甘肃省,38581.889051732,66,0.334313172563992,7,14
621100,0.0477356220504563,242,Gansu,定西市,甘肃省,19611.7212711974,12,0.00393766267562054,8,14
620600,0.0423823028357699,242,Gansu,武威市,甘肃省,32583.7786389418,7,0.642809573020558,9,14
620800,0.0406323615365217,242,Gansu,平凉市,甘肃省,11119.9777136282,6,0.0165070964483069,10,14
622900,0.0397720172001141,242,Gansu,临夏回族自治州,甘肃省,8088.31903500129,36,0.10656925364564,11,14
620400,0.0287419125302264,242,Gansu,白银市,甘肃省,20095.0302242294,1,0.0701982875095173,12,14
620300,0.0116146679673187,242,Gansu,金昌市,甘肃省,7565.59105856719,1,0.0850111192643685,13,14
620200,0.0075128794170694,242,Gansu,嘉峪关市,甘肃省,1229.52553212271,15,0,14,14
440100,0.102678016121192,244,Guangdong,广州市,广东省,7215.26623999068,3400,0.000350411484533389,1,21
440400,0.0985814513251752,244,Guangdong,珠海市,广东省,1579.47204728711,555,0.00861248946780434,2,21
440800,0.0818156509796827,244,Guangdong,湛江市,广东省,12337.8117054154,275,0.00588523014659888,3,21
440500,0.0728622499438539,244,Guangdong,汕头市,广东省,2176.70539847443,240,0.000389239727407001,4,21
440200,0.0701120705720401,244,Guangdong,韶关市,广东省,18411.5623365652,356,0.0351174361486558,5,21
441200,0.0623613910714913,244,Guangdong,肇庆市,广东省,14898.6735992642,149,0.000525867487273782,6,21
441300,0.0530394095890286,244,Guangdong,惠州市,广东省,11319.170867289,166,0.0142706522765392,7,21
441800,0.0486748747365951,244,Guangdong,清远市,广东省,19041.6071848798,52,0.0328772271177919,8,21
440700,0.0483275240210243,244,Guangdong,江门市,广东省,9365.96672096915,130,0.000745725012370873,9,21
440900,0.0451251669896123,244,Guangdong,茂名市,广东省,11341.6076984112,55,0.01122998059317,10,21
440300,0.0439389755004315,244,Guangdong,深圳市,广东省,1942.72693866344,2631,0.0136665885974653,11,21
441700,0.0418797391860381,244,Guangdong,阳江市,广东省,7815.3660995837,62,0.000188940142208175,12,21
440600,0.0395145807296118,244,Guangdong,佛山市,广东省,3795.631952015,442,0.00168623275356778,13,21
441900,0.028725133984926,244,Guangdong,东莞市,广东省,2449.56910568869,270,0.00318157717863716,14,21
441400,0.0273861866335447,244,Guangdong,梅州市,广东省,15864.5010283755,15,0.00231474951569557,15,21
441600,0.0257818306604967,244,Guangdong,河源市,广东省,15655.0192332657,10,0.00868238632196344,16,21
442000,0.024509736036215,244,Guangdong,中山市,广东省,1744.11694664876,264,0,17,21
445200,0.0244392227217378,244,Guangdong,揭阳市,广东省,5257.95183516492,80,0,18,21
441500,0.0237724300176701,244,Guangdong,汕尾市,广东省,4816.5493455886,75,0,19,21
445300,0.0198363634824853,244,Guangdong,云浮市,广东省,7783.19655354572,6,0,20,21
445100,0.0166379956971479,244,Guangdong,潮州市,广东省,3113.20296689077,55,0.000553185236293707,21,21
