spec,label,window,n,events,AIC,logLik,sd_change_raw,sd_var_raw,cor_change_var,re_terms,dAIC
S4M_exposure_moderates,S4M warming x heat-exposure moderation,15,175901,649,8306.80936371881,-4143.4046818594,,,-0.150725286592554,species=0.392; province=0.330; prov_year=0.791,-6.34424727307487
S0_tavg_annual,"S0 relative warming, annual mean (main)",15,175901,649,8313.15361099188,-4148.57680549594,0.179344940725948,0.35561002852531,-0.00581566949011493,species=0.405; province=0.326; prov_year=0.804,0
S1_tmax_warm,"S1 relative warming, warmest-season max",15,175901,649,8319.97098685192,-4151.98549342596,0.295990421198085,0.774841157399654,-0.0110823622179451,species=0.393; province=0.318; prov_year=0.837,6.81737586004238
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),15,175901,649,8335.20195145048,-4159.60097572524,5.53612934297491,0.668713085393269,0.0586553945677088,species=0.401; province=0.380; prov_year=0.827,22.0483404585939
S3_niche_track,S3 niche tracking (change in -|gap|),15,175901,649,8336.64607346334,-4160.32303673167,0.17503549890727,0.352853595422507,0.00566221632122978,species=0.398; province=0.394; prov_year=0.825,23.4924624714568
S2_niche_prox,S2 niche proximity level (-|gap|),15,175901,649,8338.42633011905,-4161.21316505952,5.50463088587018,0.352853595422507,0.0198238718170238,species=0.438; province=0.380; prov_year=0.829,25.2727191271661
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,15,175901,649,8339.50085288566,-4160.75042644283,5.50463088587018,0.352853595422507,0.0198238718170238,species=0.443; province=0.379; prov_year=0.829,26.3472418937799
