response,term,OR,lo,hi,P,n,raw_in,raw_out,equivalent
redetected,in_pa_i,1.00524468282356,0.615558678880124,1.6416255785451,0.983321871702166,485,0.430769230769231,0.447887323943662,FALSE
persist3,in_pa_i,1.10256668253892,0.610458340603738,1.99137796731977,0.746153558342432,485,0.223076923076923,0.256338028169014,FALSE
