model,term,beta,se,P,lo,hi
M1 仅增温,w_z,-0.0220705998908788,0.043457944218257,0.611580309884444,-0.107248170558663,0.0631069707769049
M2 +海拔,w_z,0.192919737502678,0.0409089862776916,2.49402440412464e-06,0.112738124398402,0.273101350606953
M2 +海拔,elev_z,0.965788955483223,0.0390808989911671,3.89906050765562e-125,0.889190393460536,1.04238751750591
M3 +气候与经度,w_z,0.0618300096810842,0.0484125110371014,0.201627843447253,-0.0330585119516345,0.156718531313803
M3 +气候与经度,elev_z,0.7755926002985,0.108678516629465,1.14146525029242e-12,0.56258270770475,0.988602492892251
M3 +气候与经度,bio1_z,-0.225132427079552,0.103241733605757,0.0292718794983461,-0.427486224946836,-0.0227786292122686
M3 +气候与经度,bio12_z,-0.59857378038674,0.104055635218225,9.4929894175644e-09,-0.802522825414462,-0.394624735359019
M3 +气候与经度,lon_z,0.20448720320188,0.0894741121850881,0.0223424250497016,0.0291179433191076,0.379856463084653
M4 省内去均值,w_z,0.0852492200235029,0.154495652401344,0.581124496579994,-0.217562258683131,0.388060698730137
