province,n_event,ev_in,n_cl,cl_in,n_loc,loc_in,ev_pct,cl_pct,loc_pct,ratio_cl
Hunan,48,25,1206,338,604,154,52.0833333333333,28.0265339966833,25.4966887417219,1.85835798816568
Tibet,48,30,2784,1061,1315,393,62.5,38.1106321839081,29.8859315589354,1.63996229971725
Shaanxi,42,7,1937,277,972,148,16.6666666666667,14.3004646360351,15.2263374485597,1.16546329723225
Gansu,36,12,1223,289,628,113,33.3333333333333,23.630417007359,17.9936305732484,1.41061130334487
Jiangsu,31,5,7342,280,2723,113,16.1290322580645,3.81367474802506,4.14983474109438,4.22926267281106
Anhui,29,0,1699,70,837,51,0,4.12007062978222,6.09318996415771,0
Henan,29,15,1585,788,740,202,51.7241379310345,49.7160883280757,27.2972972972973,1.04039033782601
Inner Mongolia,28,7,1671,229,958,147,25,13.704368641532,15.3444676409186,1.82423580786026
Zhejiang,25,3,16545,509,4661,103,12,3.07645814445452,2.20982621754988,3.90058939096267
Guizhou,24,7,1256,245,642,78,29.1666666666667,19.5063694267516,12.1495327102804,1.4952380952381
Qinghai,24,10,5630,630,2569,297,41.6666666666667,11.190053285968,11.5609186453873,3.72354497354497
Hubei,23,6,2646,152,1360,61,26.0869565217391,5.74452003023432,4.48529411764706,4.54118993135012
Jiangxi,21,4,3439,861,1612,344,19.0476190476191,25.0363477755161,21.3399503722084,0.760798628394447
Guangxi,20,2,3678,201,1352,94,10,5.46492659053834,6.95266272189349,1.82985074626866
Shanghai,20,0,9044,0,2247,0,0,0,0,0
Yunnan,20,3,12929,3452,4757,1364,15,26.6996674143399,28.673533739752,0.561804750869061
Ningxia,19,8,320,129,205,61,42.1052631578947,40.3125,29.7560975609756,1.04447164422685
Shandong,19,7,1980,343,908,157,36.8421052631579,17.3232323232323,17.2907488986784,2.12674543501611
Liaoning,17,6,3753,246,1047,68,35.2941176470588,6.55475619504397,6.49474689589303,5.3845050215208
Heilongjiang,16,1,470,42,273,24,6.25,8.93617021276596,8.79120879120879,0.699404761904762
Sichuan,15,3,13000,3604,5135,1017,20,27.7230769230769,19.8052580331061,0.72142064372919
Xinjiang,15,2,3746,242,2065,147,13.3333333333333,6.46022423918847,7.11864406779661,2.06391184573003
Hainan,14,0,2014,808,790,135,0,40.1191658391261,17.0886075949367,0
Beijing,13,0,29160,893,5364,138,0,3.06241426611797,2.57270693512304,0
Jilin,13,3,608,196,336,94,23.0769230769231,32.2368421052632,27.9761904761905,0.71585557299843
Chongqing,11,0,884,64,551,44,0,7.23981900452489,7.98548094373866,0
Tianjin,11,1,2115,21,541,16,9.09090909090909,0.99290780141844,2.95748613678373,9.15584415584416
Guangdong,7,0,8414,236,3849,115,0,2.80484906108866,2.98778903611328,0
Shanxi,7,2,849,29,476,17,28.5714285714286,3.41578327444052,3.57142857142857,8.36453201970443
Fujian,6,2,2903,146,1331,69,33.3333333333333,5.0292800551154,5.18407212622089,6.62785388127854
Hebei,6,1,6879,323,1277,78,16.6666666666667,4.69544992004652,6.10806577916993,3.54953560371517
