spec,label,term,estimate,se,z,p,HR,HR_lo,HR_hi,note
S0_tavg_annual,"S0 relative warming, annual mean (main)",(Intercept),-6.01595377893285,0.0956499537568442,-62.8955220848957,0,0.00243952049133848,0.00202248628898376,0.00294254663681834,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_change_z,0.333921159190944,0.0589664772978981,5.66289821764284,1.48837451312238e-08,1.39643304332344,1.2440184976339,1.56752110052581,
S0_tavg_annual,"S0 relative warming, annual mean (main)",effort_z,0.336384912716471,0.0607460433688553,5.5375608691732,3.06713113126806e-08,1.39987775187103,1.24274503114854,1.57687833873082,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_var_z,1.69326776400017e-06,0.0468965940938421,3.61064123465315e-05,0.999971191251049,1.0000016932692,0.912182106048332,1.09627603952174,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_change_z:effort_z,-0.194404873852551,0.0541550202912439,-3.58978489541779,0.000330950948500261,0.823324494218752,0.740411835136414,0.915521863120507,
S1_tmax_warm,"S1 relative warming, warmest-season max",(Intercept),-6.01974468432934,0.095331731834665,-63.1452357832905,0,0.0024302900069438,0.002016090822942,0.00292958504182469,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_change_z,0.25853512902677,0.0576055525162631,4.48802446524198,7.18866750992572e-06,1.29503164225504,1.15676607580182,1.44982377122297,
S1_tmax_warm,"S1 relative warming, warmest-season max",effort_z,0.327434873069113,0.0616099881199134,5.31463944501689,1.0686871789173e-07,1.38740469094614,1.22958817513117,1.56547681198545,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_var_z,-0.0979736059771449,0.0472015633865206,-2.07564324034918,0.0379269591033018,0.906672834181617,0.826555122368061,0.994556329029522,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_change_z:effort_z,-0.0243219850073661,0.0542567398499366,-0.448275828489436,0.653954143012465,0.975971410998921,0.87751152035971,1.08547884898054,
S2_niche_prox,S2 niche proximity level (-|gap|),(Intercept),-6.00781567590784,0.102730398507153,-58.4813819785729,0,0.00245945456317656,0.00201091133939732,0.00300804746078109,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_change_z,-0.058639242705552,0.0430905985150889,-1.36083611567889,0.173565485845992,0.943046918852652,0.866670157473171,1.02615451044305,
S2_niche_prox,S2 niche proximity level (-|gap|),effort_z,0.324728894310003,0.060972705171452,5.32580756252954,1.00505494285986e-07,1.38365547825485,1.22779808728885,1.55929749551259,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_var_z,0.00744998314171693,0.0432523828254451,0.172244455797569,0.863245349442866,1.0074778033098,0.925589277825173,1.09661115192139,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_change_z:effort_z,-0.08840502348655,0.0424837597133447,-2.08091336743864,0.0374418363826301,0.915390047162599,0.842254383224236,0.994876316626136,
S3_niche_track,S3 niche tracking (change in -|gap|),(Intercept),-6.00444700975601,0.104016894740282,-57.7256898963232,0,0.00246775361503496,0.00201261557158282,0.00302581774209805,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_change_z,0.0552435682706079,0.0431041141614722,1.28163098454268,0.199972125615199,1.05679798578828,0.971182871282172,1.14996054377661,
S3_niche_track,S3 niche tracking (change in -|gap|),effort_z,0.329476790476366,0.0609346213931372,5.40705403502308,6.40698187549886e-08,1.39024055104621,1.23373349349807,1.56660153911619,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_var_z,0.00854573663951932,0.0432986712992488,0.197367179709914,0.843540211236619,1.00858235568479,0.926519988665329,1.0979130300945,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_change_z:effort_z,0.084841647875523,0.0451135184566967,1.88062582520493,0.0600228361610155,1.08854467968722,0.99642555529196,1.18918017847119,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),(Intercept),-6.0059892751449,0.102256335142675,-58.7346423746257,0,0.0024639506174158,0.00201646017779767,0.0030107476021145,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_change_z,-0.195574253616753,0.0612487483497762,-3.19311429026888,0.00140747227981216,0.822362277923621,0.729335232320013,0.927254966142914,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),effort_z,0.336510707260536,0.0626432455800505,5.37185939433033,7.79288648463756e-08,1.40005385993106,1.23828820485827,1.58295201635407,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_var_z,-0.0199790569435861,0.0571020331672792,-0.34988346010479,0.726426160373725,0.980219201877832,0.876429473222313,1.09630005960136,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_change_z:effort_z,0.0203543636520788,0.0529866423371745,0.384141412897162,0.700873638728266,1.02056292636221,0.91989158770957,1.13225156157622,
