level,province,model,n_event,rank_pct,top1,top3,top10pct
prefecture,Jiangsu,条件 logit (M3),29,0.249336870026525,0.241379310344828,0.655172413793103,0.517241379310345
prefecture,Jiangsu,随机森林(默认),29,0.379310344827586,0.206896551724138,0.448275862068966,0.344827586206897
prefecture,Jiangsu,随机森林(类平衡),29,0.392572944297082,0.137931034482759,0.551724137931035,0.379310344827586
prefecture,Tibet,条件 logit (M3),48,0.3125,0.645833333333333,0.770833333333333,0.645833333333333
prefecture,Tibet,随机森林(默认),48,0.413690476190476,0.333333333333333,0.645833333333333,0.333333333333333
prefecture,Tibet,随机森林(类平衡),48,0.419642857142857,0.25,0.708333333333333,0.25
prefecture,Xinjiang,条件 logit (M3),15,0.230555555555556,0.266666666666667,0.4,0.4
prefecture,Xinjiang,随机森林(默认),15,0.377777777777778,0.0666666666666667,0.333333333333333,0.333333333333333
prefecture,Xinjiang,随机森林(类平衡),15,0.277777777777778,0.133333333333333,0.466666666666667,0.466666666666667
prefecture,Inner Mongolia,条件 logit (M3),28,0.327380952380952,0.5,0.571428571428571,0.535714285714286
prefecture,Inner Mongolia,随机森林(默认),28,0.318452380952381,0.357142857142857,0.571428571428571,0.464285714285714
prefecture,Inner Mongolia,随机森林(类平衡),28,0.285714285714286,0.464285714285714,0.678571428571429,0.535714285714286
prefecture,Gansu,条件 logit (M3),35,0.220408163265306,0.285714285714286,0.714285714285714,0.542857142857143
prefecture,Gansu,随机森林(默认),35,0.389795918367347,0.171428571428571,0.314285714285714,0.257142857142857
prefecture,Gansu,随机森林(类平衡),35,0.371428571428571,0.171428571428571,0.428571428571429,0.342857142857143
prefecture,Liaoning,条件 logit (M3),15,0.290476190476191,0.333333333333333,0.666666666666667,0.6
prefecture,Liaoning,随机森林(默认),15,0.442857142857143,0.2,0.2,0.2
prefecture,Liaoning,随机森林(类平衡),15,0.404761904761905,0.2,0.333333333333333,0.2
prefecture,Anhui,条件 logit (M3),28,0.283482142857143,0.142857142857143,0.464285714285714,0.285714285714286
prefecture,Anhui,随机森林(默认),28,0.395089285714286,0,0.214285714285714,0.0357142857142857
prefecture,Anhui,随机森林(类平衡),28,0.34375,0.0714285714285714,0.428571428571429,0.214285714285714
prefecture,Henan,条件 logit (M3),27,0.201646090534979,0.185185185185185,0.777777777777778,0.481481481481482
prefecture,Henan,随机森林(默认),27,0.238683127572016,0.296296296296296,0.518518518518519,0.444444444444444
prefecture,Henan,随机森林(类平衡),27,0.203703703703704,0.222222222222222,0.666666666666667,0.481481481481482
prefecture,Shandong,条件 logit (M3),17,0.518382352941177,0.117647058823529,0.176470588235294,0.117647058823529
prefecture,Shandong,随机森林(默认),17,0.522058823529412,0.0588235294117647,0.176470588235294,0.0588235294117647
prefecture,Shandong,随机森林(类平衡),17,0.518382352941177,0.0588235294117647,0.176470588235294,0.117647058823529
prefecture,Guizhou,条件 logit (M3),23,0.497584541062802,0.130434782608696,0.347826086956522,0.130434782608696
prefecture,Guizhou,随机森林(默认),23,0.584541062801932,0.0869565217391304,0.304347826086957,0.0869565217391304
prefecture,Guizhou,随机森林(类平衡),23,0.507246376811594,0.173913043478261,0.434782608695652,0.173913043478261
prefecture,Zhejiang,条件 logit (M3),23,0.272727272727273,0.304347826086957,0.652173913043478,0.565217391304348
prefecture,Zhejiang,随机森林(默认),23,0.296442687747036,0.173913043478261,0.695652173913044,0.478260869565217
prefecture,Zhejiang,随机森林(类平衡),23,0.339920948616601,0.173913043478261,0.565217391304348,0.391304347826087
prefecture,Hubei,条件 logit (M3),22,0.32620320855615,0.136363636363636,0.409090909090909,0.409090909090909
prefecture,Hubei,随机森林(默认),22,0.406417112299465,0.0909090909090909,0.272727272727273,0.181818181818182
prefecture,Hubei,随机森林(类平衡),22,0.401069518716578,0,0.272727272727273,0.181818181818182
prefecture,Shaanxi,条件 logit (M3),42,0.3,0.261904761904762,0.738095238095238,0.261904761904762
prefecture,Shaanxi,随机森林(默认),42,0.345238095238095,0.19047619047619,0.595238095238095,0.19047619047619
prefecture,Shaanxi,随机森林(类平衡),42,0.354761904761905,0.19047619047619,0.547619047619048,0.19047619047619
prefecture,Hunan,条件 logit (M3),46,0.397515527950311,0.108695652173913,0.456521739130435,0.195652173913043
prefecture,Hunan,随机森林(默认),46,0.442546583850932,0.108695652173913,0.217391304347826,0.130434782608696
prefecture,Hunan,随机森林(类平衡),46,0.335403726708075,0.130434782608696,0.434782608695652,0.239130434782609
prefecture,Sichuan,条件 logit (M3),15,0.295238095238095,0.133333333333333,0.466666666666667,0.466666666666667
prefecture,Sichuan,随机森林(默认),15,0.403174603174603,0.0666666666666667,0.2,0.2
prefecture,Sichuan,随机森林(类平衡),15,0.361904761904762,0.133333333333333,0.133333333333333,0.133333333333333
prefecture,Hainan,条件 logit (M3),10,0.444444444444444,0.1,0.3,0.2
prefecture,Hainan,随机森林(默认),10,0.505555555555556,0,0.1,0.1
prefecture,Hainan,随机森林(类平衡),10,0.477777777777778,0,0.2,0.1
prefecture,Guangxi,条件 logit (M3),17,0.222689075630252,0.411764705882353,0.705882352941177,0.705882352941177
prefecture,Guangxi,随机森林(默认),17,0.252100840336134,0.176470588235294,0.705882352941177,0.588235294117647
prefecture,Guangxi,随机森林(类平衡),17,0.357142857142857,0.117647058823529,0.588235294117647,0.470588235294118
prefecture,Yunnan,条件 logit (M3),20,0.4375,0.1,0.2,0.15
prefecture,Yunnan,随机森林(默认),20,0.4375,0.15,0.35,0.15
prefecture,Yunnan,随机森林(类平衡),20,0.359375,0.25,0.6,0.4
county,Hebei,条件 logit (M3),6,0.198412698412698,0,0,0.333333333333333
county,Hebei,随机森林(默认),6,0.373015873015873,0,0,0.166666666666667
county,Hebei,随机森林(类平衡),6,0.23015873015873,0,0,0.166666666666667
county,Jiangsu,条件 logit (M3),29,0.181034482758621,0.103448275862069,0.103448275862069,0.379310344827586
county,Jiangsu,随机森林(默认),29,0.369252873563218,0,0.0344827586206897,0.379310344827586
county,Jiangsu,随机森林(类平衡),29,0.334770114942529,0.0344827586206897,0.172413793103448,0.379310344827586
county,Tibet,条件 logit (M3),48,0.11204954954955,0.416666666666667,0.604166666666667,0.729166666666667
county,Tibet,随机森林(默认),48,0.279842342342342,0.166666666666667,0.375,0.5625
county,Tibet,随机森林(类平衡),48,0.242117117117117,0,0.0208333333333333,0.479166666666667
county,Ningxia,条件 logit (M3),19,0.34688995215311,0.105263157894737,0.421052631578947,0.421052631578947
county,Ningxia,随机森林(默认),19,0.488038277511962,0,0.0526315789473684,0.0526315789473684
county,Ningxia,随机森林(类平衡),19,0.468899521531101,0.0526315789473684,0.157894736842105,0.157894736842105
county,Xinjiang,条件 logit (M3),15,0.245911949685535,0.266666666666667,0.333333333333333,0.4
county,Xinjiang,随机森林(默认),15,0.457232704402516,0.0666666666666667,0.0666666666666667,0.133333333333333
county,Xinjiang,随机森林(类平衡),15,0.383647798742138,0,0.0666666666666667,0.133333333333333
county,Inner Mongolia,条件 logit (M3),28,0.222954230235784,0.25,0.357142857142857,0.571428571428571
county,Inner Mongolia,随机森林(默认),28,0.317614424410541,0.214285714285714,0.321428571428571,0.392857142857143
county,Inner Mongolia,随机森林(类平衡),28,0.264909847434119,0.25,0.285714285714286,0.464285714285714
county,Heilongjiang,条件 logit (M3),15,0.401101928374656,0,0,0.133333333333333
county,Heilongjiang,随机森林(默认),15,0.546556473829201,0,0,0.0666666666666667
county,Heilongjiang,随机森林(类平衡),15,0.455096418732782,0,0,0.133333333333333
county,Gansu,条件 logit (M3),35,0.204269293924466,0.0857142857142857,0.2,0.514285714285714
county,Gansu,随机森林(默认),35,0.338259441707718,0.0571428571428571,0.0571428571428571,0.114285714285714
county,Gansu,随机森林(类平衡),35,0.315927750410509,0.0285714285714286,0.0571428571428571,0.228571428571429
county,Liaoning,条件 logit (M3),11,0.251221896383187,0.0909090909090909,0.0909090909090909,0.363636363636364
county,Liaoning,随机森林(默认),11,0.259042033235582,0,0.0909090909090909,0.454545454545455
county,Liaoning,随机森林(类平衡),11,0.251221896383187,0.0909090909090909,0.0909090909090909,0.545454545454545
county,Anhui,条件 logit (M3),28,0.266666666666667,0.0357142857142857,0.0714285714285714,0.285714285714286
county,Anhui,随机森林(默认),28,0.415986394557823,0,0,0.142857142857143
county,Anhui,随机森林(类平衡),28,0.303061224489796,0,0.0357142857142857,0.142857142857143
county,Henan,条件 logit (M3),27,0.19690576652602,0.185185185185185,0.259259259259259,0.592592592592593
county,Henan,随机森林(默认),27,0.205578996718237,0.148148148148148,0.185185185185185,0.333333333333333
county,Henan,随机森林(类平衡),27,0.156586966713549,0.185185185185185,0.296296296296296,0.666666666666667
county,Jilin,条件 logit (M3),13,0.411538461538462,0,0.153846153846154,0.230769230769231
county,Jilin,随机森林(默认),13,0.294871794871795,0.0769230769230769,0.307692307692308,0.461538461538462
county,Jilin,随机森林(类平衡),13,0.382051282051282,0,0.153846153846154,0.384615384615385
county,Jiangxi,条件 logit (M3),14,0.303571428571429,0.0714285714285714,0.214285714285714,0.357142857142857
county,Jiangxi,随机森林(默认),14,0.223571428571429,0,0.0714285714285714,0.357142857142857
county,Jiangxi,随机森林(类平衡),14,0.228571428571429,0,0.142857142857143,0.285714285714286
county,Shandong,条件 logit (M3),17,0.280709342560554,0,0,0.235294117647059
county,Shandong,随机森林(默认),17,0.330882352941176,0.117647058823529,0.117647058823529,0.235294117647059
county,Shandong,随机森林(类平衡),17,0.285899653979239,0,0.176470588235294,0.352941176470588
county,Chongqing,条件 logit (M3),11,0.54066985645933,0.0909090909090909,0.0909090909090909,0.0909090909090909
county,Chongqing,随机森林(默认),11,0.385167464114833,0,0.0909090909090909,0.181818181818182
county,Chongqing,随机森林(类平衡),11,0.406698564593301,0.0909090909090909,0.0909090909090909,0.0909090909090909
