observed_global_rho,observed_within_stratum_rho,perm_mean,perm_sd,perm_lo,perm_hi,P_perm,n_perm
-0.104849982144336,-0.0125587454482846,-0.000137522143571959,0.0166038517414141,-0.031812896250637,0.031596854425318,0.477,999
