spec,label,term,estimate,se,z,p,HR,HR_lo,HR_hi,note
S0_tavg_annual,"S0 relative warming, annual mean (main)",(Intercept),-6.01370411151947,0.0958585908175288,-62.7351608262929,0,0.00244501477893478,0.0020262125864346,0.00295038008806805,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_change_z,0.308695394262358,0.0575963494240557,5.35963472249907,8.33903878612454e-08,1.36164754167317,1.21629159022553,1.52437461760366,
S0_tavg_annual,"S0 relative warming, annual mean (main)",effort_z,0.339194945193539,0.061142873821305,5.54757936607402,2.89651690863056e-08,1.4038169859134,1.24527316128327,1.58254605592572,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_var_z,-0.00491632553875464,0.0464198970058713,-0.10590987606312,0.91565385817717,0.995095739809156,0.908555481495667,1.08987899094091,
S0_tavg_annual,"S0 relative warming, annual mean (main)",clim_change_z:effort_z,-0.163404087342241,0.0562120823301359,-2.90692108473338,0.00365005267236242,0.84924794872335,0.760651657734799,0.948163421556983,
S1_tmax_warm,"S1 relative warming, warmest-season max",(Intercept),-6.0237682430006,0.0958566932984655,-62.8413941240869,0,0.00242053123816747,0.00200593024773181,0.00292082512917364,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_change_z,0.261376104898515,0.0558173169566497,4.6827063561925,2.83111941921862e-06,1.29871602704989,1.16413015918503,1.4488614572936,
S1_tmax_warm,"S1 relative warming, warmest-season max",effort_z,0.32843135189653,0.0618024500497253,5.31421248886216,1.07119563855105e-07,1.38878789940024,1.23034983765126,1.56762879182597,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_var_z,-0.0909184211498518,0.0473035426079657,-1.92202139918674,0.0546030651742622,0.913092196872485,0.832240876813599,1.00179813707487,
S1_tmax_warm,"S1 relative warming, warmest-season max",clim_change_z:effort_z,-0.0173937045160468,0.0533037909518621,-0.326312710699222,0.744187772355585,0.982756692711579,0.885264211216828,1.09098583771037,
S2_niche_prox,S2 niche proximity level (-|gap|),(Intercept),-6.00794376506093,0.102721146765335,-58.4878961562412,0,0.00245913955389955,0.00201069024031045,0.00300760764851555,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_change_z,-0.0586054773096753,0.0430845754149752,-1.36024265633834,0.173753148067585,0.943078761742788,0.86670965311465,1.02617704516631,
S2_niche_prox,S2 niche proximity level (-|gap|),effort_z,0.324331888721161,0.0609226715889279,5.32366490605617,1.0169717283325e-07,1.38310626832387,1.22743110447021,1.55852572295898,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_var_z,0.00640013332493384,0.0430452555344386,0.148683826950763,0.881803123598216,1.00642065794162,0.924993500923942,1.0950158457545,
S2_niche_prox,S2 niche proximity level (-|gap|),clim_change_z:effort_z,-0.087647033383228,0.0424475416607824,-2.06483178893268,0.0389389189123462,0.9160841667937,0.842952882625841,0.995560034193043,
S3_niche_track,S3 niche tracking (change in -|gap|),(Intercept),-6.00057346378962,0.10383298869424,-57.7906264593775,0,0.00247733110955381,0.00202115505490593,0.00303646640640778,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_change_z,0.0579656915634159,0.0425007687598778,1.36387395463156,0.172607239370313,1.05967863916923,0.974982443116963,1.15173234783762,
S3_niche_track,S3 niche tracking (change in -|gap|),effort_z,0.336181085825012,0.060876903309592,5.52230924288887,3.34572953860472e-08,1.39959244821771,1.24217311187222,1.57696137711082,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_var_z,0.0112304669346955,0.043066174510446,0.260772336116631,0.794268079076416,1.01129376536352,0.929434227853616,1.10036304798559,
S3_niche_track,S3 niche tracking (change in -|gap|),clim_change_z:effort_z,0.113200314424326,0.0471283686016609,2.40195699072717,0.0163076256472632,1.11985623383929,1.02104714349934,1.22822730806605,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),(Intercept),-6.00589758012027,0.102281313593006,-58.7194020993777,0,0.00246417655978709,0.00201654635762609,0.00301117110193905,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_change_z,-0.195044163996043,0.0612443041410603,-3.18469067012028,0.00144908813392742,0.822798319191876,0.72972830422407,0.927738543436158,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),effort_z,0.336877489529856,0.0624502804910308,5.39433108836459,6.87792930731606e-08,1.40056746904858,1.23921106566786,1.58293392441581,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_var_z,-0.021801934931097,0.0568971956288823,-0.383181186526351,0.70158542641755,0.978434009460107,0.875184604449077,1.0938642041936,
S4_heat_exposure,S4 heat exposure (Tmax - species Tmax baseline),clim_change_z:effort_z,0.0188742341849211,0.0530188082263863,0.355991294718084,0.721847084514444,1.01905347846654,0.91847312911359,1.13064820195335,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,(Intercept),-6.0218447947526,0.0960030742893502,-62.7255412321792,0,0.00242519148517195,0.00200921572351555,0.00292728832992581,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z,0.263394682652594,0.0593962523297966,4.43453370071397,9.22717857018799e-06,1.3013402340228,1.15832851205603,1.46200873677934,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,effort_z,0.33996372043363,0.0610409523086636,5.5694367072543,2.55564203029998e-08,1.40489662059883,1.24647984416718,1.58344679523376,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,exposure_z,-0.104923404610451,0.0610726735241096,-1.71800903016028,0.085794968187569,0.900393485934897,0.798815043720607,1.01488878544149,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_var_z,0.00176115197300108,0.0465687785257131,0.0378182986274517,0.969832554613289,1.00176270371195,0.914375780209411,1.09750119837869,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z:effort_z,-0.157695754988782,0.0555634571894016,-2.83811992567773,0.00453801288252909,0.854109601027297,0.765979301551394,0.952379795497728,
S4M_exposure_moderates,S4M warming x heat-exposure moderation,clim_change_z:exposure_z,-0.0984697210061325,0.040038561302189,-2.45937211037473,0.0139180275685681,0.906223131723502,0.83782561136003,0.980204416450871,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,(Intercept),-5.9737103934535,0.108571974993892,-55.0207398713117,0,0.00254478173877371,0.0020569901343838,0.00314824752425761,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z,-0.0814713877269921,0.0495664986276222,-1.64367849218202,0.100242630916235,0.921759083099119,0.836422237152638,1.01580250923037,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,effort_z,0.324080593459345,0.0609494033915637,5.317206985232,1.05372178749165e-07,1.38275874393949,1.22705840301087,1.55821576157219,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z2,-0.0359249014213933,0.0377962627445398,-0.95048819149674,0.341864251198472,0.964712739318286,0.895829139780365,1.03889305234162,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_var_z,0.0066081402029729,0.0430798277325214,0.153392911503784,0.878088434536208,1.00663002213451,0.925123236076703,1.09531785814805,
S2Q_niche_prox_quad,S2Q niche proximity with quadratic term,clim_change_z:effort_z,-0.091083776450965,0.0433225914306755,-2.10245448028465,0.0355134831022091,0.912941224719694,0.838621291142172,0.993847507326637,
