province,ssp,horizon,mech,ml,n_sp,mech0,ml0,mech_ratio,ml_ratio,scope
Guangdong,ssp245,2030,0.224789393374618,0.295814585187776,261,0.00242489190531769,0.00258898490217382,0.927007892111247,1.14258907010001,all rows
Guangdong,ssp245,2050,0.339547254497089,0.262868507957921,261,0.00242489190531769,0.00258898490217382,1.40025728055125,1.0153342637773,all rows
Guangdong,ssp245,2080,0.849976268597134,0.160948363085049,261,0.00242489190531769,0.00258898490217382,3.50521302303484,0.621665900600308,all rows
Guangdong,ssp585,2030,0.255381937700659,0.425142102443945,261,0.00242489190531769,0.00258898490217382,1.05316833769215,1.64211889411552,all rows
Guangdong,ssp585,2050,0.708493734465249,0.15739621280093,261,0.00242489190531769,0.00258898490217382,2.92175388482905,0.60794565726812,all rows
Guangdong,ssp585,2080,13.2465922592353,0.163024601368662,261,0.00242489190531769,0.00258898490217382,54.6275577488055,0.629685407712418,all rows
Guangxi,ssp245,2030,0.754394539092557,0.623298503216457,278,0.0064613485302777,0.00318548696642413,1.16754967721906,1.95668200744874,all rows
Guangxi,ssp245,2050,1.29251015537715,0.181033700026602,278,0.0064613485302777,0.00318548696642413,2.00037213488869,0.568307771887767,all rows
Guangxi,ssp245,2080,3.71730262562407,0.170532895137787,278,0.0064613485302777,0.00318548696642413,5.75313745761414,0.535343251864624,all rows
Guangxi,ssp585,2030,0.850630518010157,0.198716009115271,278,0.0064613485302777,0.00318548696642413,1.31649068924873,0.623816738884164,all rows
Guangxi,ssp585,2050,2.9752312898585,0.174036782704756,278,0.0064613485302777,0.00318548696642413,4.60465996520176,0.546342786955807,all rows
Guangxi,ssp585,2080,29.2266407815083,0.170249605780424,278,0.0064613485302777,0.00318548696642413,45.2330355568239,0.534453939303156,all rows
Guizhou,ssp245,2030,0.649421008690469,0.155139226665244,291,0.0060478210072771,0.00347715634508603,1.07380990262286,0.446166957331352,all rows
Guizhou,ssp245,2050,1.0007412088875,0.261344782179189,291,0.0060478210072771,0.00347715634508603,1.65471366907742,0.751604921500082,all rows
Guizhou,ssp245,2080,2.29410516114998,0.151896972080798,291,0.0060478210072771,0.00347715634508603,3.79327555889895,0.436842514416878,all rows
Guizhou,ssp585,2030,0.735310290468879,0.22310655323238,291,0.0060478210072771,0.00347715634508603,1.21582680701712,0.641635092272104,all rows
Guizhou,ssp585,2050,2.08890072512957,0.148088916979372,291,0.0060478210072771,0.00347715634508603,3.45397246812709,0.425890878299601,all rows
Guizhou,ssp585,2080,21.5138436823015,0.149863275118841,291,0.0060478210072771,0.00347715634508603,35.5728842775188,0.430993778380516,all rows
Hainan,ssp245,2030,0.633565994190832,0.225483160552403,202,0.00554789743996681,0.00214469296071623,1.14199298211003,1.05135403846853,all rows
Hainan,ssp245,2050,1.24303224202668,0.169351907711508,202,0.00554789743996681,0.00214469296071623,2.24054654123909,0.789632412720525,all rows
Hainan,ssp245,2080,5.12896699825255,0.166538205933711,202,0.00554789743996681,0.00214469296071623,9.24488430752828,0.776513043984136,all rows
Hainan,ssp585,2030,0.753218267332382,0.666210883254379,202,0.00554789743996681,0.00214469296071623,1.35766436831768,3.10632288843758,all rows
Hainan,ssp585,2050,3.76514471294913,0.163780925043347,202,0.00554789743996681,0.00214469296071623,6.78661556687258,0.763656747344624,all rows
Hainan,ssp585,2080,43.2850971854347,0.160709085688687,202,0.00554789743996681,0.00214469296071623,78.0207234431025,0.749333767734366,all rows
Hebei,ssp245,2030,0.34261676999375,0.238017273135755,214,0.00322865354504487,0.00234135257180293,1.06117539467676,1.01658022803662,all rows
Hebei,ssp245,2050,0.44367813090044,0.157570501755587,214,0.00322865354504487,0.00234135257180293,1.37418934769687,0.672989209968714,all rows
Hebei,ssp245,2080,0.702406156270271,0.141489927715564,214,0.00322865354504487,0.00234135257180293,2.17553895600932,0.604308507055013,all rows
Hebei,ssp585,2030,0.365184724185087,0.42967071849064,214,0.00322865354504487,0.00234135257180293,1.1310743599156,1.83513890075845,all rows
Hebei,ssp585,2050,0.630572097191611,0.142296158246099,214,0.00322865354504487,0.00234135257180293,1.95304974161558,0.607751946288574,all rows
Hebei,ssp585,2080,3.72089580518381,0.11725719739282,214,0.00322865354504487,0.00234135257180293,11.524605391292,0.500809655089785,all rows
Heilongjiang,ssp245,2030,0.691786264731533,0.276225136750487,170,0.00559999474704909,0.00267422332955689,1.2353337743684,1.03291723506225,all rows
Heilongjiang,ssp245,2050,0.752743081774681,0.298954351147746,170,0.00559999474704909,0.00267422332955689,1.34418533547971,1.11791093826589,all rows
Heilongjiang,ssp245,2080,0.892626189343835,0.155253420577056,170,0.00559999474704909,0.00267422332955689,1.59397683330722,0.580555179745519,all rows
Heilongjiang,ssp585,2030,0.708323639046631,0.672180331038201,170,0.00559999474704909,0.00267422332955689,1.26486482763199,2.51355346282758,all rows
Heilongjiang,ssp585,2050,0.85646754578639,0.162206183338319,170,0.00559999474704909,0.00267422332955689,1.52940776638711,0.606554364946012,all rows
Heilongjiang,ssp585,2080,1.46946597062051,0.141083231223199,170,0.00559999474704909,0.00267422332955689,2.62404883753657,0.527567124495083,all rows
Henan,ssp245,2030,0.594064828606663,0.293036548529896,239,0.0054281330409959,0.002128994596974,1.09441832784863,1.37640813624608,all rows
Henan,ssp245,2050,0.7129094729347,0.179527083414979,239,0.0054281330409959,0.002128994596974,1.3133603534594,0.84324818705574,all rows
Henan,ssp245,2080,0.904310344105803,0.157256769611857,239,0.0054281330409959,0.002128994596974,1.66596938077238,0.738643347594073,all rows
Henan,ssp585,2030,0.607755920318452,0.161054058658752,239,0.0054281330409959,0.002128994596974,1.11964079680506,0.756479414685519,all rows
Henan,ssp585,2050,1.14024022041652,0.166591478344375,239,0.0054281330409959,0.002128994596974,2.10061214750058,0.782488967239071,all rows
Henan,ssp585,2080,9.21770888147333,0.149296830335455,239,0.0054281330409959,0.002128994596974,16.981361384949,0.701255092651032,all rows
Hubei,ssp245,2030,0.64702444715041,0.208804799708195,274,0.00563030867969393,0.00161709722433576,1.1491811265765,1.29123219411847,all rows
Hubei,ssp245,2050,0.864043491397434,0.180107553246904,274,0.00563030867969393,0.00161709722433576,1.53462898848453,1.11377071543045,all rows
Hubei,ssp245,2080,1.35837605109319,0.182785771213163,274,0.00563030867969393,0.00161709722433576,2.4126138163477,1.13033260129578,all rows
Hubei,ssp585,2030,0.661751493710595,0.185561151935015,274,0.00563030867969393,0.00161709722433576,1.17533785686963,1.14749533387664,all rows
Hubei,ssp585,2050,1.5907922599269,0.176104193544406,274,0.00563030867969393,0.00161709722433576,2.82540860621763,1.089014258971,all rows
Hubei,ssp585,2080,15.0492517019137,0.157722343984281,274,0.00563030867969393,0.00161709722433576,26.7289993463232,0.975342370333159,all rows
Hunan,ssp245,2030,1.20197388555617,0.156810678411617,252,0.0104580370693257,0.00315665855859628,1.14933029744336,0.496761608836619,all rows
Hunan,ssp245,2050,1.81133629882173,0.167197739961372,252,0.0104580370693257,0.00315665855859628,1.73200409103017,0.529666851380096,all rows
Hunan,ssp245,2080,3.81618120588674,0.174388527109783,252,0.0104580370693257,0.00315665855859628,3.64904157500065,0.552446594627361,all rows
Hunan,ssp585,2030,1.26647979091466,0.189320116173587,252,0.0104580370693257,0.00315665855859628,1.21101099806708,0.599748476622618,all rows
Hunan,ssp585,2050,3.33026867852372,0.174605469117754,252,0.0104580370693257,0.00315665855859628,3.1844108568822,0.553133846681849,all rows
Hunan,ssp585,2080,26.1560603452225,0.176591010572987,252,0.0104580370693257,0.00315665855859628,25.0104873140491,0.559423856888453,all rows
Inner Mongolia,ssp245,2030,0.703411237514758,0.173695665987161,195,0.00677421476796819,0.00702785924077034,1.03836571707297,0.247153023469095,all rows
Inner Mongolia,ssp245,2050,0.702393865476161,0.128807805803939,195,0.00677421476796819,0.00702785924077034,1.0368638868632,0.183281709822378,all rows
Inner Mongolia,ssp245,2080,0.778374721658786,0.133114306477066,195,0.00677421476796819,0.00702785924077034,1.14902575179536,0.189409465836818,all rows
Inner Mongolia,ssp585,2030,0.701265584413179,0.230555853027349,195,0.00677421476796819,0.00702785924077034,1.03519833432076,0.328059861657214,all rows
Inner Mongolia,ssp585,2050,0.714350417045096,0.134701974113854,195,0.00677421476796819,0.00702785924077034,1.05451397912994,0.191668571465425,all rows
Inner Mongolia,ssp585,2080,1.19692295663097,0.132981912823967,195,0.00677421476796819,0.00702785924077034,1.76688073470982,0.189221081794732,all rows
Jiangsu,ssp245,2030,0.878867480161802,0.15365963694777,271,0.00671054219243577,0.00160326468777616,1.30968177378048,0.958417147956438,all rows
Jiangsu,ssp245,2050,1.43664953056657,0.13601598721831,271,0.00671054219243577,0.00160326468777616,2.14088443134444,0.848368882913358,all rows
Jiangsu,ssp245,2080,2.89052173522677,0.135222429289771,271,0.00671054219243577,0.00160326468777616,4.30743396336143,0.843419245248482,all rows
Jiangsu,ssp585,2030,0.922227288734355,0.165567626135778,271,0.00671054219243577,0.00160326468777616,1.37429623760343,1.03269053075342,all rows
Jiangsu,ssp585,2050,2.99180384217258,0.134195021804288,271,0.00671054219243577,0.00160326468777616,4.45836380485766,0.837011023990218,all rows
Jiangsu,ssp585,2080,30.3553888891657,0.136160842352203,271,0.00671054219243577,0.00160326468777616,45.2353744580918,0.849272383969659,all rows
Jiangxi,ssp245,2030,0.630685331939347,0.686827800479556,254,0.0057426855657428,0.00253045061895602,1.09824110116983,2.71425095330617,all rows
Jiangxi,ssp245,2050,0.884490307057123,0.168067028878466,254,0.0057426855657428,0.00253045061895602,1.54020326714983,0.664178259869796,all rows
Jiangxi,ssp245,2080,1.7921694768463,0.170602904062986,254,0.0057426855657428,0.00253045061895602,3.12078635740957,0.674199697022228,all rows
Jiangxi,ssp585,2030,0.663751547369513,0.263280497428936,254,0.0057426855657428,0.00253045061895602,1.15582080852386,1.04044906253716,all rows
Jiangxi,ssp585,2050,1.4984237132764,0.166533418310491,254,0.0057426855657428,0.00253045061895602,2.60927347688168,0.658117637479119,all rows
Jiangxi,ssp585,2080,15.5595924749771,0.168691324306135,254,0.0057426855657428,0.00253045061895602,27.0946272381615,0.666645391308729,all rows
Jilin,ssp245,2030,0.544551332380292,0.168086268430394,184,0.00461919934102524,0.00431105944058483,1.17888684202017,0.38989550189916,all rows
Jilin,ssp245,2050,0.596773996689021,0.340155871281636,184,0.00461919934102524,0.00431105944058483,1.29194250481636,0.789030807785592,all rows
Jilin,ssp245,2080,0.734427672820769,0.115493965961872,184,0.00461919934102524,0.00431105944058483,1.58994582956829,0.267901585569889,all rows
Jilin,ssp585,2030,0.557854287933952,0.20980282443697,184,0.00461919934102524,0.00431105944058483,1.20768610910421,0.48666186891756,all rows
Jilin,ssp585,2050,0.672546860089133,0.109998528236959,184,0.00461919934102524,0.00431105944058483,1.45598146006806,0.255154283426063,all rows
Jilin,ssp585,2080,1.26138035265908,0.104788170190896,184,0.00461919934102524,0.00431105944058483,2.73073374741847,0.243068256504208,all rows
Liaoning,ssp245,2030,0.548033451021601,0.185996971051065,227,0.00518933914620814,0.00228284083703986,1.05607561113451,0.814761011951432,all rows
Liaoning,ssp245,2050,0.672987938762262,0.106720852098014,227,0.00518933914620814,0.00228284083703986,1.29686636352148,0.467491427200848,all rows
Liaoning,ssp245,2080,0.990545065308572,0.115897481150629,227,0.00518933914620814,0.00228284083703986,1.90880772560869,0.507689713930788,all rows
Liaoning,ssp585,2030,0.572650906080416,0.402535808828838,227,0.00518933914620814,0.00228284083703986,1.10351412761074,1.76331088132628,all rows
Liaoning,ssp585,2050,0.860444702984799,0.108246629743448,227,0.00518933914620814,0.00228284083703986,1.65810073063644,0.474175106678968,all rows
Liaoning,ssp585,2080,3.18961514064461,0.104252678424988,227,0.00518933914620814,0.00228284083703986,6.146476556606,0.456679575437117,all rows
Ningxia,ssp245,2030,0.566181603786367,0.377441604559756,171,0.00503631337708479,0.00732599255051573,1.12419851862772,0.515208829325367,all rows
Ningxia,ssp245,2050,0.563241411167804,0.15293312482318,171,0.00503631337708479,0.00732599255051573,1.11836053278684,0.208754136410382,all rows
Ningxia,ssp245,2080,0.54274192567201,0.143211410886047,171,0.00503631337708479,0.00732599255051573,1.0776571770563,0.195483970122199,all rows
Ningxia,ssp585,2030,0.573220133635746,0.345797420442594,171,0.00503631337708479,0.00732599255051573,1.13817407837228,0.472014430888619,all rows
Ningxia,ssp585,2050,0.569822047323487,0.152974380847415,171,0.00503631337708479,0.00732599255051573,1.13142690825431,0.208810450997041,all rows
Ningxia,ssp585,2080,1.17624683477533,0.159565391793727,171,0.00503631337708479,0.00732599255051573,2.33553146261162,0.21780719908389,all rows
Qinghai,ssp245,2030,0.543759971061724,0.19821243087198,215,0.00503141847995093,0.00214724859065744,1.08072896982925,0.923099597011686,all rows
Qinghai,ssp245,2050,0.709365271484022,0.207954148442463,215,0.00503141847995093,0.00214724859065744,1.40987134008169,0.968467970347073,all rows
Qinghai,ssp245,2080,1.31571886006518,0.207628782779022,215,0.00503141847995093,0.00214724859065744,2.61500581855399,0.96695270255341,all rows
Qinghai,ssp585,2030,0.591610366189903,0.210105501369811,215,0.00503141847995093,0.00214724859065744,1.17583216054744,0.978487084746351,all rows
Qinghai,ssp585,2050,1.22517648780799,0.205915357286739,215,0.00503141847995093,0.00214724859065744,2.4350518500698,0.958973069921501,all rows
Qinghai,ssp585,2080,8.70454587271341,0.195298403295753,215,0.00503141847995093,0.00214724859065744,17.3003814081438,0.909528613247136,all rows
Shaanxi,ssp245,2030,0.693012622589024,0.210161078689453,256,0.00670390562816035,0.00198859992747202,1.03374459759392,1.05682935911909,all rows
Shaanxi,ssp245,2050,0.770129259514495,0.183304050722199,256,0.00670390562816035,0.00198859992747202,1.14877699990212,0.921774401124624,all rows
Shaanxi,ssp245,2080,1.06393945541864,0.187446894221921,256,0.00670390562816035,0.00198859992747202,1.58704420144201,0.942607367285837,all rows
Shaanxi,ssp585,2030,0.714410939077426,0.805660800051555,256,0.00670390562816035,0.00198859992747202,1.06566377676392,4.05139711070863,all rows
Shaanxi,ssp585,2050,1.11284017785085,0.192461971334978,256,0.00670390562816035,0.00198859992747202,1.6599878333255,0.96782650283832,all rows
Shaanxi,ssp585,2080,5.90835808639903,0.162207493315236,256,0.00670390562816035,0.00198859992747202,8.81330736754475,0.815686911552089,all rows
Shandong,ssp245,2030,0.633784961686633,0.227129865818841,265,0.00566265750796296,0.00216078729234759,1.11923590786727,1.05114402802729,all rows
Shandong,ssp245,2050,0.903718915170051,0.122782295646106,265,0.00566265750796296,0.00216078729234759,1.59592720184687,0.568229441560208,all rows
Shandong,ssp245,2080,1.70174065031396,0.120650397546102,265,0.00566265750796296,0.00216078729234759,3.0051979091459,0.558363139090017,all rows
Shandong,ssp585,2030,0.684548834821267,0.126961540940925,265,0.00566265750796296,0.00216078729234759,1.20888263833481,0.587570749747364,all rows
Shandong,ssp585,2050,1.59202135536847,0.115457609559976,265,0.00566265750796296,0.00216078729234759,2.8114385394662,0.534331213298358,all rows
Shandong,ssp585,2080,15.7251629327549,0.110076377868437,265,0.00566265750796296,0.00216078729234759,27.769934718181,0.509427180816324,all rows
Shanghai,ssp245,2030,0.614846672773572,0.15797589843176,223,0.00515400889916495,0.00320400452844782,1.19294841123225,0.493057662775189,all rows
Shanghai,ssp245,2050,1.04427438151506,0.157060363849901,223,0.00515400889916495,0.00320400452844782,2.02614004349944,0.490200193087706,all rows
Shanghai,ssp245,2080,2.36302864605194,0.154033606906417,223,0.00515400889916495,0.00320400452844782,4.58483617759138,0.480753399499841,all rows
Shanghai,ssp585,2030,0.671254388336443,0.163239848511836,223,0.00515400889916495,0.00320400452844782,1.30239276157478,0.509486946920509,all rows
Shanghai,ssp585,2050,2.18495367483074,0.152460537718258,223,0.00515400889916495,0.00320400452844782,4.23932848696623,0.475843702356182,all rows
Shanghai,ssp585,2080,33.5003197478835,0.151111023926548,223,0.00515400889916495,0.00320400452844782,64.9985679173181,0.47163174266721,all rows
Shanxi,ssp245,2030,0.340111842613052,0.217429091778729,211,0.00332025594056593,0.0057241264134822,1.02435429286539,0.379846768000463,all rows
Shanxi,ssp245,2050,0.388505200821401,0.131494459516526,211,0.00332025594056593,0.0057241264134822,1.17010618390816,0.229719698724355,all rows
Shanxi,ssp245,2080,0.545417906488237,0.144419336786121,211,0.00332025594056593,0.0057241264134822,1.64269838305077,0.252299349025496,all rows
Shanxi,ssp585,2030,0.352461304868803,0.237886403030462,211,0.00332025594056593,0.0057241264134822,1.06154860100552,0.415585516193635,all rows
Shanxi,ssp585,2050,0.546164323198267,0.138910880202805,211,0.00332025594056593,0.0057241264134822,1.64494645284838,0.242676122378472,all rows
Shanxi,ssp585,2080,2.99860078564966,0.125509066559911,211,0.00332025594056593,0.0057241264134822,9.03123385463638,0.219263268302907,all rows
Sichuan,ssp245,2030,0.532718426718095,0.211696467931974,318,0.00464016821667936,0.00204254304547208,1.14805843633687,1.03643577255942,all rows
Sichuan,ssp245,2050,0.809172507390311,0.218331048875731,318,0.00464016821667936,0.00204254304547208,1.74384304534843,1.06891773644491,all rows
Sichuan,ssp245,2080,1.83392535827427,0.211748887774529,318,0.00464016821667936,0.00204254304547208,3.95228205667656,1.03669241264675,all rows
Sichuan,ssp585,2030,0.59173614905176,0.221034284602739,318,0.00464016821667936,0.00204254304547208,1.27524719238567,1.08215239376584,all rows
Sichuan,ssp585,2050,1.74579494441312,0.200141940131174,318,0.00464016821667936,0.00204254304547208,3.76235270552855,0.979866449203357,all rows
Sichuan,ssp585,2080,17.4422190319216,0.209672351601334,318,0.00464016821667936,0.00204254304547208,37.5896265338497,1.02652598713225,all rows
Tianjin,ssp245,2030,0.520268974065281,0.458277655317423,168,0.00480150374418039,0.00245494255700795,1.08355424005629,1.86675510597676,all rows
Tianjin,ssp245,2050,0.684575917885564,0.155511193956738,168,0.00480150374418039,0.00245494255700795,1.42575316892192,0.633461640529271,all rows
Tianjin,ssp245,2080,1.13353405727331,0.153283860037759,168,0.00480150374418039,0.00245494255700795,2.36078969770085,0.624388784984767,all rows
Tianjin,ssp585,2030,0.549393068431414,0.248080845795769,168,0.00480150374418039,0.00245494255700795,1.14421043427759,1.01053625506467,all rows
Tianjin,ssp585,2050,1.01561591972348,0.15691906273787,168,0.00480150374418039,0.00245494255700795,2.11520384828284,0.639196474434503,all rows
Tianjin,ssp585,2080,6.1819817310161,0.126219806411211,168,0.00480150374418039,0.00245494255700795,12.875095096008,0.514145661171991,all rows
Tibet,ssp245,2030,0.711268510403639,0.181823512542746,251,0.00674993901935123,0.00183941249409134,1.05374064619624,0.988486884409068,all rows
Tibet,ssp245,2050,0.851325195511362,0.201458333498906,251,0.00674993901935123,0.00183941249409134,1.26123390607044,1.09523195121291,all rows
Tibet,ssp245,2080,1.40308260658193,0.195824155496782,251,0.00674993901935123,0.00183941249409134,2.07865967760519,1.0646016384352,all rows
Tibet,ssp585,2030,0.763718088582207,0.22420551150386,251,0.00674993901935123,0.00183941249409134,1.13144442696848,1.21889740460101,all rows
Tibet,ssp585,2050,1.25800996971467,0.198501250516453,251,0.00674993901935123,0.00183941249409134,1.86373531095335,1.07915571495839,all rows
Tibet,ssp585,2080,6.27866046889985,0.175625328865066,251,0.00674993901935123,0.00183941249409134,9.30180324725856,0.954790344358423,all rows
Xinjiang,ssp245,2030,0.33736294103722,1.0048100920323,262,0.00351374093911344,0.00191339536226543,0.960124684440571,5.2514504417039,all rows
Xinjiang,ssp245,2050,0.294880760153328,0.157299030457538,262,0.00351374093911344,0.00191339536226543,0.839221687833738,0.822093716540101,all rows
Xinjiang,ssp245,2080,0.268523272630276,0.151646519186444,262,0.00351374093911344,0.00191339536226543,0.764209078823062,0.792551932429152,all rows
Xinjiang,ssp585,2030,0.322399467381496,0.190539713566838,262,0.00351374093911344,0.00191339536226543,0.917539092858796,0.995819877713315,all rows
Xinjiang,ssp585,2050,0.29194699008389,0.163700697474352,262,0.00351374093911344,0.00191339536226543,0.830872267315053,0.855550821867433,all rows
Xinjiang,ssp585,2080,0.392322853819693,0.168549677091366,262,0.00351374093911344,0.00191339536226543,1.11653892708061,0.880893099332101,all rows
Yunnan,ssp245,2030,0.10984323495786,0.131385053235548,291,0.00177253200476173,0.001855580083573,0.61969676520806,0.708053801604511,all rows
Yunnan,ssp245,2050,0.120165000301318,0.232523246466253,291,0.00177253200476173,0.001855580083573,0.67792852246677,1.25310272795405,all rows
Yunnan,ssp245,2080,0.179892626731921,0.381260608519744,291,0.00177253200476173,0.001855580083573,1.01489071141541,2.05467073016655,all rows
Yunnan,ssp585,2030,0.0960973043880518,0.153804095844015,291,0.00177253200476173,0.001855580083573,0.542147076215809,0.828873392237851,all rows
Yunnan,ssp585,2050,0.162939888165482,0.497627123563048,291,0.00177253200476173,0.001855580083573,0.919249343468894,2.68178737187589,all rows
Yunnan,ssp585,2080,0.568515021144239,0.488800655840816,291,0.00177253200476173,0.001855580083573,3.20736110612942,2.63422021053173,all rows
Zhejiang,ssp245,2030,0.677551351754226,0.172597913227008,283,0.00564190190791024,0.00174474055766105,1.20092721003225,0.989246868075261,all rows
Zhejiang,ssp245,2050,1.13748115667846,0.15603377684941,283,0.00564190190791024,0.00174474055766105,2.01613068650423,0.894309335358055,all rows
Zhejiang,ssp245,2080,2.67852519636042,0.145557999109862,283,0.00564190190791024,0.00174474055766105,4.74755718919003,0.8342672981993,all rows
Zhejiang,ssp585,2030,0.733382085566838,0.167859933859843,283,0.00564190190791024,0.00174474055766105,1.2998845026685,0.962091086395512,all rows
Zhejiang,ssp585,2050,2.17747285848544,0.151780205585438,283,0.00564190190791024,0.00174474055766105,3.85946599928033,0.869929944133986,all rows
Zhejiang,ssp585,2080,25.3838056924233,0.154179698016738,283,0.00564190190791024,0.00174474055766105,44.99157572526,0.88368266181321,all rows
Anhui,ssp245,2030,0.621618400411078,0.315530430577668,201,0.00585885978441261,0.00254866707529697,1.06098869623895,1.23802137060566,within covariate support
Anhui,ssp585,2030,0.652129809050398,0.371921051120614,179,0.00585885978441261,0.00254866707529697,1.11306607948765,1.45927671262155,within covariate support
Chongqing,ssp245,2030,0.453023536814587,0.263605988410705,201,0.00418327765707023,0.00273656594128964,1.08293920210848,0.963272926968014,within covariate support
Chongqing,ssp585,2030,0.47185948424194,0.301171806693839,198,0.00418327765707023,0.00273656594128964,1.1279659705218,1.10054649935426,within covariate support
Gansu,ssp245,2030,0.680323794895855,0.221368724178,171,0.00657812723485967,0.00197185563395529,1.03422109455499,1.1226416395097,within covariate support
Gansu,ssp585,2030,0.722808475185974,0.226886137081877,148,0.00657812723485967,0.00197185563395529,1.09880585975226,1.15062245518843,within covariate support
Guangdong,ssp245,2030,0.258141049528224,0.296103489883128,161,0.00242489190531769,0.00258898490217382,1.06454662561301,1.14370496959834,within covariate support
Guangdong,ssp245,2050,0.351728021207196,0.313706483533336,138,0.00242489190531769,0.00258898490217382,1.45048948547303,1.21169684407945,within covariate support
Guangdong,ssp585,2030,0.28685695083366,0.493602098350899,159,0.00242489190531769,0.00258898490217382,1.18296799211789,1.90654683979211,within covariate support
Guangxi,ssp245,2030,0.725079027797097,0.495919107624073,174,0.0064613485302777,0.00318548696642413,1.12217909991915,1.55680783770642,within covariate support
Guizhou,ssp245,2030,0.695362256692685,0.177901426324187,174,0.0060478210072771,0.00347715634508603,1.1497732089888,0.511629068895911,within covariate support
Guizhou,ssp245,2050,0.908217352661628,0.282866270634148,165,0.0060478210072771,0.00347715634508603,1.50172657485863,0.813498855275517,within covariate support
