model,fixed_effects,df,AIC,R2_conditional,AUC_conditional,AUC_marginal,HR_effort,P_effort,HR_change,P_change,HR_var,P_var,HR_int,P_int,b_effort,b_change,b_var,b_int,dAIC
F0 null,1,4,8365.91560685156,0.404005319231905,0.86905590706179,0.411147476579356,,,,,,,,,,,,,52.761995859677
F1 effort,effort_z,5,8339.86705185656,0.394975311258509,0.862587695422881,0.558865161528174,1.38736138247677,7.00011419694402e-08,,,,,,,0.327403657126419,,,,26.7134408646725
F2 climate,clim_change_z,5,8340.71674206983,0.401929705928061,0.863629347545701,0.580186068491099,,,1.33365619584706,1.46276735639565e-07,,,,,,0.287924190024254,,,27.5631310779463
F3 effort + climate,clim_change_z + effort_z,6,8317.62995860594,0.391715883160117,0.85805371807604,0.609648111562063,1.35414634549723,3.87325227162915e-07,1.32322517071761,7.43152465229512e-07,,,,,0.303171252473106,0.280072067716409,,,4.47634761405425
F4 + annual variability,clim_change_z + effort_z + clim_var_z,7,8319.61329448681,0.392046223893802,0.858060250601829,0.609440266460736,1.3538661323367,4.01365121044747e-07,1.32367009306174,7.46237816532662e-07,1.00598463716163,0.897293776348818,,,0.302964301313298,0.280408252041048,0.00596680034983384,,6.45968349492796
F5 + interaction (MAIN),clim_change_z * effort_z + clim_var_z,8,8313.15361099188,0.401926471200508,0.854304909888385,0.611678074174077,1.4038169859134,2.89651690863056e-08,1.36164754167317,8.33903878612454e-08,0.995095739809156,0.91565385817717,0.84924794872335,0.00365005267236242,0.339194945193539,0.308695394262358,-0.00491632553875464,-0.163404087342241,0
