group,HR_int,lo,hi,P
Resident,0.942115499427377,0.778508200961429,1.14010567026162,0.540080995930307
Partial,1.0525784541142,0.858809970067065,1.29006583607655,0.621544244096021
Long-distance,0.753033527295639,0.627966207794675,0.903009566745225,0.00220615247416099
