variable,VIF
z_log_mass,1.50535247556738
z_log_hwi,1.5003130064677
z_log_range,1.24120795211977
z_log_clutch,1.08606369978347
z_log_congeners,1.07847382156789
z_log_habbreadth,1.10324138686117
z_log_dietbreadth,1.12907861532778
