event_id,case_in,ctrl_in,n_ctrl,informative
Phylloscopus intermedius|Henan|2022,1,7,200,TRUE
Phylloscopus intermedius|Hunan|2017,1,45,200,TRUE
Phylloscopus intermedius|Shanghai|2013,0,0,200,FALSE
Phylloscopus magnirostris|Hunan|2012,1,134,200,TRUE
Phylloscopus ogilviegranti|Shaanxi|2011,0,49,200,TRUE
Phylloscopus omeiensis|Hunan|2015,1,88,200,TRUE
Phylloscopus pulcher|Hunan|2021,0,29,200,TRUE
Phylloscopus ricketti|Anhui|2016,0,8,200,TRUE
Phylloscopus ricketti|Henan|2016,0,167,200,TRUE
Phylloscopus ricketti|Jiangxi|2009,1,42,200,TRUE
Phylloscopus soror|Beijing|2011,0,0,200,FALSE
Phylloscopus soror|Hunan|2015,1,72,200,TRUE
Phylloscopus soror|Jiangsu|2021,1,3,200,TRUE
Phylloscopus soror|Shanghai|2011,0,0,200,FALSE
Phylloscopus subaffinis|Inner Mongolia|2019,0,19,200,TRUE
Phylloscopus tenellipes|Henan|2011,1,80,200,TRUE
Phylloscopus tephrocephalus|Anhui|2022,0,4,200,TRUE
Phylloscopus tephrocephalus|Gansu|2016,1,51,200,TRUE
Phylloscopus tephrocephalus|Guizhou|2011,1,0,200,TRUE
Phylloscopus tephrocephalus|Hunan|2015,0,77,200,TRUE
Phylloscopus tephrocephalus|Tianjin|2020,0,0,200,FALSE
Phylloscopus yunnanensis|Jiangxi|2011,1,44,200,TRUE
Picumnus innominatus|Guangxi|2005,0,156,200,TRUE
Picumnus innominatus|Shandong|2015,1,83,200,TRUE
Picus chlorolophus|Tibet|2019,1,50,200,TRUE
Pitta nympha|Hubei|2009,0,0,200,FALSE
Pitta nympha|Jilin|2019,0,69,200,TRUE
Platalea minor|Anhui|2016,0,11,200,TRUE
Pnoepyga immaculata|Tibet|2010,1,42,200,TRUE
Podiceps auritus|Gansu|2020,0,47,200,TRUE
Podiceps auritus|Shaanxi|2016,0,51,200,TRUE
Podiceps grisegena|Gansu|2007,0,0,200,FALSE
Podiceps nigricollis|Shaanxi|2002,0,76,200,TRUE
Podiceps nigricollis|Tibet|2013,0,19,200,TRUE
Podoces biddulphi|Gansu|2008,1,200,200,FALSE
Pomatorhinus schisticeps|Tibet|2015,1,28,200,TRUE
Prinia atrogularis|Guizhou|2016,1,126,200,TRUE
Prinia atrogularis|Hunan|2015,1,79,200,TRUE
Prinia flaviventris|Hubei|2019,0,9,200,TRUE
Prinia flaviventris|Jiangsu|2022,0,1,200,TRUE
Prinia inornata|Shaanxi|2023,0,18,200,TRUE
Prunella collaris|Hunan|2020,1,86,200,TRUE
Prunella himalayana|Shandong|2009,1,27,200,TRUE
Prunella immaculata|Shaanxi|2007,1,42,200,TRUE
Prunella montanella|Jiangsu|2014,0,12,200,TRUE
Prunella montanella|Xinjiang|2008,0,10,200,TRUE
Prunella strophiata|Guizhou|2009,0,94,200,TRUE
Prunella strophiata|Henan|2016,0,165,200,TRUE
Psarisomus dalhousiae|Tibet|2015,1,15,200,TRUE
Pseudopodoces humilis|Inner Mongolia|2020,0,17,200,TRUE
Psilopogon faber|Fujian|2014,0,0,200,FALSE
Psilopogon faber|Zhejiang|2016,0,8,200,TRUE
Psilopogon virens|Gansu|2016,1,61,200,TRUE
Pterorhinus berthemyi|Jiangsu|2007,0,23,200,TRUE
Pterorhinus lanceolatus|Henan|2016,0,166,200,TRUE
Pterorhinus pectoralis|Jiangsu|2007,0,16,200,TRUE
Pterorhinus sannio|Henan|2014,0,114,200,TRUE
Pteruthius rufiventer|Tibet|2019,1,65,200,TRUE
Pteruthius xanthochlorus|Anhui|2015,0,0,200,FALSE
Pteruthius xanthochlorus|Guizhou|2017,0,44,200,TRUE
Pteruthius xanthochlorus|Hunan|2011,1,0,200,TRUE
Ptyonoprogne rupestris|Hubei|2017,0,5,200,TRUE
Ptyonoprogne rupestris|Jiangsu|2021,0,4,200,TRUE
Pycnonotus jocosus|Hainan|2010,0,59,200,TRUE
Pycnonotus jocosus|Henan|2010,0,103,200,TRUE
Pycnonotus jocosus|Sichuan|2011,0,63,200,TRUE
Pycnonotus sinensis|Beijing|2002,0,4,200,TRUE
Pycnonotus sinensis|Jilin|2018,0,79,200,TRUE
Pycnonotus sinensis|Liaoning|2004,0,127,200,TRUE
Pycnonotus sinensis|Ningxia|2010,0,0,0,FALSE
Pycnonotus sinensis|Qinghai|2006,0,23,200,TRUE
Pycnonotus xanthorrhous|Ningxia|2019,0,102,200,TRUE
Pycnonotus xanthorrhous|Shanghai|2008,0,0,200,FALSE
Pyrrhula erythaca|Hunan|2011,1,0,200,TRUE
Pyrrhula nipalensis|Henan|2023,1,117,200,TRUE
Pyrrhula nipalensis|Hunan|2010,1,96,200,TRUE
Pyrrhula nipalensis|Shaanxi|2010,0,40,200,TRUE
Rallina eurizonoides|Jiangxi|2006,0,106,200,TRUE
Rallina eurizonoides|Shandong|2020,1,16,200,TRUE
Rallus aquaticus|Anhui|2022,0,6,200,TRUE
Rallus aquaticus|Inner Mongolia|2009,0,46,200,TRUE
Rallus aquaticus|Ningxia|2009,0,0,0,FALSE
Rallus aquaticus|Shaanxi|2018,0,10,200,TRUE
Recurvirostra avosetta|Ningxia|2010,0,0,0,FALSE
Recurvirostra avosetta|Yunnan|2007,0,45,200,TRUE
Regulus regulus|Anhui|2011,0,0,200,FALSE
Regulus regulus|Hunan|2012,0,141,200,TRUE
Remiz consobrinus|Guangxi|2012,0,25,200,TRUE
Remiz consobrinus|Guizhou|2023,0,42,200,TRUE
Remiz consobrinus|Shaanxi|2015,0,32,200,TRUE
Remiz consobrinus|Sichuan|2020,0,68,200,TRUE
Remiz coronatus|Gansu|2021,0,69,200,TRUE
Remiz coronatus|Inner Mongolia|2021,0,27,200,TRUE
Rhodospiza obsoleta|Shaanxi|2010,0,40,200,TRUE
Sasia ochracea|Guangdong|2013,0,34,200,TRUE
Sasia ochracea|Hunan|2017,0,53,200,TRUE
Saxicola ferreus|Tianjin|2019,0,0,200,FALSE
Sitta cinnamoventris|Tibet|2016,1,39,200,TRUE
Sitta formosa|Tibet|2019,1,65,200,TRUE
Sitta villosa|Heilongjiang|2005,0,0,200,FALSE
Sitta villosa|Shandong|2023,1,30,200,TRUE
Sittiparus varius|Shanghai|2012,0,0,200,FALSE
Spilopelia chinensis|Inner Mongolia|2004,0,0,200,FALSE
Spilopelia chinensis|Jilin|2016,0,105,200,TRUE
Spilopelia senegalensis|Gansu|2020,0,46,200,TRUE
Spilornis cheela|Heilongjiang|2010,0,37,200,TRUE
Spilornis cheela|Shanghai|2015,0,0,200,FALSE
Spinus spinus|Xinjiang|2010,0,15,200,TRUE
Spizixos semitorques|Beijing|2019,0,15,200,TRUE
Spizixos semitorques|Hebei|2019,0,14,200,TRUE
Spizixos semitorques|Shandong|2011,0,41,200,TRUE
Spodiopsar cineraceus|Tibet|2016,1,29,200,TRUE
Spodiopsar sericeus|Gansu|2015,1,80,200,TRUE
Spodiopsar sericeus|Jilin|2019,0,67,200,TRUE
Spodiopsar sericeus|Liaoning|2007,0,0,200,FALSE
Spodiopsar sericeus|Ningxia|2016,1,0,200,TRUE
Stachyris humei|Tibet|2014,1,19,200,TRUE
Staphida torqueola|Gansu|2021,0,68,200,TRUE
Streptopelia decaocto|Heilongjiang|2005,0,0,200,FALSE
Sturnia sinensis|Jiangsu|2018,0,10,200,TRUE
Sturnus vulgaris|Heilongjiang|2007,0,0,200,FALSE
Sturnus vulgaris|Inner Mongolia|2013,0,27,200,TRUE
Sturnus vulgaris|Shaanxi|2012,0,60,200,TRUE
Suthora fulvifrons|Hubei|2017,1,3,200,TRUE
Syrmaticus humiae|Yunnan|2017,0,57,200,TRUE
Syrmaticus reevesii|Guangxi|2020,1,9,200,TRUE
Tarsiger chrysaeus|Guizhou|2019,0,28,200,TRUE
Tarsiger chrysaeus|Henan|2023,0,115,200,TRUE
Tarsiger chrysaeus|Hunan|2022,1,34,200,TRUE
Tarsiger indicus|Shaanxi|2015,1,30,200,TRUE
Temnurus temnurus|Guangdong|2020,0,2,200,TRUE
Tephrodornis virgatus|Zhejiang|2019,0,17,200,TRUE
Thalasseus bergii|Shanghai|2011,0,0,200,FALSE
Timalia pileata|Jiangxi|2003,0,105,200,TRUE
Tragopan caboti|Anhui|2018,0,10,200,TRUE
Tragopan temminckii|Henan|2017,1,86,200,TRUE
Treron curvirostra|Guangdong|2022,0,4,200,TRUE
Treron sieboldii|Henan|2022,1,7,200,TRUE
Treron sieboldii|Jiangxi|2004,0,29,200,TRUE
Treron sieboldii|Zhejiang|2020,1,9,200,TRUE
Treron sphenurus|Guangdong|2022,0,1,200,TRUE
Turdus boulboul|Anhui|2022,0,4,200,TRUE
Turdus boulboul|Fujian|2019,1,4,200,TRUE
Turdus boulboul|Henan|2016,1,159,200,TRUE
Turdus boulboul|Hunan|2009,0,75,200,TRUE
Turdus boulboul|Jiangxi|2017,0,35,200,TRUE
Turdus boulboul|Ningxia|2018,1,152,200,TRUE
Turdus boulboul|Shaanxi|2006,0,54,200,TRUE
Turdus boulboul|Tibet|2019,0,51,200,TRUE
Turdus boulboul|Zhejiang|2021,0,7,200,TRUE
Turdus cardis|Beijing|2013,0,6,200,TRUE
Turdus cardis|Shaanxi|2019,0,13,200,TRUE
Turdus feae|Anhui|2022,0,6,200,TRUE
Turdus feae|Guizhou|2015,1,63,200,TRUE
Turdus feae|Sichuan|2012,0,54,200,TRUE
Turdus mandarinus|Beijing|2007,0,0,200,FALSE
Turdus mandarinus|Ningxia|2016,0,0,200,FALSE
Turdus pilaris|Heilongjiang|2010,1,48,200,TRUE
Turdus pilaris|Shaanxi|2022,0,27,200,TRUE
Turdus rubrocanus|Henan|2019,1,132,200,TRUE
Turdus rubrocanus|Inner Mongolia|2021,1,24,200,TRUE
Turdus rubrocanus|Jiangxi|2017,1,38,200,TRUE
Turdus rubrocanus|Shanxi|2016,0,6,200,TRUE
Turdus ruficollis|Jiangsu|2013,0,8,200,TRUE
Turdus ruficollis|Tianjin|2005,0,0,0,FALSE
Turdus viscivorus|Gansu|2018,0,49,200,TRUE
Turdus viscivorus|Inner Mongolia|2019,0,26,200,TRUE
Turdus viscivorus|Ningxia|2021,1,59,200,TRUE
Turnix suscitator|Anhui|2023,0,7,200,TRUE
Turnix suscitator|Zhejiang|2021,0,7,200,TRUE
Tyto longimembris|Hebei|2004,0,36,200,TRUE
Urile pelagicus|Jiangsu|2023,0,3,200,TRUE
Urosphena squameiceps|Anhui|2013,0,7,200,TRUE
Vanellus indicus|Chongqing|2017,0,19,200,TRUE
Yuhina nigrimenta|Gansu|2016,0,69,200,TRUE
Yuhina nigrimenta|Shaanxi|2006,0,62,200,TRUE
Zoothera dixoni|Hubei|2019,1,8,200,TRUE
Zoothera dixoni|Hunan|2015,1,66,200,TRUE
Zoothera mollissima|Hunan|2012,1,142,200,TRUE
Zoothera mollissima|Shaanxi|2004,0,74,200,TRUE
Zoothera monticola|Tibet|2019,0,50,200,TRUE
Zoothera monticola|Yunnan|2007,0,49,200,TRUE
Zosterops erythropleurus|Qinghai|2017,1,29,200,TRUE
