threshold_km,n,events,species,AIC,R2_conditional,AUC_conditional,HR_effort,P_effort,HR_change,P_change,HR_var,P_var,HR_int,P_int,b_effort,b_change,b_var,b_int
50,175901,649,392,8313.15361099188,0.401926471200508,0.854304909888385,1.4038169859134,2.89651690863056e-08,1.36164754167317,8.33903878612454e-08,0.995095739809156,0.91565385817717,0.84924794872335,0.00365005267236242,0.339194945193539,0.308695394262358,-0.00491632553875464,-0.163404087342241
100,165135,649,392,8222.92528890338,0.418211235442351,0.861019489634206,1.40503279504023,2.99923868077491e-08,1.37590541618651,5.66095032719405e-08,0.995397804788633,0.921199493287554,0.850724133801374,0.00414829142438342,0.340060644178942,0.31911199891202,-0.00461281791611966,-0.161667370058191
200,155435,649,392,8135.77320500794,0.437657969097096,0.867282662357407,1.41060359860605,2.41921909082148e-08,1.37172237575755,1.47374700582169e-07,0.995651719591521,0.925829018079957,0.849681219589685,0.00395732063043706,0.34401769690598,0.316067158797221,-0.00435776167451877,-0.162894035618122
