cluster,term,n_dropped,observed_HR,model_lo,model_hi,boot_lo,boot_hi,boot_se,model_se,se_ratio,n_boot
species,clim_change_z,3,1.36604156587654,1.21776204379993,1.53237618893056,1.20929293582974,1.51906058411707,0.0557750717416477,0.0586236763888349,0.951408631756677,297
species,effort_z,3,1.41361086045284,1.25685737988538,1.5899144141338,1.26976017701539,1.57296210548744,0.0515862869413799,0.0599657461059532,0.860262571405888,297
species,clim_var_z,3,0.995020116485783,0.909577893788083,1.08848845049224,0.931625851731294,1.11313603592079,0.0476801568544301,0.0458073038827433,1.04088546613616,297
species,clim_change_z:effort_z,3,0.846498598616864,0.757798568638658,0.945580932869237,0.72419446238363,0.935481781397044,0.0658791582606664,0.0564749675123266,1.16651963095485,297
province,clim_change_z,0,1.36604156587654,1.21776204379993,1.53237618893056,1.19568660877751,1.72153740677532,0.0902987010360861,0.0586236763888349,1.54031112680753,300
province,effort_z,0,1.41361086045284,1.25685737988538,1.5899144141338,1.20747420259058,1.76194215106733,0.0952631372086313,0.0599657461059532,1.58862589719656,300
province,clim_var_z,0,0.995020116485783,0.909577893788083,1.08848845049224,0.903592917953975,1.13071327941273,0.062720938053596,0.0458073038827433,1.369234439428,300
province,clim_change_z:effort_z,0,0.846498598616864,0.757798568638658,0.945580932869237,0.741639792446473,0.994380889006041,0.0712469291596707,0.0564749675123266,1.26156653643262,300
