level,province,model,n_event,rank_pct,top1,top3,top10pct
county,Hebei,XGBoost(类平衡),6,0.219246031746032,0,0,0.333333333333333
county,Jiangsu,XGBoost(类平衡),29,0.327227011494253,0.0689655172413793,0.137931034482759,0.344827586206897
county,Tibet,XGBoost(类平衡),48,0.332207207207207,0.0208333333333333,0.0416666666666667,0.0833333333333333
county,Ningxia,XGBoost(类平衡),19,0.555023923444976,0.0526315789473684,0.157894736842105,0.157894736842105
county,Xinjiang,XGBoost(类平衡),15,0.412578616352201,0,0,0.133333333333333
county,Inner Mongolia,XGBoost(类平衡),28,0.32004160887656,0.0714285714285714,0.285714285714286,0.321428571428571
county,Heilongjiang,XGBoost(类平衡),15,0.514600550964187,0,0,0.133333333333333
county,Gansu,XGBoost(类平衡),35,0.335632183908046,0,0.0571428571428571,0.257142857142857
county,Liaoning,XGBoost(类平衡),11,0.362658846529814,0,0.0909090909090909,0.272727272727273
county,Anhui,XGBoost(类平衡),28,0.314285714285714,0,0,0.214285714285714
county,Henan,XGBoost(类平衡),27,0.162681669010783,0.037037037037037,0.333333333333333,0.62962962962963
county,Jilin,XGBoost(类平衡),13,0.247435897435897,0,0.0769230769230769,0.307692307692308
county,Jiangxi,XGBoost(类平衡),14,0.336428571428571,0,0,0.0714285714285714
county,Shandong,XGBoost(类平衡),17,0.285899653979239,0,0,0.294117647058824
county,Chongqing,XGBoost(类平衡),11,0.361244019138756,0,0.0909090909090909,0.0909090909090909
county,Guizhou,XGBoost(类平衡),23,0.471343873517787,0,0.0434782608695652,0.217391304347826
county,Shanghai,XGBoost(类平衡),13,0.206730769230769,0.307692307692308,0.692307692307692,0.538461538461538
county,Zhejiang,XGBoost(类平衡),23,0.336215415019763,0,0.0434782608695652,0.173913043478261
county,Hubei,XGBoost(类平衡),22,0.328331862312445,0.0909090909090909,0.272727272727273,0.5
county,Shaanxi,XGBoost(类平衡),42,0.355362705829996,0,0.119047619047619,0.285714285714286
county,Shanxi,XGBoost(类平衡),7,0.322344322344322,0.142857142857143,0.142857142857143,0.571428571428571
county,Hunan,XGBoost(类平衡),46,0.214005702066999,0.195652173913043,0.41304347826087,0.543478260869565
county,Fujian,XGBoost(类平衡),5,0.485714285714286,0,0.2,0.2
county,Sichuan,XGBoost(类平衡),15,0.327868852459016,0.0666666666666667,0.2,0.4
county,Qinghai,XGBoost(类平衡),23,0.449275362318841,0.0434782608695652,0.0434782608695652,0.0869565217391304
county,Hainan,XGBoost(类平衡),10,0.45,0.1,0.2,0.2
county,Guangxi,XGBoost(类平衡),17,0.373608903020668,0,0.0588235294117647,0.294117647058824
county,Guangdong,XGBoost(类平衡),6,0.394957983193277,0,0,0.166666666666667
county,Yunnan,XGBoost(类平衡),20,0.385271317829457,0,0.05,0.15
