indicator,window,n,events,AIC,HR_change,P_change,HR_effort,P_effort,HR_var,P_var,HR_int,P_int,cor_change_var,sd_change,sd_var,dAIC,ind_lab,star,proxy,treatment,R2_conditional,AUC_conditional,AUC_marginal,b_effort,b_change,b_var,b_int
tavg_annual,20,175901,649,8310.95070849146,1.39643304332344,1.48837451312238e-08,1.39987775187103,3.06713113126806e-08,1.0000016932692,0.999971191251049,0.823324494218752,0.000330950948500261,0.0396801488719948,0.15415453723643,0.360154997655603,0,Annual mean T,***,,,,,,,,,
tavg_annual,15,175901,649,8313.15361099188,1.36164754167317,8.33903878612454e-08,1.4038169859134,2.89651690863056e-08,0.995095739809156,0.91565385817717,0.84924794872335,0.00365005267236242,-0.00581566949011493,0.179344940725948,0.35561002852531,2.20290250042308,Annual mean T,***,,,,,,,,,
tmax_warm,15,175901,649,8319.97098685192,1.29871602704989,2.83111941921862e-06,1.38878789940024,1.07119563855105e-07,0.913092196872485,0.0546030651742622,0.982756692711579,0.744187772355585,-0.0110823622179451,0.295990421198085,0.774841157399654,9.02027836046545,Warmest-month Tmax,***,,,,,,,,,
tmax_warm,20,175901,649,8321.08787034645,1.29503164225504,7.18866750992572e-06,1.38740469094614,1.0686871789173e-07,0.906672834181617,0.0379269591033018,0.975971410998921,0.653954143012465,0.0774348519787706,0.258685051671049,0.765073252485611,10.1371618549874,Warmest-month Tmax,***,,,,,,,,,
tmax_warm,10,175901,649,8326.1133516577,1.24609518247796,8.90421712484084e-05,1.40504186516149,4.54122541752853e-08,0.909693235274155,0.0476219804999312,0.949616412837123,0.315183106471919,-0.00493592298980705,0.337972785183996,0.75577890699631,15.1626431662426,Warmest-month Tmax,***,,,,,,,,,
tavg_annual,10,175901,649,8327.8514269459,1.21277497955454,0.000613392432158084,1.4067312756397,3.39416619968756e-08,1.02214487466341,0.632978890821376,0.846781407584866,0.00195203763706829,-0.00202422619321214,0.204928042873436,0.340835089204242,16.9007184544353,Annual mean T,***,,,,,,,,,
tavg_annual,5,175901,649,8334.74547010848,1.16687433053163,0.00308143421236181,1.39203175633644,8.22817372592171e-08,1.0102091915128,0.824289105225732,0.897275949066271,0.044704290400132,0.0229924154514988,0.244518445153784,0.307624841763943,23.7947616170168,Annual mean T,**,,,,,,,,,
tmax_warm,5,175901,649,8334.82138384253,1.15554643198171,0.00623293510800373,1.3962097035671,5.55064769006124e-08,0.915834112707164,0.0614379560957349,1.02254675287845,0.670788214682523,-0.00126170465216535,0.398237463049477,0.724597025764534,23.8706753510724,Warmest-month Tmax,**,,,,,,,,,
tmin_cold,15,175901,649,8341.64292048875,1.07685056806329,0.129406497340597,1.37689427423961,1.48018418121614e-07,1.03475968575638,0.450436393322774,1.03691456972192,0.459540815955233,0.0262666067357292,0.357073040088844,1.12714440623089,30.6922119972915,Coldest-month Tmin,"",,,,,,,,,
tmin_cold,10,175901,649,8341.87639789271,0.985964311595793,0.771104343599594,1.37806938028373,1.61074632499562e-07,1.06318038271161,0.182153405602905,1.09107124245262,0.118809443141972,-0.0469363960231462,0.415045448773914,1.13626882700777,30.9256894012524,Coldest-month Tmin,"",,,,,,,,,
tmin_cold,20,175901,649,8342.51072291387,1.03447536380458,0.509551104651757,1.37760756849577,1.53470073727114e-07,1.04862011164471,0.298905634933973,1.05085404269829,0.287833260273809,0.00947781955735249,0.305362420576345,1.14856622040154,31.56001442241,Coldest-month Tmin,"",,,,,,,,,
tmin_cold,5,175901,649,8342.98896734705,1.02576045062192,0.594580072737028,1.380039752283,1.25225143214627e-07,1.05354790479266,0.252298795268579,1.06988193932046,0.202492726954784,-0.0707716761293072,0.576469721773277,1.08408387169386,32.0382588555895,Coldest-month Tmin,"",,,,,,,,,
tavg_winter,10,175901,649,8343.16578332493,0.956272938790165,0.345614065039611,1.39228861002592,5.70663712176495e-08,1.03806121817112,0.410930536228696,1.08067515768502,0.195502983059192,-0.017606813968498,0.410178809635586,0.818937803472077,32.2150748334734,Winter mean T,"",,,,,,,,,
tavg_winter,20,175901,649,8344.1133667393,1.00373546887564,0.944467970589098,1.38193900254332,1.1492631240437e-07,1.01370020196873,0.764558880712465,1.05697261128197,0.274882018027304,-0.0272199281601944,0.283923483991217,0.871744766871629,33.1626582478439,Winter mean T,"",,,,,,,,,
tavg_winter,15,175901,649,8344.5136730453,1.02809734449938,0.576811113443906,1.38098502129062,1.13970405328177e-07,1.00635275935086,0.888884106382709,1.03925491632687,0.457018988360908,-0.0474908687610654,0.355989743819037,0.853945247675174,33.5629645538393,Winter mean T,"",,,,,,,,,
tavg_winter,5,175901,649,8344.62783085992,0.984913692421662,0.750540562234739,1.39040993134172,5.94968016466577e-08,1.02907824885175,0.522868070994113,1.05463192509992,0.391696509696928,-0.044796765749545,0.503119432928657,0.780466841939846,33.6771223684627,Winter mean T,"",,,,,,,,,
,,175901,649,8313.15361099188,1.36164754167317,8.33903878612454e-08,1.4038169859134,2.89651690863056e-08,0.995095739809156,0.91565385817717,0.84924794872335,0.00365005267236242,,,,53.2660937975761,,,visits,gap,0.401926471200508,0.854304909888385,0.611678074174077,0.339194945193539,0.308695394262358,-0.00491632553875464,-0.163404087342241
,,181361,657,8431.43199236793,1.36721996619799,4.33788435629292e-08,1.45025362504814,1.71054226573192e-09,1.00951351882361,0.837328217166249,0.847727872354979,0.00348733503026571,,,,171.54447517362,,,visits,zero,0.407410122834638,0.856098364078296,0.614577740460663,0.371738454963148,0.312779456426764,0.00946855028446402,-0.165195599933109
,,181361,657,8433.11976984813,1.36354741184804,5.21409597723763e-08,1.43100277350953,4.55445025204458e-09,1.00929720127478,0.840966268371117,0.850665588382774,0.00389618424488985,,,,173.232252653828,,,visits,imp,0.406737592170226,0.856651275148238,0.614034541111164,0.35837543873423,0.310089694864747,0.00925424832192112,-0.161736190761479
,,175901,649,8309.33862636328,1.35202808969216,1.94849658701863e-07,1.43481918018771,1.32778673971565e-09,0.992813003739972,0.876880879067347,0.869357834789986,0.0116584232641422,,,,49.4511091689765,,,observers,gap,0.399211770068597,0.853378680374858,0.613599946783375,0.361038834434221,0.301605753804474,-0.0072129471316157,-0.140000460809935
,,181361,657,8427.65509614654,1.35573595449879,1.14943257070372e-07,1.47672881845167,8.69625249018526e-11,1.00757209901526,0.870452479312569,0.868528252280224,0.011399441532178,,,,167.767578952231,,,observers,zero,0.404584673567344,0.855194533931223,0.616546962342235,0.389829383748128,0.304344446736105,0.00754357457626618,-0.140955163858593
,,181361,657,8429.11421523061,1.35255803645593,1.35122497736506e-07,1.46081175680258,1.92432761229281e-10,1.00733360369216,0.874481360253588,0.871504049340812,0.0126722263835597,,,,169.226698036306,,,observers,imp,0.403980451644382,0.855697437642706,0.615913603187344,0.378992279020717,0.301997641321327,0.00730684357303006,-0.13753476762917
,,175901,649,8307.30348360955,1.37293758339838,6.12785053045356e-08,1.46323745828964,1.30578651552341e-09,0.993634216246713,0.890752798367028,0.859191595240941,0.00916940103731108,,,,47.4159664152412,,,days,gap,0.407008497748579,0.851939704734327,0.618759578327055,0.380651418019465,0.31695266573675,-0.00638613175463393,-0.151763337350637
,,181361,657,8424.5667815794,1.38050380315852,3.02373215048415e-08,1.51914276083697,6.03794982431046e-11,1.00838672795288,0.856485284772792,0.854045145797075,0.00763770122426527,,,,164.679264385093,,,days,zero,0.413135843216952,0.853329925724482,0.622106522192609,0.418146202631943,0.322448507298089,0.00835175475441955,-0.157771222659814
,,181361,657,8426.32101338889,1.37538029326345,3.98863699735188e-08,1.49734845473978,1.40836729844287e-10,1.00808405980456,0.861626513826623,0.859627141681182,0.00948877541092119,,,,166.433496194586,,,days,imp,0.411845590813486,0.853969307324943,0.621580396266318,0.403695847048306,0.318730269797063,0.00805155883545388,-0.151256539931913
,,171704,645,8259.88751719431,1.32953504034892,4.23990214356495e-07,1.25038683851047,0.000217603992505592,1.00931332956347,0.840841909143446,0.861191630447435,0.00623194099966773,,,,0,,,record,gap,0.392832432565494,0.855386973559375,0.597377966195317,0.223452974246373,0.284829287388918,0.00927022791624894,-0.149438232016355
,,177164,653,8378.87397224119,1.33513231904134,2.1131958349004e-07,1.30971461100695,9.79984205857397e-06,1.02338118379822,0.614484486935415,0.861608049631133,0.00719047331956654,,,,118.986455046883,,,record,zero,0.398992694260706,0.857550778606057,0.600386999381259,0.269809259286222,0.289030402327377,0.0231120312497495,-0.148954810529083
,,177164,653,8381.80556172465,1.32924823568002,2.84940224326896e-07,1.27354490889563,6.03072869606506e-05,1.02318264750478,0.61744154469787,0.866657561234025,0.00848211068488297,,,,121.918044530345,,,record,imp,0.398592805724352,0.858289671165937,0.598685358429328,0.241804278966085,0.284613546096573,0.0229180120933193,-0.143111349964298
