grid_id,province,warm_trend_dec,warm_delta_c,tmean_1980_2000,tmean_2002_2024
420,Hunan,0.242237591382227,0.545186323861245,16.5345240793531,17.0797104032143
421,Hunan,0.240678531575423,0.539665312582738,15.639682792955,16.1793481055377
422,Hunan,0.243379454511689,0.547463770752692,16.5500002607467,17.0974640314994
423,Hunan,0.286308739313075,0.66456172501654,16.7242066680439,17.3887683930604
424,Hunan,0.285298637460081,0.669737762587086,17.7563494907485,18.4260872533356
425,Hunan,0.286824785254741,0.673895866892266,18.0126986513062,18.6865945181985
426,Hunan,0.341326306486108,0.796963401668396,18.2599209225367,19.0568843242051
427,Hunan,0.277547220834054,0.57229129563866,17.768651018067,18.3409423137057
428,Hunan,0.277953443686377,0.548291910221202,17.173809808398,17.7221017186193
429,Jiangxi,0.283300411716908,0.561180148723619,16.896428849962,17.4576089986856
430,Jiangxi,0.294367622036026,0.586111193817178,18.6722224572348,19.258333651052
431,Jiangxi,0.341194557394957,0.778036568516953,18.456746349259,19.234782917776
432,Jiangxi,0.234563029173649,0.443340234874945,18.8099209183738,19.2532611532488
433,Jiangxi,0.287867810781661,0.616287085251447,18.4876986666331,19.1039857518846
434,Fujian,0.290788323407011,0.621652899403838,18.0468257173659,18.6684786167698
435,Fujian,0.29071146843985,0.62368876971896,18.5317463155777,19.1554350852966
436,Fujian,0.293566095813304,0.633229823175011,18.2761907880268,18.9094206112019
437,Fujian,0.294609129350334,0.63773289600514,18.5619050888788,19.199637984884
438,Fujian,0.295531426755598,0.645410696336363,18.4111113188759,19.0565220152122
439,Fujian,0.295959565741063,0.649050996005741,18.6650797317898,19.3141307277956
440,Fujian,0.289547644951492,0.609972350427903,19.4853177713969,20.0952901218248
441,Yunnan,0.244499330752032,0.633454101261718,11.0694446611026,11.7028987623643
442,Yunnan,0.23902063321062,0.621187019257649,10.2063493917859,10.8275364110435
443,Yunnan,0.309189744054825,0.774275419093392,9.73333346323362,10.507608882327
444,Yunnan,0.293566104000108,0.737508650491202,10.2186509718498,10.956159622341
445,Yunnan,0.274791407726499,0.697205006870588,11.1654763940781,11.8626814009487
446,Sichuan,0.295772940718818,0.756642500600629,11.7611113682626,12.5177538688632
447,Sichuan,0.276943336833607,0.699758425344673,13.4361113782913,14.135869803636
