prov_cn,prov_km2,pa_km2,year,frac_pa
460000,43080.9900364887,1368.55228206154,2017,0.0317669645219946
220000,191587.081583656,12125.2595576806,2017,0.0632885028439984
210000,145287.062854837,3078.02501178267,2017,0.021185816213093
120000,11392.3898513189,408.287673193777,2017,0.0358386325013719
630000,695938.6544018,68541.491002119,2017,0.0984878344787938
610000,204998.319067571,11397.9098850304,2017,0.0556000163165899
150000,1142761.87223905,89023.5536475114,2017,0.0779021035004299
500000,82385.4969649095,2502.53613447717,2017,0.0303759305541735
130000,186599.667718384,2674.07183167452,2017,0.0143305283678759
310000,6182.81738595144,0,2017,0
110000,16197.1667597319,298.752132928851,2017,0.0184447155086151
710000,40903.8534422188,0,2017,0
810000,1288.62501088332,0,2017,0
510000,485131.529377545,51906.1113499161,2017,0.106993893834348
620000,421123.651133805,80027.9334789316,2017,0.190034288654816
820000,60.7617837309977,0,2017,0
230000,451084.570674823,24474.5031354124,2018,0.0542570168134958
650000,1627343.61964449,184031.921019977,2018,0.113087315302333
140000,155942.383568924,1431.00698769405,2018,0.00917651093271617
640000,51198.1261574061,6558.379734887,2018,0.1280980423917
540000,1198514.53429661,378786.405118118,2018,0.31604656787948
370000,155045.020700642,1937.30461577102,2018,0.0124951101752022
410000,163635.184918568,7965.88632088107,2018,0.0486807670663571
320000,100834.150894034,2540.41996704321,2018,0.0251940433327287
340000,141224.668324945,10125.6443005825,2018,0.071698835767731
420000,186164.909824594,4229.9527014774,2018,0.0227215360051628
330000,100488.309790717,848.044387789473,2018,0.0084392342706894
360000,169215.433114737,3230.73536600535,2018,0.0190924391855838
430000,211565.974059089,8099.50313833832,2018,0.0382835811588312
530000,385468.898026504,14577.8899253588,2018,0.0378185892558222
520000,175616.831238234,3169.60807956554,2018,0.0180484299666345
350000,122346.250901022,2534.10798132153,2018,0.0207125920300706
450000,266663.798498258,5816.55505587687,2018,0.0218123160647727
440000,202775.329391037,1970.78490887842,2018,0.00971905662684393
460000,43080.9900364887,1368.55228206154,2018,0.0317669645219946
220000,191587.081583656,12125.2595576806,2018,0.0632885028439984
210000,145287.062854837,3078.02501178267,2018,0.021185816213093
120000,11392.3898513189,408.287673193777,2018,0.0358386325013719
