species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,grid_id
Spodiopsar cineraceus,Tibet,2016,discovery_date,2016,2018,2,91.56,29.84,TRUE,TRUE,西藏雅鲁藏布江中游河谷黑颈鹤,national,野生动物,1993,0,859
Spodiopsar sericeus,Gansu,2015,discovery_date,2015,2015,0,105.49,33,TRUE,FALSE,裕河金丝猴,provincial,野生动物,2002,0,1335
Spodiopsar sericeus,Jilin,2019,discovery_date,2019,2025,6,123.79,44.23,FALSE,FALSE,腰井子羊草草原,provincial,草原草甸,1986,44.9487694566975,3336
Spodiopsar sericeus,Liaoning,2007,discovery_date,2007,2014,7,124.15,39.97,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,15.5598470987885,2722
Spodiopsar sericeus,Ningxia,2016,discovery_date,2016,2024,8,105.05,37.47,TRUE,TRUE,宁夏沙坡头国家级自然保护区,national,荒漠生态,1984,0,2088
Stachyris humei,Tibet,2014,discovery_date,2014,2015,1,95.47,29.6,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,795
Staphida torqueola,Gansu,2021,discovery_date,2021,2022,1,105.47,32.88,FALSE,FALSE,陕西青木川,national,野生动物,2003,1.61652383767108,1257
Streptopelia decaocto,Heilongjiang,2005,discovery_date,2005,2006,1,125.26,49.1,FALSE,FALSE,茂山林场,local,野生动物,1992,68.4998258150478,3702
Sturnia sinensis,Jiangsu,2018,discovery_date,2018,2019,1,119.78,33.86,FALSE,FALSE,大洞山,local,森林生态,2001,53.8490352488847,1596
Sturnus vulgaris,Heilongjiang,2007,discovery_date,2007,2008,1,124.22,47.2,FALSE,FALSE,傲宝山水禽湿地,local,野生动物,1989,17.3921775039368,3554
Sturnus vulgaris,Inner Mongolia,2013,discovery_date,2013,2014,1,121.5,51.33,FALSE,FALSE,内蒙古大兴安岭汗马,national,森林生态,1979,68.9226196903776,3755
Sturnus vulgaris,Shaanxi,2012,discovery_date,2012,2013,1,109.54,34.81,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,46.8661568322927,1654
Suthora fulvifrons,Hubei,2017,discovery_date,2017,2017,0,110.19,31.45,TRUE,TRUE,湖北神农架,national,森林生态,1986,0,1041
Syrmaticus humiae,Yunnan,2017,discovery_date,2017,2022,5,104.37,23.1,FALSE,FALSE,麻栗坡老君山,provincial,森林生态,1981,23.6808526749353,69
Syrmaticus reevesii,Guangxi,2020,discovery_date,2020,2021,1,106.28,24.8,TRUE,TRUE,广西雅长兰科植物,national,野生植物,2005,0,210
Tarsiger chrysaeus,Guizhou,2019,discovery_date,2019,2020,1,106.57,26.29,FALSE,FALSE,乐宽苏铁,local,野生植物,2000,103.462474251606,372
Tarsiger chrysaeus,Henan,2023,discovery_date,2023,2023,0,113.9,35.32,FALSE,FALSE,河南太行山猕猴,national,野生动物,1982,42.0823011139835,1737
Tarsiger chrysaeus,Hunan,2022,discovery_date,2022,2025,3,110.56,29.34,TRUE,TRUE,张家界大鲵国家级自然保护区,national,野生动物,1996,0,753
Tarsiger indicus,Shaanxi,2015,discovery_date,2015,2018,3,107.83,33.67,TRUE,TRUE,陕西佛坪,national,野生动物,1978,0,1418
Temnurus temnurus,Guangdong,2020,discovery_date,2020,2022,2,111.43,21.79,FALSE,FALSE,广东云开山,national,森林生态,2010,50.0864951671745,37
Tephrodornis virgatus,Zhejiang,2019,discovery_date,2019,2020,1,119.87,27.75,FALSE,FALSE,浙江乌岩岭,national,森林生态,1974,4.140089447132,638
Thalasseus bergii,Shanghai,2011,discovery_date,2011,2013,2,121.98,31.29,FALSE,FALSE,上海九段沙湿地国家级自然保护区,national,湿地生态,2000,7.09159159510648,
Timalia pileata,Jiangxi,2003,discovery_date,2003,2011,8,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,226
Tragopan caboti,Anhui,2018,discovery_date,2018,2022,4,118.23,29.43,FALSE,FALSE,浙江古田山,national,野生动物,1975,18.899983564,838
Tragopan temminckii,Henan,2017,discovery_date,2017,2021,4,110.38,34.38,TRUE,TRUE,陕西延安黄龙山褐马鸡,national,野生动物,2001,0,1579
Treron curvirostra,Guangdong,2022,discovery_date,2022,2023,1,112.55,23.17,FALSE,FALSE,广东四会绥江鼋,local,野生动物,1990,23.3652531538391,112
Treron sieboldii,Henan,2022,discovery_date,2022,2024,2,111.3,33.04,TRUE,FALSE,白龟山湿地,provincial,湿地生态,2007,0,1346
Treron sieboldii,Jiangxi,2004,discovery_date,2004,2011,7,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,226
Treron sieboldii,Zhejiang,2020,discovery_date,2020,2021,1,119.67,27.71,TRUE,TRUE,浙江乌岩岭,national,森林生态,1974,0,638
Treron sphenurus,Guangdong,2022,discovery_date,2022,2023,1,112.55,23.17,FALSE,FALSE,广东四会绥江鼋,local,野生动物,1990,23.3652531538391,112
Turdus boulboul,Anhui,2022,discovery_date,2022,2023,1,115.68,31.27,FALSE,FALSE,金寨天马,national,森林生态,1982,0.640206240504117,1125
Turdus boulboul,Fujian,2019,discovery_date,2019,2020,1,117.78,27.86,TRUE,TRUE,江西武夷山,national,森林生态,1981,0,634
Turdus boulboul,Henan,2016,discovery_date,2016,2020,4,111.92,33.5,TRUE,TRUE,河南内乡宝天曼,national,森林生态,1980,0,1426
Turdus boulboul,Hunan,2009,publication_minus_median_lag,2011,2010,1,110.65,28.8,FALSE,FALSE,湖南小溪,national,森林生态,1982,28.6869757200409,620
Turdus boulboul,Jiangxi,2017,discovery_date,2017,2018,1,114.04,26.3,FALSE,FALSE,湖南炎陵桃源洞,national,森林生态,1982,1.01423829112128,387
Turdus boulboul,Ningxia,2018,discovery_date,2018,2019,1,106.35,35.27,TRUE,TRUE,六盘山,national,森林生态,1982,0,1723
Turdus boulboul,Qinghai,2024,discovery_date,2024,2025,1,102.68,35.81,TRUE,TRUE,青海循化孟达,national,森林生态,1980,0,1790
Turdus boulboul,Shaanxi,2006,discovery_date,2006,2007,1,107.98,33.53,FALSE,FALSE,陕西佛坪,national,野生动物,1978,5.14781778241233,1418
Turdus boulboul,Tibet,2019,discovery_date,2019,2020,1,91.96,27.99,FALSE,FALSE,西藏雅鲁藏布江中游河谷黑颈鹤,national,野生动物,1993,118.831099007201,584
Turdus boulboul,Zhejiang,2021,discovery_date,2021,2022,1,119.72,30.25,FALSE,FALSE,浙江天目山,national,野生植物,1986,25.9832503974319,985
Turdus cardis,Beijing,2013,discovery_date,2013,2014,1,116.33,40,FALSE,FALSE,北京百花山,national,森林生态,1985,52.8357873297846,2557
Turdus cardis,Shaanxi,2019,discovery_date,2019,2019,0,109.05,34.32,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,44.488000623224,1576
Turdus feae,Anhui,2022,discovery_date,2022,2024,2,117.27,31.83,FALSE,FALSE,盘台,local,森林生态,2006,126.851848228697,1202
Turdus feae,Guizhou,2015,discovery_date,2015,2016,1,107.15,28.2,TRUE,TRUE,贵州绥阳宽阔水,national,森林生态,1989,0,555
Turdus feae,Sichuan,2012,discovery_date,2012,2012,0,104.07,30.64,FALSE,FALSE,四川龙泉湖,provincial,湿地生态,1998,59.7686606314829,883
Turdus mandarinus,Beijing,2007,discovery_date,2007,2011,4,116.29,40,FALSE,FALSE,北京百花山,national,森林生态,1985,49.5463267209673,2557
Turdus mandarinus,Ningxia,2016,discovery_date,2016,2021,5,106.22,37.35,FALSE,FALSE,宁夏罗山,national,森林生态,1982,1.4177808110932,2015
Turdus pilaris,Heilongjiang,2010,discovery_date,2010,2012,2,125.14,51.14,TRUE,TRUE,黑龙江南瓮河,national,湿地生态,1999,0,3761
Turdus pilaris,Shaanxi,2022,discovery_date,2022,2023,1,108.75,34.14,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,29.4687751286407,1498
Turdus rubrocanus,Henan,2019,discovery_date,2019,2020,1,114.25,31.94,TRUE,TRUE,河南董寨鸟类,national,野生动物,1982,0,1196
Turdus rubrocanus,Inner Mongolia,2021,discovery_date,2021,2023,2,103.7,38.3,TRUE,FALSE,巴丹吉林沙漠湖泊,provincial,湿地生态,1999,0,2240
Turdus rubrocanus,Jiangxi,2017,discovery_date,2017,2018,1,115.28,29.01,TRUE,TRUE,江西九岭山,national,森林生态,1997,0,762
Turdus rubrocanus,Shanxi,2016,discovery_date,2016,2018,2,111.92,37.65,FALSE,FALSE,山西庞泉沟,national,野生动物,1980,41.8524110063729,2100
Turdus ruficollis,Jiangsu,2013,discovery_date,2013,2021,8,119.49,31.55,FALSE,FALSE,盘台,local,森林生态,2006,32.2008441481925,1206
Turdus ruficollis,Tianjin,2005,discovery_date,2005,2006,1,117.1,38.91,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,48.2309122991897,2414
Turdus viscivorus,Gansu,2018,discovery_date,2018,2019,1,98.53,39.75,FALSE,FALSE,甘肃祁连山,national,森林生态,1987,26.7240302420585,2454
Turdus viscivorus,Inner Mongolia,2019,discovery_date,2019,2023,4,101.07,42.13,FALSE,FALSE,内蒙古额济纳胡杨林,national,荒漠生态,1986,5.45549260424817,2849
Turdus viscivorus,Ningxia,2021,discovery_date,2021,2023,2,106.02,38.75,TRUE,TRUE,宁夏贺兰山,national,森林生态,1982,0,2322
Turnix suscitator,Anhui,2023,discovery_date,2023,2025,2,117.09,30.26,FALSE,FALSE,安徽升金湖,national,湿地生态,1986,2.83463602201901,980
Turnix suscitator,Zhejiang,2021,discovery_date,2021,2023,2,121.02,28.86,FALSE,FALSE,夹溪,local,森林生态,1994,47.1440110891556,844
Tyto longimembris,Hebei,2004,discovery_date,2004,2005,1,117.5,38.15,FALSE,FALSE,河北黄骅古贝壳堤,provincial,古生物遗迹,1995,23.0080517000072,2341
Urile pelagicus,Jiangsu,2023,discovery_date,2023,2024,1,121.54,31.77,FALSE,FALSE,上海崇明东滩鸟类,national,野生动物,1998,37.7363984540172,1287
Urosphena squameiceps,Anhui,2013,discovery_date,2013,2017,4,118.5,31.69,FALSE,FALSE,盘台,local,森林生态,2006,47.0606967263073,1204
Vanellus indicus,Chongqing,2017,discovery_date,2017,2019,2,106.68,29.74,FALSE,FALSE,白市驿,local,野生动物,1998,23.6344558903939,745
Yuhina nigrimenta,Gansu,2016,discovery_date,2016,2017,1,105.38,32.88,FALSE,FALSE,裕河金丝猴,provincial,野生动物,2002,0.0211095522388142,1257
Yuhina nigrimenta,Shaanxi,2006,discovery_date,2006,2007,1,107.25,32.55,FALSE,FALSE,陕西龙池,provincial,森林生态,2002,9.19661878903636,1260
Zoothera dixoni,Hubei,2019,discovery_date,2019,2020,1,109.71,29.99,TRUE,TRUE,湖北七姊妹山,national,森林生态,1990,0,822
Zoothera dixoni,Hunan,2015,discovery_date,2015,2016,1,110.1,29.78,TRUE,TRUE,湖南八大公山,national,森林生态,1986,0,823
Zoothera mollissima,Hunan,2012,discovery_date,2012,2014,2,110.74,29.87,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Zoothera mollissima,Shaanxi,2004,discovery_date,2004,2007,3,107.89,34.1,FALSE,FALSE,陕西太白山,national,森林生态,1965,13.1175377818022,1496
Zoothera monticola,Tibet,2019,discovery_date,2019,2020,1,91.96,27.99,FALSE,FALSE,西藏雅鲁藏布江中游河谷黑颈鹤,national,野生动物,1993,118.831099007201,584
Zoothera monticola,Yunnan,2007,discovery_date,2007,2007,0,97.83,24.02,FALSE,FALSE,德党后山水源林,local,森林生态,1984,130.913902310892,154
Zosterops erythropleurus,Qinghai,2017,discovery_date,2017,2019,2,102.67,35.8,TRUE,TRUE,青海循化孟达,national,森林生态,1980,0,1790
