species,province,year,date_source,disc_year,pub_year,lag,longitude,latitude,in_pa,in_pa_national,nearest_pa_name,nearest_pa_level,nearest_pa_type,nearest_pa_year,dist_to_pa_km,grid_id
Dicaeum cruentatum,Jiangxi,2008,discovery_date,2008,2011,3,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,226
Dicaeum ignipectus,Henan,2013,discovery_date,2013,2016,3,111.64,33.76,FALSE,FALSE,河南伏牛山,national,森林生态,1982,2.18205071737794,1503
Dicaeum minullum,Jiangxi,2003,discovery_date,2003,2011,8,114.38,24.49,FALSE,FALSE,江西九连山,national,森林生态,1981,2.17920452401146,226
Dicrurus annectens,Tibet,2014,discovery_date,2014,2015,1,94.85,30.35,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,938
Dicrurus hottentottus,Heilongjiang,2009,discovery_date,2009,2010,1,126.66,45.74,FALSE,FALSE,团山子,local,森林生态,1998,58.5980467840502,3491
Dicrurus hottentottus,Qinghai,2013,discovery_date,2013,2015,2,100.81,36.63,FALSE,FALSE,青海湖,national,野生动物,1975,0.0629592016170444,1933
Dicrurus remifer,Tibet,2019,discovery_date,2019,2019,0,95.34,29.3,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Egretta eulophotes,Tianjin,2004,discovery_date,2004,2006,2,117.81,39.26,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,15.0400348331203,
Egretta garzetta,Tibet,2013,discovery_date,2013,2015,2,97.82,30.17,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,78.7644638104407,871
Elachura formosa,Hubei,2017,discovery_date,2017,2019,2,113.85,29.32,FALSE,FALSE,湖北九宫山,national,森林生态,1981,52.3302658908261,759
Elachura formosa,Tibet,2019,discovery_date,2019,2019,0,95.28,29.32,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Elanus caeruleus,Beijing,2013,discovery_date,2013,2013,0,116.17,39.99,FALSE,FALSE,北京百花山,national,森林生态,1985,39.4641603747012,2557
Elanus caeruleus,Gansu,2022,discovery_date,2022,2025,3,106.71,35.55,FALSE,FALSE,甘肃太统-崆峒山,national,森林生态,1982,11.0039340280756,1724
Elanus caeruleus,Henan,2013,discovery_date,2013,2014,1,113.74,33.54,FALSE,FALSE,河南伏牛山,national,森林生态,1982,134.424704237913,1429
Elanus caeruleus,Inner Mongolia,2022,discovery_date,2022,2023,1,106.78,39.73,FALSE,FALSE,内蒙古西鄂尔多斯,national,野生植物,1986,19.0152248674018,2468
Elanus caeruleus,Liaoning,2019,discovery_date,2019,2021,2,121.14,38.73,TRUE,TRUE,蛇岛老铁山,national,野生动物,1980,0,
Elanus caeruleus,Shaanxi,2016,discovery_date,2016,2016,0,109.06,34.44,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,58.0658615130678,1576
Elanus caeruleus,Sichuan,2015,discovery_date,2015,2016,1,101.89,26.47,FALSE,FALSE,四川攀枝花苏铁,national,野生植物,1983,33.1947156719109,363
Elanus caeruleus,Tianjin,2004,discovery_date,2004,2006,2,117.11,39.17,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,27.325539295273,2486
Emberiza buchanani,Qinghai,2014,discovery_date,2014,2017,3,90.85,35.25,TRUE,TRUE,青海可可西里,national,野生动物,1995,0,1769
Emberiza citrinella,Qinghai,2014,discovery_date,2014,2017,3,90.86,35.26,TRUE,TRUE,青海可可西里,national,野生动物,1995,0,1769
Emberiza elegans,Heilongjiang,2021,discovery_date,2021,2025,4,128.57,46.13,FALSE,FALSE,黑龙江方正莲花湖,local,野生植物,1998,38.4803071748206,3525
Emberiza elegans,Qinghai,2014,discovery_date,2014,2017,3,102.67,35.8,TRUE,TRUE,青海循化孟达,national,森林生态,1980,0,1790
Emberiza elegans,Tibet,2023,discovery_date,2023,2024,1,98.29,28.56,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,56.3829968328999,596
Emberiza godlewskii,Heilongjiang,2015,discovery_date,2015,2016,1,125.25,49.09,FALSE,FALSE,茂山林场,local,野生动物,1992,67.3624144286867,3702
Emberiza godlewskii,Hunan,2009,publication_minus_median_lag,2012,2010,1,110.72,30.03,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Emberiza hortulana,Inner Mongolia,2010,discovery_date,2010,2023,13,108.57,38.98,FALSE,FALSE,内蒙古西鄂尔多斯,national,野生植物,1986,98.5023096508344,2326
Emberiza leucocephalos,Anhui,2012,discovery_date,2012,2013,1,115.6,33.25,FALSE,FALSE,上涉湖湿地,local,湿地生态,2006,163.833311703928,1432
Emberiza pallasi,Guizhou,2014,discovery_date,2014,2014,0,104.25,26.85,TRUE,TRUE,贵州草海,national,湿地生态,1985,0,410
Emberiza pusilla,Tibet,2013,discovery_date,2013,2014,1,97.83,29.69,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,49.7967637250681,799
Emberiza rustica,Guizhou,2023,discovery_date,2023,2024,1,106.63,26.64,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,102.890174427268,372
Emberiza siemsseni,Jiangsu,2023,discovery_date,2023,2024,1,118.83,31.64,FALSE,FALSE,固城湖,local,野生动物,1987,36.3696055077894,1205
Emberiza siemsseni,Jiangxi,2011,discovery_date,2011,2013,2,116.25,28.75,FALSE,FALSE,江西鄱阳湖南矶湿地,national,湿地生态,1997,14.5758046229228,695
Emberiza siemsseni,Qinghai,2014,discovery_date,2014,2017,3,101.78,36.6,FALSE,FALSE,甘肃连城,national,森林生态,2001,72.7306833264661,1934
Emberiza yessoensis,Anhui,2016,discovery_date,2016,2017,1,117.44,32.29,FALSE,FALSE,铁山寺,local,森林生态,1990,111.538754550242,1279
Emberiza yessoensis,Hubei,2014,discovery_date,2014,2014,0,112.36,30.37,FALSE,FALSE,湖北天鹅洲故道白暨豚国家级自然保护区,national,野生动物,1992,66.7480003695613,899
Emberiza yessoensis,Hunan,2014,discovery_date,2014,2016,2,112.9,28.32,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,37.470759129568,624
Enicurus leschenaulti,Inner Mongolia,2014,discovery_date,2014,2015,1,108.85,38.2,FALSE,FALSE,宁夏盐池哈巴湖,national,湿地生态,1998,109.674622452147,2171
Enicurus maculatus,Guizhou,2020,discovery_date,2020,2024,4,105.93,28.33,FALSE,FALSE,长江上游珍稀、特有鱼类,national,野生动物,1997,2.4722807148495,553
Enicurus maculatus,Zhejiang,2018,discovery_date,2018,2018,0,119.67,27.71,TRUE,TRUE,浙江乌岩岭,national,森林生态,1974,0,638
Enicurus schistaceus,Anhui,2020,discovery_date,2020,2024,4,118.2,29.87,FALSE,FALSE,盘台,local,森林生态,2006,57.1234728176159,910
Erpornis zantholeuca,Tibet,2019,discovery_date,2019,2019,0,95.34,29.3,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Eudynamys scolopaceus,Liaoning,2017,discovery_date,2017,2018,1,120.38,40.55,FALSE,FALSE,辽宁葫芦岛市白狼山,national,森林生态,2001,41.873978063763,2799
Eudynamys scolopaceus,Qinghai,2023,discovery_date,2023,2024,1,90.86,38.25,FALSE,FALSE,新疆罗布泊野骆驼国家级自然保护区,national,荒漠生态,1986,45.6100523333982,2296
Eudynamys scolopaceus,Shanxi,2019,discovery_date,2019,2020,1,111.92,35.42,TRUE,TRUE,山西历山,national,森林生态,1983,0,1733
Eudynamys scolopaceus,Tibet,2015,discovery_date,2015,2016,1,86.6,30.53,FALSE,FALSE,西藏色林错黑颈鹤,national,野生动物,1993,139.839109696245,1070
Eumyias thalassinus,Gansu,2019,discovery_date,2019,2020,1,105.38,32.87,TRUE,FALSE,裕河金丝猴,provincial,野生动物,2002,0,1257
Eumyias thalassinus,Hainan,2018,discovery_date,2018,2019,1,109.68,18.86,FALSE,FALSE,海南五指山,national,森林生态,1985,0.208384063336821,6
Eumyias thalassinus,Inner Mongolia,2019,discovery_date,2019,2023,4,105.81,38.66,FALSE,FALSE,内蒙古贺兰山,national,森林生态,1992,0.488205100518178,2243
Eumyias thalassinus,Jiangsu,2016,discovery_date,2016,2019,3,120.4,31.99,FALSE,FALSE,镇江长江豚类,provincial,野生动物,2002,45.2520529307699,1285
Eumyias thalassinus,Qinghai,2017,discovery_date,2017,2019,2,102.68,35.81,TRUE,TRUE,青海循化孟达,national,森林生态,1980,0,1790
Eumyias thalassinus,Tianjin,2018,discovery_date,2018,2018,0,117.47,38.71,FALSE,FALSE,河北南大港湿地和鸟类,provincial,湿地生态,1995,16.8067122970505,2414
Falco cherrug,Yunnan,2016,discovery_date,2016,2018,2,99.92,26.47,FALSE,FALSE,石宝山,local,森林生态,1988,14.3246923405754,359
Falco severus,Tibet,2013,discovery_date,2013,2014,1,95.28,29.32,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Ficedula albicilla,Tibet,2016,discovery_date,2016,2017,1,95.16,29.25,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Ficedula elisae,Hunan,2019,discovery_date,2019,2021,2,113,28.21,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,51.1642850604904,567
Ficedula elisae,Jiangxi,2010,discovery_date,2010,2012,2,114.16,26.57,TRUE,TRUE,江西井冈山,national,森林生态,1981,0,429
Ficedula elisae,Shanghai,2013,discovery_date,2013,2018,5,121.48,31.72,FALSE,FALSE,上海崇明东滩鸟类,national,野生动物,1998,40.452799228092,1287
Ficedula erithacus,Guizhou,2021,discovery_date,2021,2024,3,104.9,25.09,FALSE,FALSE,云南富源十八连山,provincial,野生植物,1985,19.5920102130498,248
Ficedula erithacus,Hebei,2015,discovery_date,2015,2016,1,113.83,38.75,TRUE,TRUE,河北驼梁,national,森林生态,2001,0,2335
Ficedula hyperythra,Chongqing,2007,discovery_date,2007,2009,2,108.89,29.32,FALSE,FALSE,黔江小南海湿地,local,湿地生态,2011,34.1212521701289,680
Ficedula hyperythra,Hunan,2017,discovery_date,2017,2022,5,110.57,30.05,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Ficedula hyperythra,Shaanxi,2006,discovery_date,2006,2007,1,107.98,33.53,FALSE,FALSE,陕西佛坪,national,野生动物,1978,5.14781778241233,1418
Ficedula mugimaki,Guizhou,2017,discovery_date,2017,2019,2,106.68,26.54,FALSE,FALSE,贵州金沙冷水河,local,森林生态,1992,115.032020931001,372
Ficedula strophiata,Beijing,2015,discovery_date,2015,2017,2,116.4,39.95,FALSE,FALSE,北京百花山,national,森林生态,1985,57.8880112203743,2557
Ficedula superciliaris,Hubei,2019,discovery_date,2019,2020,1,110.45,31.72,FALSE,FALSE,湖北神农架,national,森林生态,1986,21.0126764689331,1115
Ficedula tricolor,Hunan,2012,discovery_date,2012,2014,2,110.65,30.07,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Ficedula tricolor,Inner Mongolia,2007,discovery_date,2007,2009,2,118.72,44.22,FALSE,FALSE,乌兰坝—石棚沟,provincial,森林生态,1997,4.90937424980032,3236
Ficedula tricolor,Qinghai,2017,discovery_date,2017,2019,2,102.68,35.8,TRUE,TRUE,青海循化孟达,national,森林生态,1980,0,1790
Fringilla coelebs,Gansu,2020,discovery_date,2020,2024,4,98.17,39.07,FALSE,FALSE,甘肃祁连山,national,森林生态,1987,1.01795192555275,2381
Fringilla coelebs,Hubei,2021,discovery_date,2021,2025,4,110.49,29.9,FALSE,FALSE,湖南壶瓶山,national,森林生态,1982,8.8872262212983,823
Fringilla coelebs,Hunan,2017,discovery_date,2017,2023,6,111.18,29.5,FALSE,FALSE,张家界大鲵国家级自然保护区,national,野生动物,1996,55.7245523233202,754
Fringilla coelebs,Jiangsu,2023,discovery_date,2023,2024,1,120.24,31.51,FALSE,FALSE,江苏吴县光福,provincial,森林生态,1981,34.2649566447549,1207
Fringilla coelebs,Qinghai,2015,discovery_date,2015,2017,2,102.23,37.16,FALSE,FALSE,甘肃祁连山,national,森林生态,1987,22.4930515255806,2008
Fringilla coelebs,Yunnan,2016,discovery_date,2016,2017,1,98.74,25.27,TRUE,TRUE,云南高黎贡山,national,森林生态,1983,0,275
Fringilla montifringilla,Ningxia,2010,discovery_date,2010,2011,1,106.63,38.55,FALSE,FALSE,宁夏灵武白芨滩,national,荒漠生态,1985,30.3846223012492,2245
Galerida cristata,Heilongjiang,2006,discovery_date,2006,2010,4,124.65,47.02,FALSE,FALSE,明水湿地,provincial,湿地生态,2007,48.0965106494462,3555
Gallicrex cinerea,Gansu,2017,discovery_date,2017,2020,3,108.53,36.08,FALSE,FALSE,陕西子午岭,national,森林生态,1999,15.4902967385773,1873
Garrulax monileger,Hubei,2015,discovery_date,2015,2016,1,110.48,31.32,FALSE,FALSE,湖北神农架,national,森林生态,1986,7.85334673692884,1041
Garrulax monileger,Jiangsu,2007,discovery_date,2007,2009,2,118.84,32.07,FALSE,FALSE,雨花台,local,地质遗迹,1984,35.0947942954255,1282
Garrulax monileger,Shaanxi,2020,discovery_date,2020,2020,0,108.71,32.67,FALSE,FALSE,重庆大巴山,national,野生植物,1979,55.9513120804461,1263
Gavia arctica,Liaoning,2022,discovery_date,2022,2023,1,123.33,41.83,FALSE,FALSE,大伙房水库水源,provincial,森林生态,1990,54.9822682091954,3020
Gavia arctica,Shaanxi,2017,discovery_date,2017,2018,1,109.15,34.43,FALSE,FALSE,陕西黄龙铺－石门地质剖面,provincial,地质遗迹,1987,56.4236719928598,1577
Gavia arctica,Yunnan,2021,discovery_date,2021,2023,2,99.76,27.59,FALSE,FALSE,云南白马雪山,national,森林生态,1984,34.4418309107948,489
Gelochelidon nilotica,Hubei,2018,discovery_date,2018,2021,3,114.36,30.65,FALSE,FALSE,木兰湖岛湿地,local,湿地生态,1998,12.6189402538308,975
Gelochelidon nilotica,Hunan,2020,discovery_date,2020,2020,0,113.24,28.18,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,63.7795896587046,567
Geokichla citrina,Chongqing,2008,discovery_date,2008,2009,1,109,30.67,FALSE,FALSE,湖北星斗山,national,森林生态,1981,53.5232580310938,893
Geokichla citrina,Jiangxi,2017,discovery_date,2017,2018,1,117.66,27.84,FALSE,FALSE,江西武夷山,national,森林生态,1981,0.202154019654364,634
Glaucidium cuculoides,Beijing,2006,discovery_date,2006,2008,2,116.37,39.91,FALSE,FALSE,北京百花山,national,森林生态,1985,55.1793864013369,2557
Gorsachius melanolophus,Jiangsu,2019,discovery_date,2019,2019,0,119.37,34.75,FALSE,FALSE,江苏云台山森林,provincial,森林生态,1981,6.21787448406946,1747
Gorsachius melanolophus,Shandong,2018,discovery_date,2018,2019,1,118.45,36.68,FALSE,FALSE,引黄济清渠首鸟类,local,野生动物,1992,67.3186051792863,2037
Gracupica nigricollis,Anhui,2007,discovery_date,2007,2010,3,117.22,30.37,FALSE,FALSE,安徽升金湖,national,湿地生态,1986,1.47482164549765,980
Gracupica nigricollis,Chongqing,2006,discovery_date,2006,2006,0,106.5,29.51,FALSE,FALSE,白市驿,local,野生动物,1998,4.0677524812887,745
Gracupica nigricollis,Hainan,2005,discovery_date,2005,2006,1,110.59,19.97,FALSE,FALSE,名人山鸟类,local,野生动物,1997,12.1934551005328,17
Gracupica nigricollis,Shandong,2021,discovery_date,2021,2022,1,122.69,37.4,FALSE,FALSE,山东荣成大天鹅,national,野生动物,1992,10.1313139107035,
Grandala coelicolor,Chongqing,2007,discovery_date,2007,2009,2,107.57,29.27,FALSE,FALSE,重庆金佛山,national,野生植物,1979,18.2306239583129,678
Grus japonensis,Fujian,2024,discovery_date,2024,2024,0,120.17,26.97,FALSE,FALSE,浙江乌岩岭,national,森林生态,1974,57.455468682848,
Grus japonensis,Sichuan,2023,discovery_date,2023,2024,1,105.48,32.67,FALSE,FALSE,甘肃白水江,national,野生动物,1963,8.90833156316544,1257
Grus monacha,Ningxia,2021,discovery_date,2021,2021,0,105.91,37.76,FALSE,FALSE,巴丹吉林沙漠湖泊,provincial,湿地生态,1999,1.77965330896721,2090
Grus nigricollis,Inner Mongolia,2023,discovery_date,2023,2023,0,110.34,40.49,FALSE,FALSE,内蒙古大青山,national,森林生态,1996,24.1222074076998,2624
Gypaetus barbatus,Chongqing,2007,discovery_date,2007,2010,3,107.86,28.98,FALSE,FALSE,贵州沿河麻阳河,national,野生动物,1987,32.9201382528957,679
Gypaetus barbatus,Shaanxi,2023,discovery_date,2023,2024,1,109.94,36.87,FALSE,FALSE,山西五鹿山,national,野生动物,1993,109.547175334539,2022
Gyps himalayensis,Guangxi,2013,discovery_date,2013,2013,0,109.08,21.44,FALSE,FALSE,合浦营盘港－英罗港儒艮,national,野生动物,1986,15.8442041871064,21
Gyps himalayensis,Liaoning,2002,discovery_date,2002,2003,1,121.02,42.05,FALSE,FALSE,辽宁北票大黑山,provincial,森林生态,2000,33.4950649912467,3016
Halcyon coromanda,Shandong,2007,discovery_date,2007,2008,1,119.55,35.47,FALSE,FALSE,江苏云台山森林,provincial,森林生态,1981,89.0294364940549,
Halcyon pileata,Tibet,2017,discovery_date,2017,2018,1,97.49,28.82,FALSE,FALSE,西藏察隅慈巴沟,national,森林生态,1985,34.1236782024599,659
Halcyon smyrnensis,Jiangsu,2006,discovery_date,2006,2010,4,118.62,32.12,FALSE,FALSE,雨花台,local,地质遗迹,1984,51.550641127562,1281
Halcyon smyrnensis,Shandong,2022,discovery_date,2022,2024,2,119.71,35.62,FALSE,FALSE,山东青岛崂山,provincial,森林生态,2000,80.3415177402505,
Halcyon smyrnensis,Shanghai,2009,discovery_date,2009,2009,0,121,31.07,FALSE,FALSE,江苏吴县光福,provincial,森林生态,1981,45.1291971871164,1209
Halcyon smyrnensis,Tibet,2013,discovery_date,2013,2014,1,95.32,29.33,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Haliaeetus leucoryphus,Yunnan,2009,discovery_date,2009,2010,1,99.95,27.91,FALSE,FALSE,云南白马雪山,national,森林生态,1984,58.9690935651802,489
Harpactes wardi,Tibet,2019,discovery_date,2019,2020,1,89.01,27.31,FALSE,FALSE,西藏珠穆朗玛峰,national,森林生态,1988,101.087053625739,
Helopsaltes certhiola,Tibet,2023,discovery_date,2023,2024,1,95.33,29.33,TRUE,TRUE,西藏雅鲁藏布大峡谷,national,森林生态,1985,0,723
Helopsaltes pryeri,Shanghai,2004,discovery_date,2004,2006,2,121.4,31.62,FALSE,FALSE,上海崇明东滩鸟类,national,野生动物,1998,42.5382637324477,1287
Hemiprocne coronata,Inner Mongolia,2011,discovery_date,2011,2018,7,120.72,51.28,FALSE,FALSE,内蒙古额尔古纳,national,森林生态,2003,42.9906264088665,3743
Hemitesia pallidipes,Hunan,2023,discovery_date,2023,2024,1,111.48,24.84,FALSE,FALSE,永州都庞岭,national,森林生态,1982,57.4882968765522,261
Hemixos castanonotus,Anhui,2007,discovery_date,2007,2010,3,117.45,30,FALSE,FALSE,古牛绛,national,森林生态,1982,2.08628902830124,909
Hemixos castanonotus,Shandong,2020,discovery_date,2020,2023,3,119.39,35.68,FALSE,FALSE,山东青岛崂山,provincial,森林生态,2000,100.229662519417,
Heterophasia desgodinsi,Hubei,2011,discovery_date,2011,2012,1,110.13,30.45,FALSE,FALSE,湖北木林子,national,森林生态,1983,32.3137577352865,895
Heterophasia desgodinsi,Shaanxi,2011,discovery_date,2011,2012,1,109.26,32.09,FALSE,FALSE,陕西化龙山,national,森林生态,2001,4.77545696077461,1187
Heteroxenicus stellatus,Sichuan,2015,discovery_date,2015,2018,3,101.99,29.57,TRUE,TRUE,四川贡嘎山,national,森林生态,1996,0,736
Hieraaetus pennatus,Gansu,2013,discovery_date,2013,2014,1,94.12,39.88,TRUE,TRUE,敦煌阳关,national,湿地生态,1994,0,2520
Hieraaetus pennatus,Hainan,2022,discovery_date,2022,2022,0,110.35,18.67,FALSE,FALSE,礼纪青皮林,provincial,森林生态,1980,9.91550552807662,
Hieraaetus pennatus,Henan,2011,discovery_date,2011,2012,1,112.38,34.6,FALSE,FALSE,栾川大鲵,local,野生动物,1995,18.2257710375371,1659
Hieraaetus pennatus,Hunan,2020,discovery_date,2020,2021,1,110.87,29.97,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Hieraaetus pennatus,Qinghai,2013,discovery_date,2013,2017,4,96.37,37.43,FALSE,FALSE,青海柴达木梭梭林,national,荒漠生态,2000,12.3471552814751,2073
Hieraaetus pennatus,Shaanxi,2020,discovery_date,2020,2021,1,109.06,34.31,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,43.4255169241919,1576
Hieraaetus pennatus,Tibet,2012,discovery_date,2012,2016,4,85.35,28.35,TRUE,TRUE,西藏珠穆朗玛峰,national,森林生态,1988,0,775
Hierococcyx nisicolor,Shaanxi,2014,discovery_date,2014,2016,2,107.5,33.65,TRUE,TRUE,陕西长青,national,野生动物,1994,0,1418
Hirundapus caudacutus,Hunan,2013,discovery_date,2013,2014,1,110.65,30.07,TRUE,TRUE,湖南壶瓶山,national,森林生态,1982,0,824
Hirundo rustica,Hainan,2018,discovery_date,2018,2022,4,112.34,16.84,FALSE,FALSE,海南大洲岛国家级自然保护区,national,野生动物,1987,280.731289027114,
Histrionicus histrionicus,Beijing,2017,discovery_date,2017,2017,0,116.4,39.98,FALSE,FALSE,北京百花山,national,森林生态,1985,58.2577621469508,2557
Histrionicus histrionicus,Inner Mongolia,2014,discovery_date,2014,2014,0,118.72,44.22,FALSE,FALSE,乌兰坝—石棚沟,provincial,森林生态,1997,4.90937424980032,3236
Histrionicus histrionicus,Jiangsu,2022,discovery_date,2022,2022,0,120.85,33.12,TRUE,FALSE,大洞山,local,森林生态,2001,0,1520
Hydrocoloeus minutus,Zhejiang,2017,discovery_date,2017,2017,0,119.95,28.48,FALSE,FALSE,夹溪,local,森林生态,1994,75.5894154495045,771
Hydrophasianus chirurgus,Gansu,2022,discovery_date,2022,2023,1,107.92,35.5,FALSE,FALSE,陕西子午岭,national,森林生态,1999,60.756914364451,1726
Hydrophasianus chirurgus,Liaoning,2011,discovery_date,2011,2024,13,122.92,41.74,FALSE,FALSE,西平,local,森林生态,1984,50.5228438169668,3019
Hydrophasianus chirurgus,Tianjin,2014,discovery_date,2014,2015,1,117.32,39.12,FALSE,FALSE,天津古海岸与湿地国家级自然保护区,national,海洋海岸,1992,18.4552905344509,2486
Hydrophasianus chirurgus,Yunnan,2024,discovery_date,2024,2025,1,98.53,24.4,FALSE,FALSE,德党后山水源林,local,森林生态,1984,69.5105671872963,194
Hydroprogne caspia,Hubei,2020,discovery_date,2020,2021,1,114.47,30.71,FALSE,FALSE,木兰湖岛湿地,local,湿地生态,1998,22.8896504639845,975
Hydroprogne caspia,Ningxia,2020,discovery_date,2020,2024,4,105.12,37.58,TRUE,TRUE,宁夏沙坡头国家级自然保护区,national,荒漠生态,1984,0,2088
Hypothymis azurea,Jiangsu,2019,discovery_date,2019,2020,1,120.85,33.07,TRUE,FALSE,大洞山,local,森林生态,2001,0,1520
Hypsipetes leucocephalus,Gansu,2020,discovery_date,2020,2021,1,105.75,32.99,FALSE,FALSE,龙神沟,local,野生动物,1986,1.17852198574772,1335
Ianthocincla lunulata,Ningxia,2017,discovery_date,2017,2018,1,106.33,35.38,TRUE,TRUE,六盘山,national,森林生态,1982,0,1723
Ibidorhyncha struthersii,Anhui,2021,discovery_date,2021,2023,2,116.49,30.66,FALSE,FALSE,安徽鹞落坪国家级自然保护区,national,森林生态,1991,49.597431651368,1053
Ictinaetus malaiensis,Anhui,2005,discovery_date,2005,2010,5,117.45,30,FALSE,FALSE,古牛绛,national,森林生态,1982,2.08628902830124,909
Ictinaetus malaiensis,Shandong,2021,discovery_date,2021,2023,2,118.62,36.2,FALSE,FALSE,引黄济清渠首鸟类,local,野生动物,1992,123.502578133799,1964
Iduna caligata,Zhejiang,2021,discovery_date,2021,2022,1,121.53,28.62,FALSE,FALSE,韭山列岛,national,海洋海岸,1998,95.0664301774368,774
Indicator xanthonotus,Sichuan,2021,discovery_date,2021,2022,1,103.02,29.17,FALSE,FALSE,四川金口河八月林,unknown,野生动物,2006,0.161682478427129,669
Ixobrychus cinnamomeus,Qinghai,2018,discovery_date,2018,2019,1,101.89,36.56,FALSE,FALSE,甘肃连城,national,森林生态,2001,64.2941258002138,1935
Ixobrychus eurhythmus,Shaanxi,2014,discovery_date,2014,2015,1,108.73,34.42,FALSE,FALSE,陕西牛背梁,national,野生动物,1988,59.4886541999877,1576
Ixobrychus minutus,Gansu,2019,discovery_date,2019,2020,1,98.55,39.73,FALSE,FALSE,甘肃祁连山,national,森林生态,1987,25.7211542786381,2454
Ixos mcclellandii,Gansu,2016,discovery_date,2016,2016,0,105.57,32.94,TRUE,FALSE,裕河金丝猴,provincial,野生动物,2002,0,1257
Ixos mcclellandii,Ningxia,2021,discovery_date,2021,2024,3,106.33,35.37,TRUE,TRUE,六盘山,national,森林生态,1982,0,1723
Ketupa flavipes,Shanxi,2024,discovery_date,2024,2024,0,111.86,35.59,FALSE,FALSE,山西历山,national,森林生态,1983,15.2215969643067,1806
Lalage melaschistos,Liaoning,2012,discovery_date,2012,2014,2,124.21,39.88,FALSE,FALSE,丹东鸭绿江口湿地,national,海洋海岸,1987,10.4153836509852,2722
Lanius borealis,Tibet,2020,discovery_date,2020,2022,2,97.84,29.67,FALSE,FALSE,西藏芒康滇金丝猴,national,野生动物,1993,48.4202353728776,799
Lanius collurioides,Sichuan,2014,discovery_date,2014,2017,3,101.53,26.65,FALSE,FALSE,四川攀枝花苏铁,national,野生植物,1983,1.86678850627195,362
Lanius isabellinus,Zhejiang,2022,discovery_date,2022,2022,0,121.54,28.34,FALSE,FALSE,夹溪,local,森林生态,1994,119.111555898469,774
Lanius schach,Beijing,2009,discovery_date,2009,2011,2,115.91,40.52,FALSE,FALSE,北京松山,national,森林生态,1986,7.61904234137669,2711
Lanius schach,Jiangxi,2008,discovery_date,2008,2009,1,114.4,26.25,FALSE,FALSE,江西白水仙,local,森林生态,2002,28.8933963079976,388
Lanius sphenocercus,Yunnan,2017,discovery_date,2017,2019,2,103.22,24.6,FALSE,FALSE,帽天山,provincial,古生物遗迹,1997,26.9301247433833,203
Lanius tephronotus,Hubei,2011,discovery_date,2011,2013,2,110.13,31.45,TRUE,TRUE,湖北神农架,national,森林生态,1986,0,1041
Lanius tephronotus,Xinjiang,2004,discovery_date,2004,2004,0,75.4,37.37,FALSE,FALSE,塔什库尔干野生动物,provincial,野生动物,1984,4.11490345727438,2564
Larus crassirostris,Hainan,2006,discovery_date,2006,2006,0,109.69,19.91,FALSE,FALSE,新英湾红树林,local,海洋海岸,1992,13.6041454162952,
Larvivora brunnea,Jiangsu,2019,discovery_date,2019,2020,1,120.85,33.07,TRUE,FALSE,大洞山,local,森林生态,2001,0,1520
Larvivora cyane,Hainan,2006,discovery_date,2006,2009,3,110.31,20.04,FALSE,FALSE,永兴鸟类,local,野生动物,1988,13.9020967899855,16
Larvivora cyane,Hunan,2006,discovery_date,2006,2007,1,113.21,28.2,FALSE,FALSE,湖南东洞庭湖,national,湿地生态,1984,60.3137403407592,567
Leptopoecile elegans,Yunnan,2010,discovery_date,2010,2011,1,98.82,28.4,FALSE,FALSE,云南白马雪山,national,森林生态,1984,14.5313052701584,597
Leptoptilos javanicus,Yunnan,2013,discovery_date,2013,2014,1,103.38,23.42,FALSE,FALSE,云南大围山,national,森林生态,1986,41.7675577185875,93
Limnodromus semipalmatus,Shaanxi,2019,discovery_date,2019,2020,1,109.42,34.8,FALSE,FALSE,陕西延安黄龙山褐马鸡,national,野生动物,2001,53.9173141950594,1654
