grid_id,province,cell_km2,pa_all,pa_national,frac_pa_all,frac_pa_national,bio1,bio12,elev,warming_rate,warm_delta_c,centroid_lon,centroid_lat,n_cl_all,n_loc_all,n_cl_recent,n_loc_recent,wq,w_z,elev_z,bio1_z,bio12_z,lon_z,y,w_dm,y_dm,elev_band,stratum,hi_warm,lo_obs,in_pa_cell,priority
35,Guangdong,2500,0,0,0,0,2.2556999206543,1706,55,0.242676777226075,0.486369924927026,110.261150859836,21.8535889995281,3,3,3,3,Q1,-0.865221209733697,-1.02650875119878,1.96467184238686,2.22553553767268,0.483897603662465,1e-06,-0.0710284443100385,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
36,Guangdong,2500,0,0,0,0,2.30574989318848,1808,32,0.205819056648722,0.413699089205622,110.73908536877,21.8283245345948,20,16,19,15,Q1,-1.3041406075046,-1.03970487575928,2.02678797503234,2.42974221840873,0.517891059770618,1e-06,-0.509947842080939,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
37,Guangdong,2500,0,0,0,0,2.30165004730225,1953,47,0.210540171930234,0.423585221387334,111.216753732434,21.8008651600423,20,16,10,8,Q1,-1.24791930451275,-1.03109870756765,2.02169972906535,2.72003602925901,0.551865586093653,1e-06,-0.453726539089091,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
38,Guangdong,2500,0,0,0,0,2.3112060546875,2102,5,0.257125623612536,0.514303034301289,111.69413407792,21.771212103189,123,47,65,24,Q2,-0.693157423501446,-1.05519597850421,2.03355952023503,3.01833794523618,0.585819626904323,1e-06,0.101035341922213,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
39,Guangdong,2500,0,0,0,0,2.21610298156738,2183,145,0.253853736030568,0.511352634331203,112.647943626779,21.7053303220289,13,9,10,7,Q2,-0.73212062861983,-0.974871742049002,1.91552878403656,3.18050207405599,0.653660057818158,1e-06,0.0620721368038287,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
40,Yunnan,2500,0,0,0,0,1.96525001525879,1492,1269,0.257729465730053,0.640458944503649,99.69858560983,22.3080650866281,6,5,5,4,Q2,-0.685966582222668,-0.329982872222906,1.60419961958807,1.79710191338331,-0.267372897847092,1e-06,-0.218190637829019,-4.89604707187791,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
41,Yunnan,2500,2.95027730375522,2.95027730375522,0.00118011092150209,0.00118011092150209,1.83213329315186,1526,1508,0.270245980839484,0.64849903256092,100.179065293259,22.3312741252932,11,7,11,7,Q2,-0.536913922753612,-0.192857925702944,1.43899081828296,1.86517080696199,-0.233198414263698,0.00118011092150209,-0.0691379783599627,2.17849645023713,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
42,Yunnan,2500,456.418585017038,456.418585017038,0.182567434006815,0.182567434006815,2.16578330993652,1594,778,0.284584988404326,0.722463803919865,100.659771088999,22.3522792663125,147,33,115,20,Q2,-0.366158149840733,-0.611691444362242,1.8530779326287,2.00130859411936,-0.1990078482699,0.182567434006815,0.101617794552917,7.42041368097944,b3,Yunnan|b3,FALSE,FALSE,TRUE,D 其他
43,Yunnan,2500,665.151684206596,665.151684206596,0.266060673682638,0.266060673682638,2.01406669616699,1517,1044,0.229292946318339,0.547808858589768,101.140680602636,22.371079538985,15,9,10,6,Q1,-1.02460228132119,-0.459075395097347,1.66478513588451,1.84715257042646,-0.164802792685454,0.266060673682638,-0.556826336927544,7.90476050190389,b4,Yunnan|b4,FALSE,FALSE,TRUE,D 其他
44,Yunnan,2500,0,0,0,0,1.96849994659424,1420,1136,0.308662709825438,0.776121470745554,101.621771382537,22.3876740727746,12,3,11,2,Q3,-0.0794291058221093,-0.406290896855353,1.60823305169003,1.65295602109903,-0.130584844399866,1e-06,0.38834683857154,-4.89604707187791,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
45,Guangxi,2500,284.571442169868,108.971280735819,0.113828576867947,0.0435885122943276,2.2046667098999,1363,247,0.178502403333828,0.366545834814463,106.919273993908,22.4244879543695,718,164,548,145,Q1,-1.62944040451529,-0.916349798345922,1.90133543023638,1.53884052304065,0.246204065244089,0.113828576867947,-0.385424040280029,6.94518340130177,b2,Guangxi|b2,FALSE,FALSE,TRUE,D 其他
46,Guangxi,2500,211.468029649003,211.468029649002,0.0845872118596011,0.0845872118596009,2.26100006103516,1554,147,0.189558641607948,0.398844064228115,107.400776522914,22.4145828022677,78,36,40,18,Q1,-1.49777742132283,-0.973724252956785,1.9712497525488,1.92122754285032,0.2804512994985,0.0845872118596011,-0.253761057087571,6.61580820503407,b1,Guangxi|b1,FALSE,FALSE,TRUE,D 其他
47,Guangxi,2500,69.4066759600042,69.4066759600036,0.0277626703840017,0.0277626703840015,2.20598335266113,1680,141,0.190469942859354,0.396273289819352,107.882166116884,22.4024698906206,43,16,41,14,Q1,-1.48692520935233,-0.977166720233437,1.9029694922001,2.1734828543478,0.314690501162424,0.0277626703840017,-0.242908845117068,5.44149259349723,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
48,Guangxi,2500,0,0,0,0,2.14773330688477,1626,137,0.197178321707705,0.408074555518787,108.363420189049,22.3881497829351,10,9,7,6,Q1,-1.4070386195683,-0.979461698417871,1.83067639418534,2.0653734351346,0.348920063734709,1e-06,-0.163022255333042,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
49,Guangxi,2500,0,0,0,0,2.14435005187988,1603,65,0.194071142936308,0.391649420299224,108.844516190829,22.3716231445233,0,0,0,0,Q1,-1.44404039324679,-1.02077130573769,1.82647749644341,2.0193268306549,0.383138383430419,1e-06,-0.200024029011528,-4.81810934993947,b1,Guangxi|b1,FALSE,TRUE,FALSE,D 其他
50,Guangxi,2500,0,0,0,0,2.11063327789307,1602,202,0.192369352478075,0.372739841725764,109.325431618146,22.3528907420328,0,0,0,0,Q1,-1.46430612947137,-0.942168302920811,1.78463220664007,2.01732480437317,0.417343859629861,1e-06,-0.220289765236108,-4.81810934993947,b2,Guangxi|b2,FALSE,TRUE,FALSE,D 其他
51,Guangxi,2500,0,0,0,0,2.14231662750244,1608,152,0.235265720503133,0.4778468107009,109.806144017702,22.3319534429072,0,0,0,0,Q1,-0.953475624350926,-0.970855530226242,1.82395384953697,2.02933696206353,0.451534895325105,1e-06,0.290540739884335,-4.81810934993947,b1,Guangxi|b1,FALSE,TRUE,FALSE,D 其他
52,Guangxi,2500,0,0,0,0,2.18859996795654,1667,131,0.209167746215941,0.435869520330858,110.286630993233,22.3088122147748,1,1,1,1,Q1,-1.26426280754459,-0.982904165694523,1.88139528195652,2.14745651268536,0.48570989756481,1e-06,-0.020246443309331,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
53,Guangxi,2500,0,0,0,0,2.21521663665771,1769,174,0.258168642071709,0.518564515643654,110.766870211708,22.2834681247669,0,0,0,0,Q2,-0.680736659905842,-0.958233150211852,1.91442875709966,2.35166319342142,0.519867277895129,1e-06,0.563279704329419,-4.81810934993947,b1,Guangxi|b1,FALSE,TRUE,FALSE,D 其他
54,Guangdong,2500,128.84267073077,128.842670730771,0.0515370682923081,0.0515370682923085,1.69233341217041,2021,1245,0.257992964750013,0.520082798721543,111.246839409496,22.2559223387678,11,3,9,3,Q2,-0.682828709632004,-0.343752741329513,1.26548766710869,2.85617381641638,0.554005452798345,0.0515370682923081,0.111364055791655,7.14601910687103,b4,Guangdong|b4,FALSE,FALSE,TRUE,D 其他
55,Guangdong,2500,0,0,0,0,2.19996662139893,2044,190,0.262516454274475,0.516908188372991,111.726516398477,22.2261761205933,0,0,0,0,Q2,-0.628960828851557,-0.949053237474114,1.8955022338131,2.90222042089607,0.588122844127515,1e-06,0.165231936572101,-3.75694906486696,b1,Guangdong|b1,FALSE,TRUE,FALSE,D 其他
56,Guangdong,2500,0,0,0,0,2.12988338470459,2151,337,0.235946398531076,0.467822610303561,112.205879072104,22.1942308311032,4,2,2,1,Q1,-0.945369784233287,-0.864712789196146,1.80852317256073,3.11643723304076,0.622217879537641,1e-06,-0.151177018809629,-3.75694906486696,b2,Guangdong|b2,FALSE,FALSE,FALSE,D 其他
57,Guangdong,2500,0,0,0,0,2.25405006408691,2104,44,0.241490997030485,0.482677709982269,112.684905411408,22.1600879272448,29,26,24,21,Q1,-0.879342048493781,-1.03281994120597,1.96262423468206,3.02234199779964,0.656288992912775,1e-06,-0.0851492830701224,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
58,Guangdong,2500,0,0,0,0,2.25556659698486,2059,3,0.251339462068346,0.509126930585641,113.163573490941,22.1237489610292,218,92,209,87,Q2,-0.762061807728112,-1.05634346759643,1.9645063767469,2.93225081512197,0.690334624788722,1e-06,0.032130957695547,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
59,Yunnan,2500,0,0,0,0,1.69273338317871,1456,1920,0.237132212756546,0.572377551087349,99.6727860383199,22.7625264345636,4,1,4,1,Q1,-0.931248540229086,0.0435248272938101,1.26598406402857,1.72502896724117,-0.269207912028625,1e-06,-0.463472595835437,-4.89604707187791,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
60,Yunnan,2500,0,0,0,0,1.7070333480835,1468,1865,0.259925360317339,0.632712281268578,100.155596216947,22.7858102822348,0,0,0,0,Q2,-0.659816817269158,0.0119688772578356,1.2837314966819,1.74905328262188,-0.234867670198555,1e-06,-0.192040872875509,-4.89604707187791,b4,Yunnan|b4,FALSE,TRUE,FALSE,D 其他
61,Yunnan,2500,0,0,0,0,1.9767333984375,1512,1217,0.273243312517382,0.680538316691141,100.638635820903,22.8068832136771,37,14,32,11,Q2,-0.501220260900009,-0.359817588620555,1.61845144264872,1.83714243901783,-0.200511110317157,1e-06,-0.0334443165063594,-4.89604707187791,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
62,Yunnan,2500,0,0,0,0,1.79829998016357,1443,1518,0.245026336514116,0.582298100776225,101.121882129454,22.8257442296259,58,22,41,14,Q2,-0.83724153189199,-0.187120480241858,1.39700089399317,1.69900262557873,-0.166139848413943,1e-06,-0.369465587498341,-4.89604707187791,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
63,Yunnan,2500,0,0,0,0,2.0453332901001,1384,939,0.246332908859891,0.588647361292026,101.605312363241,22.8423924339358,2,2,1,1,Q2,-0.821682242327457,-0.519318572438753,1.70358955070801,1.5808830749569,-0.131755504688176,1e-06,-0.353906297933808,-4.89604707187791,b3,Yunnan|b3,FALSE,FALSE,FALSE,D 其他
64,Yunnan,2500,485.384582635637,485.384582635637,0.194153833054255,0.194153833054255,1.8921667098999,1301,1220,0.255544601012386,0.590735096862357,102.088903690679,22.8568270342102,0,0,0,0,Q2,-0.711984998203567,-0.358096354982229,1.51349722636013,1.41471489357364,-0.0973597030537372,0.194153833054255,-0.244209053809917,7.49622042039351,b4,Yunnan|b4,FALSE,TRUE,TRUE,D 其他
65,Yunnan,2500,56.5464888052946,56.5464888052946,0.0226185955221179,0.0226185955221179,1.6833833694458,1305,1592,0.264898997312267,0.611835733621675,102.572633234387,22.869047342357,1,1,0,0,Q2,-0.600588364712973,-0.144663383829819,1.25437992792492,1.42272299870054,-0.0629540706817821,0.0226185955221179,-0.132812420319323,5.15335790559744,b4,Yunnan|b4,FALSE,TRUE,FALSE,D 其他
66,Yunnan,2500,113.069815452107,0,0.0452279261808426,0,1.64314994812012,1402,1603,0.261572244034349,0.60227744195937,103.056478077661,22.8790527750716,5,3,2,1,Q2,-0.640204936828758,-0.138352193822625,1.20444694276413,1.61691954802797,-0.0285402375403428,0.0452279261808426,-0.172428992435108,5.86970457216392,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
67,Yunnan,2500,187.084050506735,187.084050506735,0.074833620202694,0.074833620202694,2.26396675109863,1528,294,0.252602099639362,0.582815712118578,103.540415270963,22.8868428542472,110,29,96,28,Q2,-0.747025714513661,-0.889383804678817,1.97493165893495,1.86917485952544,0.00588016406720357,0.074833620202694,-0.279249770120012,6.4047561466474,b2,Yunnan|b2,FALSE,FALSE,TRUE,D 其他
68,Yunnan,2500,262.401667596448,262.401667596448,0.104960667038579,0.104960667038579,1.59258337020874,1754,1553,0.249989003532018,0.576742539659218,104.024421838442,22.8924172073102,0,0,0,0,Q2,-0.778143715078721,-0.167039421128056,1.14168966035351,2.32163279919553,0.0403054999659486,0.104960667038579,-0.310367770685072,6.77618050167872,b4,Yunnan|b4,FALSE,TRUE,TRUE,D 其他
69,Yunnan,2500,44.5156998073739,0,0.0178062799229496,0,1.71666660308838,1669,1312,0.257927082796396,0.594944793491873,104.50847478447,22.895775567482,1,1,0,0,Q2,-0.68361326350437,-0.305311856740235,1.29568715850134,2.15146056524881,0.0747341345743292,0.0178062799229496,-0.21583731911072,4.90922512596973,b4,Yunnan|b4,FALSE,TRUE,FALSE,D 其他
70,Guangxi,2500,107.917257595807,0,0.0431669030383226,0,2.10294990539551,1511,508,0.181346075336923,0.370652190399962,106.928629787495,22.8793255607536,17,15,15,13,Q1,-1.59557659569844,-0.766602471811571,1.77509650939474,1.8351404127361,0.246869503191572,0.0431669030383226,-0.351560231463177,5.89884530236785,b3,Guangxi|b3,FALSE,FALSE,FALSE,D 其他
71,Guangxi,2500,324.525965070834,324.525965070834,0.129810386028333,0.129810386028333,2.05458335876465,1559,555,0.191974107769952,0.395910991315926,107.412477815309,22.8693882999943,10,9,10,9,Q1,-1.46901289284534,-0.739636478144465,1.7150696467611,1.93123767425895,0.281283562835846,0.129810386028333,-0.224996528610077,7.09476388972434,b3,Guangxi|b3,FALSE,FALSE,TRUE,D 其他
72,Guangxi,2500,81.8716004589634,81.8716004589634,0.0327486401835854,0.0327486401835854,2.22893333435059,1541,100,0.200933253707516,0.41559700360374,107.896211249384,22.8572361475183,38,20,20,13,Q1,-1.36232309006157,-1.00069024662389,1.93145230716789,1.89520120118788,0.315689471913118,0.0327486401835854,-0.118306725826304,5.61180324869374,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
73,Guangxi,2500,0,0,0,0,2.17256660461426,1415,107,0.200944257923841,0.417632918426964,108.379807171907,22.8428696833979,199,72,127,51,Q1,-1.36219204658067,-0.99667403480113,1.86149655926607,1.6429458896904,0.350085600376478,1e-06,-0.118175682345409,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
74,Guangxi,2500,0.0497579688087825,0,1.9903187523513e-05,0,2.14341659545898,1521,97,0.188153258634858,0.371825353617169,108.863242704193,22.8262895925074,6,6,1,1,Q1,-1.51451339518458,-1.00241148026222,1.82531900024604,1.85516067555336,0.384470320962023,1.9903187523513e-05,-0.270497030949318,-1.82721055058995,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
75,Guangxi,2500,0,0,0,0,2.17256660461426,1534,72,0.192742648436722,0.384627353083776,109.346495013148,22.8074966640414,2,2,1,1,Q1,-1.45986074232335,-1.01675509391493,1.86149655926607,1.8811870172158,0.418842009648545,1e-06,-0.215844378088094,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
