grid_id,province,cell_km2,pa_all,pa_national,frac_pa_all,frac_pa_national,bio1,bio12,elev,warming_rate,warm_delta_c,centroid_lon,centroid_lat,n_cl_all,n_loc_all,n_cl_recent,n_loc_recent,wq,w_z,elev_z,bio1_z,bio12_z,lon_z,y,w_dm,y_dm,elev_band,stratum,hi_warm,lo_obs,in_pa_cell,priority
3,Hainan,2500,48.9540871700926,21.1149791275894,0.019581634868037,0.00844599165103577,2.5050594329834,1426,124,0.192632859246377,0.376639083140958,109.60533667869,18.204454268609,295,170,207,122,Q1,-1.46116816460973,-0.986920377517283,2.27414750760663,1.66496817878939,0.437252320333555,0.019581634868037,-0.178208676132187,0.58171484882212,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
4,Hainan,2500,159.580113313995,159.580113313995,0.0638320453255981,0.0638320453255981,2.52847232818604,1174,22,0.173254264044982,0.377587955355068,108.700992916166,18.7053342290736,888,126,647,91,Q1,-1.69193776192088,-1.04544232122036,2.30320483632002,1.16045755579443,0.372930181163048,0.0638320453255981,-0.408978273443329,1.80956254508035,b1,Hainan|b1,FALSE,FALSE,TRUE,D 其他
5,Hainan,2500,83.1320948072656,81.3318409375756,0.0332528379229062,0.0325327363750302,2.46066665649414,1337,170,0.197134345992384,0.424206240741526,109.163995387608,18.687035199996,6,4,3,3,Q1,-1.40756230345822,-0.960528128396287,2.21905242057087,1.48678783971577,0.405861584727177,0.0332528379229062,-0.124602814980668,1.12530522170396,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
6,Hainan,2500,151.018882819481,151.018882819481,0.0604075531277923,0.0604075531277923,2.46555004119873,1487,144,0.192687740753134,0.38259145767627,109.626816700456,18.6665817228839,31,16,14,10,Q1,-1.46051460932967,-0.975445486595111,2.2251131026594,1.78709178197468,0.438780103248276,0.0604075531277923,-0.177555120852121,1.75077003695096,b1,Hainan|b1,FALSE,FALSE,TRUE,D 其他
7,Hainan,2500,112.576286787819,87.9270281748988,0.0450305147151277,0.0351708112699595,2.44148330688477,1595,152,0.211253890564006,0.44841282839937,110.08943685774,18.6439745561633,73,43,60,33,Q1,-1.23942000102881,-0.970855530226242,2.19524430582902,2.00331062040109,0.471684314426614,0.0450305147151277,0.0435394874487352,1.44076307948611,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
8,Hainan,2500,21.3511966506667,21.351196650667,0.0085404786602667,0.00854047866026681,2.51175003051758,1105,19,0.213043487537939,0.450776423479947,108.718344821681,19.1666362365132,114,36,63,18,Q1,-1.21810862274098,-1.04716355485869,2.28245108946428,1.02231774235533,0.374164348664015,0.0085404786602667,0.0648508657365703,-0.259258963873304,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
9,Hainan,2500,329.52446294885,297.713489800781,0.13180978517954,0.119085395920313,2.22906665802002,1461,503,0.195970590249667,0.414734333938689,109.183513211545,19.1482878352263,122,21,48,9,Q1,-1.42142086448002,-0.769471194542114,1.93161777280784,1.7350390986498,0.407249804826222,0.13180978517954,-0.13846137600247,2.61005113193213,b3,Hainan|b3,FALSE,FALSE,TRUE,D 其他
10,Hainan,2500,79.7342887760595,79.7342887760595,0.0318937155104238,0.0318937155104238,2.26445007324219,1645,459,0.191886252984174,0.409972386988709,109.648497886506,19.1277792405822,56,29,41,22,Q1,-1.47005910973181,-0.794715954570894,1.97553150146952,2.10341193448739,0.440322194125971,0.0318937155104238,-0.187099621254265,1.0821692072974,b2,Hainan|b2,FALSE,FALSE,FALSE,D 其他
11,Hainan,2500,30.0769625303962,0,0.0120307850121585,0,2.41256675720215,1660,151,0.23414580812567,0.492063466230693,110.113278569001,19.1051112355302,5,4,2,2,Q1,-0.966812077570832,-0.97142927477235,2.15935648921716,2.13344232871328,0.473380074306146,0.0120307850121585,0.316147410906715,0.0869193461911726,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
12,Hainan,2500,163.085252885927,0,0.0652341011543707,0,2.45919990539551,1469,34,0.220707060529521,0.468374746762283,109.203214758433,19.6086340362969,344,92,336,89,Q1,-1.12684712339841,-1.03855738666706,2.21723206181367,1.75105530890361,0.408651092360144,0.0652341011543707,0.156112365079134,1.83278833580332,b1,Hainan|b1,FALSE,FALSE,TRUE,D 其他
13,Hainan,2500,0,0,0,0,2.40388336181641,1719,112,0.229885811757561,0.486369907321233,109.670383073947,19.5880688237472,63,28,59,26,Q1,-1.01754215558725,-0.993805312070587,2.14857968131331,2.25156187933512,0.441878794758041,1e-06,0.265417332890293,-9.32040745583049,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
14,Hainan,2500,4.89216572929045,0,0.00195686629171618,0,2.42386665344238,1716,66,0.240129570192447,0.507660490138687,110.137344506538,19.5653383233864,39,16,38,15,Q1,-0.895554571636841,-1.02019756119158,2.17338058989492,2.24555580048994,0.475091782450407,0.00195686629171618,0.387404916840706,-1.73935003040129,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
15,Hainan,2500,19.8142756153468,0,0.00792571024613871,0,2.40284996032715,1745,100,0.211045210645237,0.426535457969123,110.604078547605,19.5404434261112,15,11,13,9,Q1,-1.24190506149479,-1.00069024662389,2.14729714506538,2.30361456265999,0.508288596747368,0.00792571024613871,0.0410544269827537,-0.334583954500836,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
16,Hainan,2499.99999999999,53.3769158229876,3.79372857107497,0.0213507663291952,0.00151749142842999,2.4360294342041,1686,2,0.199143625635509,0.40508971089244,110.161637845629,20.024677648126,355,118,309,92,Q1,-1.38363483868017,-1.05691721214254,2.18847560123817,2.18549501203816,0.476819664703464,0.0213507663291952,-0.10067535020262,0.670016446901904,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
17,Hainan,2500.00000000001,7.31227845877682,0,0.00292491138351071,0,2.42029991149902,1731,5,0.211045210645237,0.426535457969123,110.630569911061,19.999712575123,162,52,125,41,Q1,-1.24190506149479,-1.05519597850421,2.16895396977011,2.27558619471583,0.510172815158161,0.00292491138351071,0.0410544269827537,-1.3364597955635,b1,Hainan|b1,FALSE,FALSE,FALSE,D 其他
18,Guangdong,2500,13.3167110880733,13.3167110880728,0.00532668443522932,0.0053266844352291,2.35066661834717,1746,137,0.199143625635509,0.40508971089244,110.186161821735,20.4831508915177,22,18,6,6,Q1,-1.38363483868017,-0.979461698417871,2.0825333254629,2.30561658894172,0.478563951189945,0.00532668443522932,-0.589442073256508,4.82887512335426,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
19,Guangdong,2500,20.0378160279657,20.0378160279657,0.00801512641118627,0.00801512641118629,2.32299995422363,1637,24,0.211111109247321,0.42715667148061,109.737291826785,20.9637076931051,23,17,20,14,Q1,-1.24112030936451,-1.04429483212815,2.04819671963595,2.08739572423358,0.446637730784491,0.00801512641118627,-0.446927543940847,5.24018319208983,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
20,Yunnan,2500,977.049296074232,977.049296074232,0.390819718429693,0.390819718429693,2.15343341827393,1704,871,0.232202453680295,0.555762583013237,101.654215393288,21.4759560770899,290,42,217,32,Q1,-0.989954473504657,-0.558333201574139,1.83775070126715,2.22153148510923,-0.128277239414622,0.390819718429693,-0.522178529111008,8.47559460880399,b3,Yunnan|b3,FALSE,FALSE,TRUE,D 其他
21,Guangxi,2500,383.228135163875,383.228135163875,0.15329125406555,0.15329125406555,2.2825439453125,1632,3,0.20479799395441,0.455055239449042,109.283911020116,21.4413895745384,339,106,268,87,Q1,-1.31629991133168,-1.05634346759643,1.99798748497325,2.07738559282495,0.414390675458529,0.15329125406555,-0.0722835470964192,7.2883831711372,b1,Guangxi|b1,FALSE,FALSE,TRUE,D 其他
22,Guangdong,2500,0,0,0,0,2.31751670837402,1741,19,0.227097047856883,0.448844017367097,110.235914936376,21.397585199025,34,27,26,20,Q1,-1.05075209241018,-1.04716355485869,2.04139156052643,2.29560645753309,0.482102679377966,1e-06,-0.256559326986519,-3.75694906486696,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
23,Guangdong,2500,0.808127833285027,0.808127833284956,0.000323251133314011,0.000323251133313983,2.3341667175293,1813,8,0.25013175668243,0.500034507181493,110.711566683391,21.3723984263164,20,16,8,5,Q2,-0.776443742160504,-1.05347474486588,2.06205559139142,2.43975234981736,0.515933772305288,0.000323251133314011,0.0177490232631545,2.02180276216708,b1,Guangdong|b1,FALSE,FALSE,FALSE,D 其他
25,Yunnan,2500,90.2994626058362,90.2994626058362,0.0361197850423345,0.0361197850423345,1.88063335418701,1524,1485,0.280961795914942,0.637215303996257,100.20230824669,21.8759802435844,4,3,4,3,Q2,-0.409304862131607,-0.206054050263443,1.4991833832742,1.86116675439854,-0.231545241491047,0.0361197850423345,0.0584710822620429,5.63533623486087,b4,Yunnan|b4,FALSE,FALSE,FALSE,D 其他
26,Yunnan,2500,173.820830201129,173.82083020113,0.0695283320804515,0.0695283320804518,1.89931659698486,1583,1458,0.226668865470233,0.551432053412629,100.680702629659,21.8969192191051,192,89,139,64,Q1,-1.05585109344281,-0.221545153008375,1.52237082432797,1.97928630502038,-0.197519076491756,0.0695283320804515,-0.588075149049163,6.32550518403525,b4,Yunnan|b4,FALSE,FALSE,TRUE,D 其他
27,Yunnan,2500,149.933356676078,149.933356676078,0.0599733426704313,0.059973342670431,2.1079833984375,1616,972,0.235254708224343,0.561801227394504,101.159297801056,21.9156602041908,1063,177,697,114,Q1,-0.953606763843517,-0.500385002417168,1.78134348827675,2.04535317231733,-0.163478630262534,0.0599733426704313,-0.485830819449868,6.16745442703311,b3,Yunnan|b3,FALSE,FALSE,TRUE,D 其他
28,Yunnan,2500,397.10836162335,397.10836162335,0.15884334464934,0.15884334464934,2.00779991149902,1574,1084,0.302975399953837,0.702225653034319,101.638071630729,21.9322023534063,3,3,3,3,Q3,-0.147156316964771,-0.436125613253002,1.65700754065345,1.96126806848484,-0.129425476827304,0.15884334464934,0.320619627428879,7.25260303350864,b4,Yunnan|b4,FALSE,FALSE,TRUE,D 其他
29,Guangxi,2500,41.4664225910818,41.4664225910818,0.0165865690364327,0.0165865690364327,2.14570007324219,1632,309,0.219949528581487,0.432833063265139,107.389188170863,21.9590260336378,0,0,0,0,Q1,-1.13586817682263,-0.880777636487187,1.82815298399654,2.07738559282495,0.279627069129175,0.0165865690364327,0.108148187412628,4.91496386913699,b2,Guangxi|b2,FALSE,TRUE,FALSE,D 其他
30,Guangxi,2500,469.457489990535,469.457489990535,0.187782995996214,0.187782995996214,2.14676666259766,1976,271,0.18505709099047,0.38012422143056,107.868256512553,21.9469514229039,43,8,6,2,Q1,-1.55138404308643,-0.902579929239315,1.82947670911622,2.7660826337387,0.313701169956017,0.187782995996214,-0.307367678851173,7.53291967678021,b2,Guangxi|b2,FALSE,FALSE,TRUE,D 其他
31,Guangxi,2500,120.944414840735,120.944414840735,0.0483777659362941,0.0483777659362941,2.16119995117188,1919,96,0.188768128737264,0.381159439343609,108.347191283994,21.9326765611436,10,5,7,3,Q1,-1.50719122737746,-1.00298522480832,1.84738960740951,2.65196713568032,0.347765770497125,0.0483777659362941,-0.263174863142196,6.01827239163539,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
32,Guangxi,2500,0,0,0,0,2.16721668243408,1737,27,0.187670156942106,0.381521668575651,108.825970260395,21.9162020944954,6,5,2,2,Q1,-1.52026640162999,-1.04257359848982,1.85485686579651,2.28759835240618,0.381819289997306,1e-06,-0.276250037394732,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
33,Guangxi,2500,171.390061895944,171.390061895944,0.0685560247583777,0.0685560247583777,2.19974994659424,1648,44,0.207531803157907,0.460817722224476,109.304571260409,21.8975287675079,1,1,0,0,Q1,-1.28374440137546,-1.03281994120597,1.89523332255846,2.10941801333257,0.415860150791354,0.0685560247583777,-0.0397280371402029,6.38831545513076,b1,Guangxi|b1,FALSE,TRUE,TRUE,D 其他
34,Guangxi,2500,0,0,0,0,2.19794998168945,1657,98,0.22248571935745,0.45757420561575,109.782972152257,21.8766574226126,7,7,1,1,Q1,-1.10566600179443,-1.00183773571611,1.89299941806017,2.1274362498681,0.449886778739622,1e-06,0.13835036244083,-4.81810934993947,b1,Guangxi|b1,FALSE,FALSE,FALSE,D 其他
