grid_id,pa_all,pa_national,pa_subnational,province,cen_lon,cen_lat,cell_km2,frac_pa_all,frac_pa_national,frac_pa_subnational
77,0.0796103407887753,0,0.0796103407887845,Guangxi,110.312358895253,22.7632759693679,2500,3.18441363155101e-05,0,3.18441363155138e-05
78,0,0,0,Guangxi,110.794925087919,22.7378502978045,2500,0,0,0
79,0,0,0,Guangdong,111.277217308962,22.7102159764856,2500,0,0,0
80,0,0,0,Guangdong,111.759213048986,22.6803743064564,2500,0,0,0
81,0,0,0,Guangdong,112.240889882163,22.6483266886822,2500,0,0,0
82,0,0,0,Guangdong,112.722225472377,22.6140746230684,2500,0,0,0
83,16.2719232746043,0,16.2719232746043,Guangdong,113.203197579313,22.5776197074112,2500,0.00650876930984173,0,0.00650876930984173
84,121.496519692977,121.496519692977,0,Yunnan,99.161826833383,23.190671866717,2500,0.048598607877191,0.048598607877191,0
85,0,0,0,Yunnan,99.6467343738432,23.2162493114744,2500,0,0,0
86,0,0,0,Yunnan,100.131897704473,23.2396097844918,2500,0,0,0
87,0,0,0,Yunnan,100.61729383844,23.260752151938,2500,0,0,0
88,0,0,0,Yunnan,101.10289972233,23.2796753853974,2500,0,0,0
89,0,0,0,Yunnan,101.588692242662,23.2963785625885,2500,0,0,0
90,138.732327989291,0,138.732327989291,Yunnan,102.074648232437,23.3108608680092,2500,0.0554929311957162,0,0.0554929311957162
91,15.0091446661046,0,15.0091446661046,Yunnan,102.560744477736,23.3231215935072,2500,0.00600365786644185,0,0.00600365786644185
92,0,0,0,Yunnan,103.046957724341,23.3331601387752,2500,0,0,0
93,0,0,0,Yunnan,103.533264684388,23.3409760117722,2500,0,0,0
94,212.694971336127,212.694971336127,0,Yunnan,104.019642043055,23.3465688290667,2500,0.0850779885344509,0.0850779885344509,0
95,14.6749867112649,14.6749867112649,0,Yunnan,104.506066465248,23.3499383161066,2500,0.00586999468450595,0.00586999468450595,0
96,43.6244243782287,25.713383247899,17.9110411303297,Yunnan,104.992514602322,23.3510843074107,2500,0.0174497697512915,0.0102853532991596,0.00716441645213189
97,0,0,0,Yunnan,105.478963098803,23.3500067466851,2500,0,0,0
98,47.9763585687766,0,47.9763585687766,Guangxi,105.96538859911,23.3467056868624,2500,0.0191905434275106,0,0.0191905434275106
99,9.40108319721892,0,9.40108319721892,Guangxi,106.451767754289,23.3411812900648,2500,0.00376043327888757,0,0.00376043327888757
100,0,0,0,Guangxi,106.938077228729,23.3334338274904,2500,0,0,0
101,0,0,0,Guangxi,107.424293706883,23.3234636792231,2500,0,0,0
102,0,0,0,Guangxi,107.910393899959,23.3112713339665,2500,0,0,0
103,129.553119295719,129.553119295719,0,Guangxi,108.396354552604,23.2968573887017,2500,0.0518212477182876,0.0518212477182876,0
104,0,0,0,Guangxi,108.882152449558,23.2802225482689,2500,0,0,0
105,0,0,0,Guangxi,109.367764422281,23.2613676248748,2500,0,0,0
106,0,0,0,Guangxi,109.853167355547,23.2402935375238,2500,0,0,0
107,0,0,0,Guangxi,110.338338193996,23.2170013113755,2500,0,0,0
108,0,0,0,Guangxi,110.82325394865,23.1914920770286,2500,0,0,0
109,0,0,0,Guangxi,111.307891703374,23.1637670697306,2500,0,0,0
110,0,0,0,Guangdong,111.792228621295,23.1338276285162,2500,0,0,0
111,0,0,0,Guangdong,112.276241951152,23.1016751952727,2500,0,0,0
112,6.48929931364361,0,6.48929931364382,Guangdong,112.759909033597,23.0673113137357,2500,0.00259571972545744,0,0.00259571972545753
113,0,0,0,Guangdong,113.243207307426,23.0307376284132,2500,0,0,0
114,0,0,0,Guangdong,113.726114315741,22.9919558834416,2500,0,0,0
115,19.7376401156021,0,19.737640115602,Guangdong,114.208607712037,22.9509679213731,2500,0.00789505604624084,0,0.00789505604624079
116,15.9336609318748,15.933660931875,0,Guangdong,114.690665266219,22.9077756818957,2500,0.00637346437274993,0.00637346437275001,0
117,0,0,0,Guangdong,115.17226487053,22.8623812004873,2500,0,0,0
118,0,0,0,Yunnan,99.133147008786,23.6435914600375,2500,0,0,0
119,0,0,0,Yunnan,99.6204269070214,23.6692546997464,2500,0,0,0
120,0,0,0,Yunnan,100.107966377565,23.6926936382462,2500,0,0,0
121,0,0,0,Yunnan,100.59574209604,23.7139071088871,2500,0,0,0
122,0,0,0,Yunnan,101.083730669844,23.7328940534924,2500,0,0,0
123,0,0,0,Yunnan,101.571908644817,23.7496535230966,2500,0,0,0
124,87.7760689264738,0,87.7760689264738,Yunnan,102.060252511956,23.7641846786072,2500,0.0351104275705895,0,0.0351104275705895
125,0,0,0,Yunnan,102.548738714173,23.7764867913898,2500,0,0,0
126,0,0,0,Yunnan,103.037343653082,23.7865592437767,2500,0,0,0
127,0,0,0,Yunnan,103.526043695817,23.7944015294986,2500,0,0,0
128,0,0,0,Yunnan,104.014815181881,23.8000132540378,2500,0,0,0
129,0,0,0,Yunnan,104.503634430005,23.8033941349042,2500,0,0,0
130,0,0,0,Yunnan,104.992477745028,23.8045440018323,2500,0,0,0
131,0,0,0,Yunnan,105.481321424793,23.8034627969009,2500,0,0,0
132,44.9873003761492,0,44.9873003761492,Yunnan,105.970141767034,23.8001505745728,2500,0.0179949201504597,0,0.0179949201504597
133,53.0289095518351,0,53.0289095518351,Guangxi,106.458915076272,23.7946075016573,2500,0.0212115638207341,0,0.0212115638207341
134,0,0,0,Guangxi,106.947617670711,23.7868338571934,2500,0,0,0
135,0,0,0,Guangxi,107.436225889108,23.7768300322545,2500,0,0,0
136,0,0,0,Guangxi,107.924716097647,23.7645965296761,2500,0,0,0
137,48.5274163331879,48.5274163331879,0,Guangxi,108.413064696778,23.7501339637031,2500,0.0194109665332752,0.0194109665332752,0
138,0,0,0,Guangxi,108.90124812804,23.7334430595623,2500,0,0,0
139,0,0,0,Guangxi,109.389242880852,23.7145246529551,2500,0,0,0
140,7.82481744146422,7.82481744146422,0,Guangxi,109.877025499263,23.6933796894751,2500,0.00312992697658569,0.00312992697658569,0
141,11.6180841185843,11.6180841185843,0,Guangxi,110.364572588678,23.6700092239484,2500,0.00464723364743371,0.00464723364743371,0
142,0,0,0,Guangxi,110.851860822521,23.6444144196985,2500,0,0,0
143,0,0,0,Guangxi,111.338866948862,23.6165965477363,2500,0,0,0
144,0,0,0,Guangdong,111.825567796988,23.586556985875,2500,0,0,0
145,4.85962010736605,0,4.85962010736605,Guangdong,112.311940283911,23.5542972177726,2500,0.00194384804294642,0,0.00194384804294642
146,2.68753246495226,0,2.68753246495236,Guangdong,112.797961420819,23.5198188319004,2500,0.0010750129859809,0,0.00107501298598094
147,0,0,0,Guangdong,113.283608319455,23.4831235204408,2500,0,0,0
148,2.73601337691542,0,2.73601337691549,Guangdong,113.768858198431,23.444213078113,2500,0.00109440535076617,0,0.00109440535076619
149,128.953783026174,127.675573430411,1.27820959575738,Guangdong,114.253688389458,23.4030894009298,2500,0.0515815132104695,0.0510702293721646,0.000511283838302951
150,0,0,0,Guangdong,114.738076343506,23.3597544848852,2500,0,0,0
151,19.6592740628315,0,19.6592740628315,Guangdong,115.22199963687,23.3142104245745,2500,0.0078637096251326,0,0.0078637096251326
152,0,0,0,Guangdong,115.705435977155,23.2664594117471,2500,0,0,0
153,0,0,0,Guangdong,116.188363209168,23.2165037337952,2500,0,0,0
154,0,0,0,Yunnan,97.6369738991986,24.0051820579091,2500,0,0,0
155,70.3824221069758,0,70.3824221069758,Yunnan,99.1041843487823,24.0958124542544,2500,0.0281529688427903,0,0.0281529688427903
156,175.742567775098,175.742567775098,0,Yunnan,99.5938598554152,24.1215635284603,2500,0.0702970271100392,0.070297027110039,0
157,0,0,0,Yunnan,100.083798791352,24.1450827974538,2500,0,0,0
158,0,0,0,Yunnan,100.573977488052,24.1663690610689,2500,0,0,0
159,0,0,0,Yunnan,101.064372207049,24.1854212307345,2500,0,0,0
160,0,0,0,Yunnan,101.55495914679,24.2022383302322,2500,0,0,0
161,0,0,0,Yunnan,102.045714449512,24.2168194963748,2500,0,0,0
162,0,0,0,Yunnan,102.536614208171,24.2291639796077,2500,0,0,0
163,0,0,0,Yunnan,103.02763447339,24.239271144531,2500,0,0,0
164,0,0,0,Yunnan,103.518751260456,24.2471404703424,2500,0,0,0
165,0,0,0,Yunnan,104.009940556333,24.2527715511997,2500,0,0,0
166,0,0,0,Yunnan,104.501178326694,24.2561640965044,2500,0,0,0
167,68.3229897206451,0,68.3229897206451,Yunnan,104.992440522976,24.2573179311043,2500,0.027329195888258,0,0.027329195888258
168,443.55318798147,0,443.55318798147,Guangxi,105.48370308944,24.2562329954156,2500,0.177421275192588,0,0.177421275192588
169,0,0,0,Guangxi,105.974941970239,24.2529093454643,2500,0,0,0
170,141.831163197742,141.831163197742,0,Guangxi,106.466133116483,24.2473471528476,2500,0.0567324652790967,0.0567324652790967,0
171,0,0,0,Guangxi,106.957252493304,24.2395467046134,2500,0,0,0
172,0,0,0,Guangxi,107.448276086903,24.2295084030611,2500,0,0,0
173,0,0,0,Guangxi,107.939179911591,24.21723276546,2500,0,0,0
174,0,0,0,Guangxi,108.429940016802,24.2027204236896,2500,0,0,0
175,0,0,0,Guangxi,108.920532494081,24.1859721237986,2500,0,0,0
176,0,0,0,Guangxi,109.410933484047,24.1669887254856,2500,0,0,0
177,84.5232882873032,84.4038547098475,0.119433577455908,Guangxi,109.901119183315,24.1457712015002,2500,0.0338093153149213,0.033761541883939,4.77734309823633e-05
178,159.94783968603,159.94783968603,0,Guangxi,110.391065851374,24.1223206369666,2500,0.0639791358744118,0.0639791358744118,0
179,84.0051607361627,0,84.0051607361627,Guangxi,110.880749817431,24.0966382286287,2500,0.0336020642944651,0,0.0336020642944651
180,3.07967669744002,0,3.07967669744002,Guangxi,111.370147487188,24.0687252840185,2500,0.00123187067897601,0,0.00123187067897601
181,35.2393334151399,0,35.2393334151398,Guangxi,111.859235349583,24.0385832205483,2500,0.0140957333660559,0,0.0140957333660559
182,0,0,0,Guangdong,112.347989983448,24.0062135645274,2500,0,0,0
183,0,0,0,Guangdong,112.836388064125,23.9716179501043,2500,0,0,0
184,0,0,0,Guangdong,113.324406369996,23.9347981181351,2500,0,0,0
185,0.100490384997617,0,0.100490384997617,Guangdong,113.812021788947,23.895755914979,2500,4.01961539990466e-05,0,4.01961539990466e-05
186,13.3453581611022,0,13.3453581611022,Guangdong,114.299211324749,23.8544932912231,2500,0.00533814326444087,0,0.00533814326444087
187,39.7106703056793,0,39.7106703056789,Guangdong,114.785952103365,23.8110123003357,2500,0.0158842681222717,0,0.0158842681222716
188,9.02902330901986,0,9.02902330901975,Guangdong,115.272221379159,23.7653150972512,2500,0.00361160932360795,0,0.0036116093236079
189,0,0,0,Guangdong,115.757996541021,23.7174039368862,2500,0,0,0
190,0,0,0,Guangdong,116.243255118399,23.6672811725889,2500,0,0,0
191,1.75189734156399,0,1.751897341564,Guangdong,116.727974787226,23.6149492545239,2500,0.000700758936625594,0,0.000700758936625601
192,0,0,0,Yunnan,97.6004936821615,24.4564099093272,2500,0,0,0
193,0,0,0,Yunnan,98.0916430047748,24.4889608032969,2500,0,0,0
194,0,0,0,Yunnan,98.5831312496336,24.5192765941207,2500,0,0,0
195,0,0,0,Yunnan,99.0749346537327,24.5473557084923,2500,0,0,0
196,0,0,0,Yunnan,99.5670293617188,24.5731966850858,2500,0,0,0
197,0,0,0,Yunnan,100.059391432722,24.5967981755678,2500,0,0,0
198,0,0,0,Yunnan,100.55199684725,24.6181589455318,2500,0,0,0
199,0,0,0,Yunnan,101.044821514141,24.6372778753543,2500,0,0,0
200,0,0,0,Yunnan,101.537841277565,24.6541539609726,2500,0,0,0
201,9.95647074319853,0,9.95647074319854,Yunnan,102.031031924078,24.6687863145815,2500,0.00398258829727941,0,0.00398258829727942
202,956.341074264233,0,956.341074264233,Yunnan,102.524369189717,24.6811741652513,2500,0.382536429705693,0,0.382536429705693
203,310.331078607578,0,310.331078607578,Yunnan,103.017828767129,24.6913168594634,2500,0.124132431443031,0,0.124132431443031
204,0,0,0,Yunnan,103.511386312737,24.6992138615654,2500,0,0,0
205,3.01670251640351,0,3.0167025164035,Yunnan,104.005017453927,24.7048647541438,2500,0.0012066810065614,0,0.0012066810065614
206,0,0,0,Yunnan,104.498697796266,24.7082692383149,2500,0,0,0
207,205.279510803003,205.279510803003,205.279462523507,Guangxi,104.992402930722,24.7094271339327,2500,0.082111804321201,0.082111804321201,0.0821117850094028
208,0,0,0,Guangxi,105.486108440911,24.7083383797144,2500,0,0,0
209,62.632001249251,10.5103701951262,52.1216310541248,Guizhou,105.979789910335,24.7050030332838,2500,0.0250528004997004,0.00420414807805049,0.0208486524216499
210,267.138282312637,267.138282312637,0,Guangxi,106.47342292963,24.6994212711299,2500,0.106855312925055,0.106855312925055,0
211,58.1263198655307,0,58.1263198655307,Guangxi,106.966983103804,24.6915933884852,2500,0.0232505279462123,0,0.0232505279462123
212,0,0,0,Guangxi,107.460446059464,24.6815197991191,2500,0,0,0
213,0,0,0,Guangxi,107.953787452033,24.6692010350504,2500,0,0,0
214,0,0,0,Guangxi,108.446982972936,24.6546377461765,2500,0,0,0
215,0,0,0,Guangxi,108.940008356768,24.6378306998215,2500,0,0,0
216,0,0,0,Guangxi,109.432839388423,24.6187807802025,2500,0,0,0
217,93.7713692348689,0,93.7713692348689,Guangxi,109.925451910195,24.5974889878141,2500,0.0375085476939476,0,0.0375085476939476
218,0.693842372502259,0.693842372502259,0,Guangxi,110.417821828825,24.5739564387348,2500,0.000277536949000904,0.000277536949000904,0
219,58.0060343987548,0,58.0060343987548,Guangxi,110.909925122512,24.5481843638508,2500,0.0232024137595019,0,0.0232024137595019
220,0,0,0,Guangxi,111.401737847863,24.520174108003,2500,0,0,0
221,0,0,0,Guangxi,111.893236146792,24.4899271290544,2500,0,0,0
222,0,0,0,Guangdong,112.384396253349,24.4574449968811,2500,0,0,0
223,35.6134927063678,35.6134927063678,0,Guangdong,112.875194500491,24.4227293922856,2500,0.0142453970825471,0.0142453970825471,0
224,524.550783503873,524.550783503872,0,Guangdong,113.365607326775,24.3857821058362,2500,0.209820313401549,0.209820313401549,0
225,0,0,0,Guangdong,113.855611282978,24.34660503663,2500,0,0,0
226,17.3144281442904,17.3144281442904,0,Guangdong,114.34518303863,24.3052001909847,2500,0.00692577125771616,0.00692577125771616,0
227,29.4801766881502,0,29.4801766881502,Guangdong,114.83429938847,24.2615696810564,2500,0.0117920706752601,0,0.0117920706752601
228,37.0003645381821,0,37.0003645381822,Guangdong,115.322937258808,24.2157157233875,2500,0.0148001458152729,0,0.0148001458152729
229,0,0,0,Guangdong,115.811073713789,24.1676406373844,2500,0,0,0
230,0,0,0,Guangdong,116.298685961569,24.1173468437273,2500,0,0,0
231,0,0,0,Guangdong,116.785751360381,24.0648368627125,2500,0,0,0
232,23.78470103984,23.7847010398405,0,Fujian,117.272247424499,24.0101133125294,2500,0.00951388041593601,0.00951388041593622,0
233,0,0,0,Fujian,117.758151830088,23.9531789074741,2500,0,0,0
234,0,0,0,Yunnan,98.0572291634548,24.9396397211771,2500,0,0,0
235,53.0556076195736,53.0556076195736,0,Yunnan,98.5511514613461,24.9700631145052,2500,0.0212222430478294,0.0212222430478294,0
236,0,0,0,Yunnan,99.0453936405416,24.99824205078,2500,0,0,0
237,0,0,0,Yunnan,99.5399314918998,25.0241750272416,2500,0,0,0
238,10.7348163597516,0,10.7348163597516,Yunnan,100.03474071862,25.0478606573309,2500,0.00429392654390065,0,0.00429392654390065
239,28.4259087455902,0,28.4259087455902,Yunnan,100.529796943307,25.0692976716488,2500,0.0113703634982361,0,0.0113703634982361
240,0,0,0,Yunnan,101.025075715096,25.0884849188357,2500,0,0,0
241,3.10295275607947,0,3.10295275607947,Yunnan,101.520552516829,25.1054213663705,2500,0.00124118110243179,0,0.00124118110243179
242,0,0,0,Yunnan,102.016202772286,25.1201061012866,2500,0,0,0
243,590.541793329702,0,590.541793329702,Yunnan,102.512001853452,25.1325383308059,2500,0.236216717331881,0,0.236216717331881
244,507.982712434465,0,507.982712434465,Yunnan,103.007925087834,25.1427173828902,2500,0.203193084973786,0,0.203193084973786
245,0,0,0,Yunnan,103.503947765797,25.1506427067079,2500,0,0,0
246,2.12087187255974,0,2.12087187255974,Yunnan,104.000045147941,25.1563138730175,2500,0.000848348749023896,0,0.000848348749023896
247,57.321472118967,0,57.321472118967,Yunnan,104.496192472494,25.1597305744659,2500,0.0229285888475868,0,0.0229285888475868
248,0,0,0,Guizhou,104.992364962718,25.1608926258026,2500,0,0,0
249,0,0,0,Guizhou,105.488537834337,25.1597999640085,2500,0,0,0
250,0,0,0,Guizhou,105.984686302957,25.1564526483399,2500,0,0,0
251,190.746067181094,0,190.746067181094,Guizhou,106.480785591499,25.1508508602869,2500,0.0762984268724377,0,0.0762984268724377
252,408.255488403679,0,408.255488403679,Guangxi,106.976810937619,25.1429949034477,2500,0.163302195361471,0,0.163302195361471
253,47.3747374586302,0,47.3747374586302,Guangxi,107.472737601118,25.1328852033167,2500,0.0189498949834521,0,0.0189498949834521
254,352.974378279802,352.974378279802,0,Guangxi,107.968540871337,25.1205223069886,2500,0.141189751311921,0.141189751311921,0
255,122.77191691254,122.77191691254,0,Guangxi,108.464196074527,25.1059068827783,2500,0.0491087667650159,0.0491087667650159,0
256,138.205984504556,138.205984504556,0,Guangxi,108.959678581198,25.0890397197555,2500,0.0552823938018226,0.0552823938018226,0
257,47.7323696872027,0,47.7323696872027,Guangxi,109.454963813426,25.069921727197,2500,0.0190929478748811,0,0.0190929478748811
258,0,0,0,Guangxi,109.950027252127,25.0485539339551,2500,0,0,0
259,0.248870555452507,0,0.2488705554525,Guangxi,110.444844444289,25.0249374877433,2500,9.9548222181003e-05,0,9.9548222181e-05
260,0,0,0,Guangxi,110.939391010148,24.9990736543408,2500,0,0,0
261,0,0,0,Hunan,111.43364265032,24.9709638167151,2500,0,0,0
262,0,0,0,Hunan,111.927575152859,24.9406094740647,2500,0,0,0
263,0,0,0,Guangdong,112.421164400266,24.9080122407826,2500,0,0,0
264,784.332462116395,784.332462116389,0,Guangdong,112.914386376419,24.8731738453407,2500,0.313732984846558,0.313732984846555,0
265,1.32651730455,1.32651730455,0,Guangdong,113.407217173431,24.8360961290974,2500,0.000530606921820001,0.000530606921820001,0
266,1.7980595489179,1.7980595489179,0,Guangdong,113.899632998431,24.7967810450283,2500,0.00071922381956716,0.00071922381956716,0
267,187.387034603074,187.387034603074,0,Jiangxi,114.391610180254,24.7552306563823,2500,0.0749548138412298,0.0749548138412298,0
268,0,0,0,Jiangxi,114.883125176054,24.7114471352631,2500,0,0,0
269,1.3014142349389,0,1.3014142349389,Guangdong,115.374154577817,24.6654327611388,2500,0.000520565693975562,0,0.000520565693975562
270,40.5341682494872,0,40.5341682494867,Guangdong,115.864675118773,24.6171899192795,2500,0.0162136672997949,0,0.0162136672997947
271,0,0,0,Guangdong,116.354663679717,24.566721099125,2500,0,0,0
272,2.74133718617523,0,2.74133718617517,Fujian,116.844097295217,24.5140288925844,2500,0.00109653487447009,0,0.00109653487447007
273,246.67149716249,0,246.67149716249,Fujian,117.332953159718,24.4591159922684,2500,0.0986685988649961,0,0.0986685988649961
274,0,0,0,Fujian,117.821208633522,24.4019851896559,2500,0,0,0
275,426.286546765512,410.065007745821,16.2215390196911,Yunnan,98.5188517759761,25.4202112222474,2500,0.170514618706205,0.164026003098328,0.00648861560787645
276,31.9772532766961,31.9772532766961,0,Yunnan,99.0155569405762,25.4484922898601,2500,0.0127909013106784,0.0127909013106784,0
277,0,0,0,Yunnan,99.5125622332846,25.4745193945417,2500,0,0,0
